county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee,provisional
Jefferson,J166,Louisville Mayor,,,Tina BURNELL,7,0,7,0,,0
Jefferson,J166,Louisville Mayor,,,Bob DeVORE,6,1,5,0,,0
Jefferson,J166,Louisville Mayor,,,Lisa M. Holliday HARRIS,4,0,3,1,,0
Jefferson,J166,Louisville Mayor,,,Matthew Solomon BAILEY,2,0,2,0,,0
Jefferson,J166,Louisville Mayor,,,"S. ""The D"" DATTILO",1,0,1,0,,0
Jefferson,J166,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,37,5,32,0,,0
Jefferson,J166,Louisville Metro Council District 3,3,,Kumar RASHAD,72,10,60,2,,0
Jefferson,J166,Louisville Metro Council District 3,3,,Keisha DORSEY,23,2,21,0,,0
Jefferson,J166,Louisville Metro Council District 3,3,,Shaun SPENCER,27,2,25,0,,0
Jefferson,J168,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,J168,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,J168,U.S. Senate,,Republican,Daniel CAMERON,0,0,0,0,,0
Jefferson,J168,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,J168,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,J168,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,J168,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,J168,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,J168,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,J168,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,J168,U.S. Senate,,Republican,Andy BARR,0,0,0,0,,0
Jefferson,J168,U.S. House,3,Republican,David Joseph NICHTER,0,0,0,0,,0
Jefferson,J168,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,0,0,0,0,,0
Jefferson,J168,U.S. House,3,Republican,Daniel COBBLE,0,0,0,0,,0
Jefferson,J168,U.S. House,3,Republican,Donald PAY,0,0,0,0,,0
Jefferson,J168,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,,0
Jefferson,J168,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,0,0,0,0,,0
Jefferson,J168,U.S. Senate,,Democratic,Amy McGRATH,0,0,0,0,,0
Jefferson,J168,U.S. Senate,,Democratic,Pamela STEVENSON,0,0,0,0,,0
Jefferson,J168,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,,0
Jefferson,J168,U.S. Senate,,Democratic,Charles BOOKER,0,0,0,0,,0
Jefferson,J168,U.S. Senate,,Democratic,Dale Lewis ROMANS,0,0,0,0,,0
Jefferson,J168,County Attorney,,Democratic,Sarah MARTIN,0,0,0,0,,0
Jefferson,J168,County Attorney,,Democratic,Karl PRICE,0,0,0,0,,0
Jefferson,J168,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",0,0,0,0,,0
Jefferson,J168,County Clerk,,Democratic,David YATES,0,0,0,0,,0
Jefferson,J168,Sheriff,,Democratic,Richard BREEN,0,0,0,0,,0
Jefferson,J168,Sheriff,,Democratic,Steve HEALEY,0,0,0,0,,0
Jefferson,J168,Sheriff,,Democratic,Stephen YANCEY,0,0,0,0,,0
Jefferson,J168,Louisville Mayor,,,Jody HURT,0,0,0,0,,0
Jefferson,J168,Louisville Mayor,,,Douglas LATTIMORE,0,0,0,0,,0
Jefferson,J168,Louisville Mayor,,,Craig GREENBERG,0,0,0,0,,0
Jefferson,J168,Louisville Mayor,,,Tina BURNELL,0,0,0,0,,0
Jefferson,J168,Louisville Mayor,,,Bob DeVORE,0,0,0,0,,0
Jefferson,J168,Louisville Mayor,,,Lisa M. Holliday HARRIS,0,0,0,0,,0
Jefferson,J168,Louisville Mayor,,,Matthew Solomon BAILEY,0,0,0,0,,0
Jefferson,J168,Louisville Mayor,,,"S. ""The D"" DATTILO",0,0,0,0,,0
Jefferson,J168,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,0,0,0,0,,0
Jefferson,J169,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,2,0,2,0,,0
Jefferson,J169,U.S. Senate,,Republican,Anissa CATLETT,2,0,1,1,,0
Jefferson,J169,U.S. Senate,,Republican,Daniel CAMERON,28,7,21,0,,0
Jefferson,J169,U.S. Senate,,Republican,A. Nick SHELLEY,2,0,2,0,,0
Jefferson,J169,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,J169,U.S. Senate,,Republican,George WASHINGTON,1,0,1,0,,0
Jefferson,J169,U.S. Senate,,Republican,Michael James FARIS,1,0,1,0,,0
Jefferson,J169,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,J169,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,J169,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,J169,U.S. Senate,,Republican,Andy BARR,60,6,54,0,,0
Jefferson,J169,U.S. House,3,Republican,David Joseph NICHTER,14,4,10,0,,0
Jefferson,J169,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,35,2,32,1,,0
Jefferson,J169,U.S. House,3,Republican,Daniel COBBLE,20,2,18,0,,0
Jefferson,J169,U.S. House,3,Republican,Donald PAY,10,2,8,0,,0
Jefferson,J169,U.S. Senate,,Democratic,Joshua BLANTON SR.,2,0,2,0,,0
Jefferson,J169,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,,0
Jefferson,J169,U.S. Senate,,Democratic,Amy McGRATH,70,18,48,4,,0
Jefferson,J169,U.S. Senate,,Democratic,Pamela STEVENSON,13,2,11,0,,0
Jefferson,J169,U.S. Senate,,Democratic,Logan FORSYTHE,2,1,1,0,,0
Jefferson,J169,U.S. Senate,,Democratic,Charles BOOKER,133,33,100,0,,0
Jefferson,J169,U.S. Senate,,Democratic,Dale Lewis ROMANS,9,4,5,0,,0
Jefferson,J169,County Attorney,,Democratic,Sarah MARTIN,133,43,87,3,,0
Jefferson,J169,County Attorney,,Democratic,Karl PRICE,89,14,74,1,,0
Jefferson,J169,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",52,8,43,1,,0
Jefferson,J169,County Clerk,,Democratic,David YATES,179,50,126,3,,0
Jefferson,J169,Sheriff,,Democratic,Richard BREEN,46,11,33,2,,0
Jefferson,J169,Sheriff,,Democratic,Steve HEALEY,82,25,57,0,,0
Jefferson,J169,Sheriff,,Democratic,Stephen YANCEY,85,16,67,2,,0
Jefferson,J169,Louisville Mayor,,,Jody HURT,4,0,4,0,,0
Jefferson,J169,Louisville Mayor,,,Douglas LATTIMORE,6,0,6,0,,0
Jefferson,J169,Louisville Mayor,,,Craig GREENBERG,182,55,123,4,,0
Jefferson,J169,Louisville Mayor,,,Tina BURNELL,34,7,26,1,,0
Jefferson,J169,Louisville Mayor,,,Bob DeVORE,17,2,15,0,,0
Jefferson,J169,Louisville Mayor,,,Lisa M. Holliday HARRIS,8,0,8,0,,0
Jefferson,J169,Louisville Mayor,,,Matthew Solomon BAILEY,1,0,1,0,,0
Jefferson,J169,Louisville Mayor,,,"S. ""The D"" DATTILO",2,1,1,0,,0
Jefferson,J169,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,70,12,58,0,,0
Jefferson,J170,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,2,0,2,0,,0
Jefferson,J170,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,J170,U.S. Senate,,Republican,Daniel CAMERON,29,3,26,0,,0
Jefferson,J170,U.S. Senate,,Republican,A. Nick SHELLEY,1,1,0,0,,0
Jefferson,J170,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,J170,U.S. Senate,,Republican,George WASHINGTON,2,1,1,0,,0
Jefferson,J170,U.S. Senate,,Republican,Michael James FARIS,2,0,2,0,,0
Jefferson,J170,U.S. Senate,,Republican,Jimmy I. LEON,1,0,1,0,,0
Jefferson,J170,U.S. Senate,,Republican,James D. DUNCAN,1,0,1,0,,0
Jefferson,J170,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,J170,U.S. Senate,,Republican,Andy BARR,74,12,62,0,,0
Jefferson,J170,U.S. House,3,Republican,David Joseph NICHTER,25,6,19,0,,0
Jefferson,J170,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,47,6,41,0,,0
Jefferson,J170,U.S. House,3,Republican,Daniel COBBLE,16,1,15,0,,0
Jefferson,J170,U.S. House,3,Republican,Donald PAY,11,1,10,0,,0
Jefferson,J170,U.S. Senate,,Democratic,Joshua BLANTON SR.,5,1,4,0,,0
Jefferson,J170,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,1,0,0,,0
Jefferson,J170,U.S. Senate,,Democratic,Amy McGRATH,41,10,29,2,,0
Jefferson,J170,U.S. Senate,,Democratic,Pamela STEVENSON,10,1,8,1,,0
Jefferson,J170,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,,0
Jefferson,J170,U.S. Senate,,Democratic,Charles BOOKER,89,12,73,4,,0
Jefferson,J170,U.S. Senate,,Democratic,Dale Lewis ROMANS,15,8,7,0,,0
Jefferson,J170,County Attorney,,Democratic,Sarah MARTIN,104,24,76,4,,0
Jefferson,J170,County Attorney,,Democratic,Karl PRICE,50,8,41,1,,0
Jefferson,J170,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",39,9,29,1,,0
Jefferson,J170,County Clerk,,Democratic,David YATES,120,24,91,5,,0
Jefferson,J170,Sheriff,,Democratic,Richard BREEN,32,9,20,3,,0
Jefferson,J170,Sheriff,,Democratic,Steve HEALEY,59,13,46,0,,0
Jefferson,J170,Sheriff,,Democratic,Stephen YANCEY,61,10,49,2,,0
Jefferson,J170,Louisville Mayor,,,Jody HURT,4,1,3,0,,0
Jefferson,J170,Louisville Mayor,,,Douglas LATTIMORE,3,2,1,0,,0
Jefferson,J170,Louisville Mayor,,,Craig GREENBERG,125,33,88,4,,0
Jefferson,J170,Louisville Mayor,,,Tina BURNELL,51,5,46,0,,0
Jefferson,J170,Louisville Mayor,,,Bob DeVORE,13,0,13,0,,0
Jefferson,J170,Louisville Mayor,,,Lisa M. Holliday HARRIS,11,2,9,0,,0
Jefferson,J170,Louisville Mayor,,,Matthew Solomon BAILEY,3,0,3,0,,0
Jefferson,J170,Louisville Mayor,,,"S. ""The D"" DATTILO",0,0,0,0,,0
Jefferson,J170,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,58,7,48,3,,0
Jefferson,J171,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,J171,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,J171,U.S. Senate,,Republican,Daniel CAMERON,31,5,26,0,,0
Jefferson,J171,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,J171,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",2,0,2,0,,0
Jefferson,J171,U.S. Senate,,Republican,George WASHINGTON,2,0,1,1,,0
Jefferson,J171,U.S. Senate,,Republican,Michael James FARIS,4,1,3,0,,0
Jefferson,J171,U.S. Senate,,Republican,Jimmy I. LEON,1,0,1,0,,0
Jefferson,J171,U.S. Senate,,Republican,James D. DUNCAN,1,0,1,0,,0
Jefferson,J171,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,J171,U.S. Senate,,Republican,Andy BARR,46,8,38,0,,0
Jefferson,J171,U.S. House,3,Republican,David Joseph NICHTER,17,3,14,0,,0
Jefferson,J171,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,34,4,29,1,,0
Jefferson,J171,U.S. House,3,Republican,Daniel COBBLE,16,4,12,0,,0
Jefferson,J171,U.S. House,3,Republican,Donald PAY,17,3,13,1,,0
Jefferson,J171,U.S. Senate,,Democratic,Joshua BLANTON SR.,2,0,2,0,,0
Jefferson,J171,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,0,0,0,0,,0
Jefferson,J171,U.S. Senate,,Democratic,Amy McGRATH,67,18,47,2,,0
Jefferson,J171,U.S. Senate,,Democratic,Pamela STEVENSON,9,1,8,0,,0
Jefferson,J171,U.S. Senate,,Democratic,Logan FORSYTHE,3,0,3,0,,0
Jefferson,J171,U.S. Senate,,Democratic,Charles BOOKER,132,31,92,9,,0
Jefferson,J171,U.S. Senate,,Democratic,Dale Lewis ROMANS,17,4,13,0,,0
Jefferson,J171,County Attorney,,Democratic,Sarah MARTIN,131,32,94,5,,0
Jefferson,J171,County Attorney,,Democratic,Karl PRICE,92,18,67,7,,0
Jefferson,J171,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",78,23,51,4,,0
Jefferson,J171,County Clerk,,Democratic,David YATES,150,31,112,7,,0
Jefferson,J171,Sheriff,,Democratic,Richard BREEN,48,7,37,4,,0
Jefferson,J171,Sheriff,,Democratic,Steve HEALEY,64,20,43,1,,0
Jefferson,J171,Sheriff,,Democratic,Stephen YANCEY,108,24,77,7,,0
Jefferson,J171,Louisville Mayor,,,Jody HURT,7,0,5,2,,0
Jefferson,J171,Louisville Mayor,,,Douglas LATTIMORE,2,2,0,0,,0
Jefferson,J171,Louisville Mayor,,,Craig GREENBERG,152,34,115,3,,0
Jefferson,J171,Louisville Mayor,,,Tina BURNELL,56,8,48,0,,0
Jefferson,J171,Louisville Mayor,,,Bob DeVORE,7,2,5,0,,0
Jefferson,J171,Louisville Mayor,,,Lisa M. Holliday HARRIS,12,1,11,0,,0
Jefferson,J171,Louisville Mayor,,,Matthew Solomon BAILEY,2,0,2,0,,0
Jefferson,J171,Louisville Mayor,,,"S. ""The D"" DATTILO",4,0,4,0,,0
Jefferson,J171,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,88,18,61,9,,0
Jefferson,J172,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,J172,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,J172,U.S. Senate,,Republican,Daniel CAMERON,12,0,12,0,,0
Jefferson,J172,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,J172,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,J172,U.S. Senate,,Republican,George WASHINGTON,1,0,1,0,,0
Jefferson,J172,U.S. Senate,,Republican,Michael James FARIS,2,1,1,0,,0
Jefferson,J172,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,J172,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,J172,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,J172,U.S. Senate,,Republican,Andy BARR,20,2,17,1,,0
Jefferson,J172,U.S. House,3,Republican,David Joseph NICHTER,11,3,8,0,,0
Jefferson,J172,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,9,0,9,0,,0
Jefferson,J172,U.S. House,3,Republican,Daniel COBBLE,7,0,7,0,,0
Jefferson,J172,U.S. House,3,Republican,Donald PAY,5,1,4,0,,0
Jefferson,J172,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,,0
Jefferson,J172,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,,0
Jefferson,J172,U.S. Senate,,Democratic,Amy McGRATH,22,0,22,0,,0
Jefferson,J172,U.S. Senate,,Democratic,Pamela STEVENSON,0,0,0,0,,0
Jefferson,J172,U.S. Senate,,Democratic,Logan FORSYTHE,1,0,1,0,,0
Jefferson,J172,U.S. Senate,,Democratic,Charles BOOKER,21,3,18,0,,0
Jefferson,J172,U.S. Senate,,Democratic,Dale Lewis ROMANS,5,0,5,0,,0
Jefferson,J172,County Attorney,,Democratic,Sarah MARTIN,32,1,31,0,,0
Jefferson,J172,County Attorney,,Democratic,Karl PRICE,15,2,13,0,,0
Jefferson,J172,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",12,0,12,0,,0
Jefferson,J172,County Clerk,,Democratic,David YATES,36,3,33,0,,0
Jefferson,J172,Sheriff,,Democratic,Richard BREEN,15,1,14,0,,0
Jefferson,J172,Sheriff,,Democratic,Steve HEALEY,15,0,15,0,,0
Jefferson,J172,Sheriff,,Democratic,Stephen YANCEY,17,2,15,0,,0
Jefferson,J172,Louisville Mayor,,,Jody HURT,7,2,5,0,,0
Jefferson,J172,Louisville Mayor,,,Douglas LATTIMORE,4,0,4,0,,0
Jefferson,J172,Louisville Mayor,,,Craig GREENBERG,48,3,44,1,,0
Jefferson,J172,Louisville Mayor,,,Tina BURNELL,12,2,10,0,,0
Jefferson,J172,Louisville Mayor,,,Bob DeVORE,3,0,3,0,,0
Jefferson,J172,Louisville Mayor,,,Lisa M. Holliday HARRIS,3,0,3,0,,0
Jefferson,J172,Louisville Mayor,,,Matthew Solomon BAILEY,0,0,0,0,,0
Jefferson,J172,Louisville Mayor,,,"S. ""The D"" DATTILO",0,0,0,0,,0
Jefferson,J172,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,11,1,10,0,,0
Jefferson,J173,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,J173,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,J173,U.S. Senate,,Republican,Daniel CAMERON,6,3,3,0,,0
Jefferson,J173,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,J173,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,J173,U.S. Senate,,Republican,George WASHINGTON,1,0,1,0,,0
Jefferson,J173,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,J173,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,J173,U.S. Senate,,Republican,James D. DUNCAN,1,0,1,0,,0
Jefferson,J173,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,J173,U.S. Senate,,Republican,Andy BARR,13,2,10,1,,0
Jefferson,J173,U.S. House,3,Republican,David Joseph NICHTER,2,2,0,0,,0
Jefferson,J173,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,9,1,8,0,,0
Jefferson,J173,U.S. House,3,Republican,Daniel COBBLE,8,2,6,0,,0
Jefferson,J173,U.S. House,3,Republican,Donald PAY,0,0,0,0,,0
Jefferson,J173,U.S. Senate,,Democratic,Joshua BLANTON SR.,1,0,1,0,,0
Jefferson,J173,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,0,0,0,0,,0
Jefferson,J173,U.S. Senate,,Democratic,Amy McGRATH,17,7,10,0,,0
Jefferson,J173,U.S. Senate,,Democratic,Pamela STEVENSON,3,2,1,0,,0
Jefferson,J173,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,,0
Jefferson,J173,U.S. Senate,,Democratic,Charles BOOKER,46,6,39,1,,0
Jefferson,J173,U.S. Senate,,Democratic,Dale Lewis ROMANS,3,2,1,0,,0
Jefferson,J173,County Attorney,,Democratic,Sarah MARTIN,49,13,35,1,,0
Jefferson,J173,County Attorney,,Democratic,Karl PRICE,19,4,15,0,,0
Jefferson,J173,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",25,3,21,1,,0
Jefferson,J173,County Clerk,,Democratic,David YATES,45,14,31,0,,0
Jefferson,J173,Sheriff,,Democratic,Richard BREEN,13,6,7,0,,0
Jefferson,J173,Sheriff,,Democratic,Steve HEALEY,20,7,13,0,,0
Jefferson,J173,Sheriff,,Democratic,Stephen YANCEY,32,4,27,1,,0
Jefferson,J173,Louisville Mayor,,,Jody HURT,0,0,0,0,,0
Jefferson,J173,Louisville Mayor,,,Douglas LATTIMORE,1,0,1,0,,0
Jefferson,J173,Louisville Mayor,,,Craig GREENBERG,43,14,28,1,,0
Jefferson,J173,Louisville Mayor,,,Tina BURNELL,10,2,8,0,,0
Jefferson,J173,Louisville Mayor,,,Bob DeVORE,2,1,1,0,,0
Jefferson,J173,Louisville Mayor,,,Lisa M. Holliday HARRIS,1,0,1,0,,0
Jefferson,J173,Louisville Mayor,,,Matthew Solomon BAILEY,0,0,0,0,,0
Jefferson,J173,Louisville Mayor,,,"S. ""The D"" DATTILO",1,0,1,0,,0
Jefferson,J173,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,41,4,36,1,,0
Jefferson,J173,Louisville Metro Council District 21,21,,Ben SPALDING,6,0,5,1,,0
Jefferson,J173,Louisville Metro Council District 21,21,,Betsy RUHE,44,12,31,1,,0
Jefferson,J173,Louisville Metro Council District 21,21,,Lonnie JOSEPH,28,7,21,0,,0
Jefferson,J173,Louisville Metro Council District 21,21,,Savannah HUGHES,20,3,17,0,,0
Jefferson,J174,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,,0
Jefferson,J174,U.S. Senate,,Republican,Anissa CATLETT,2,0,2,0,,0
Jefferson,J174,U.S. Senate,,Republican,Daniel CAMERON,40,4,36,0,,0
Jefferson,J174,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,J174,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",1,0,1,0,,0
Jefferson,J174,U.S. Senate,,Republican,George WASHINGTON,2,0,2,0,,0
Jefferson,J174,U.S. Senate,,Republican,Michael James FARIS,3,0,3,0,,0
Jefferson,J174,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,J174,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,J174,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,J174,U.S. Senate,,Republican,Andy BARR,39,9,30,0,,0
Jefferson,J174,U.S. House,3,Republican,David Joseph NICHTER,17,2,15,0,,0
Jefferson,J174,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,38,2,36,0,,0
Jefferson,J174,U.S. House,3,Republican,Daniel COBBLE,14,2,12,0,,0
Jefferson,J174,U.S. House,3,Republican,Donald PAY,18,5,13,0,,0
Jefferson,J174,U.S. Senate,,Democratic,Joshua BLANTON SR.,2,0,2,0,,0
Jefferson,J174,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,0,0,0,0,,0
Jefferson,J174,U.S. Senate,,Democratic,Amy McGRATH,64,17,45,2,,0
Jefferson,J174,U.S. Senate,,Democratic,Pamela STEVENSON,14,3,10,1,,0
Jefferson,J174,U.S. Senate,,Democratic,Logan FORSYTHE,4,1,3,0,,0
Jefferson,J174,U.S. Senate,,Democratic,Charles BOOKER,159,23,135,1,,0
Jefferson,J174,U.S. Senate,,Democratic,Dale Lewis ROMANS,10,5,5,0,,0
Jefferson,J174,County Attorney,,Democratic,Sarah MARTIN,197,41,153,3,,0
Jefferson,J174,County Attorney,,Democratic,Karl PRICE,39,5,34,0,,0
Jefferson,J174,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",64,5,56,3,,0
Jefferson,J174,County Clerk,,Democratic,David YATES,185,44,140,1,,0
Jefferson,J174,Sheriff,,Democratic,Richard BREEN,45,13,30,2,,0
Jefferson,J174,Sheriff,,Democratic,Steve HEALEY,87,19,67,1,,0
Jefferson,J174,Sheriff,,Democratic,Stephen YANCEY,96,12,84,0,,0
Jefferson,J174,Louisville Mayor,,,Jody HURT,3,0,3,0,,0
Jefferson,J174,Louisville Mayor,,,Douglas LATTIMORE,6,2,4,0,,0
Jefferson,J174,Louisville Mayor,,,Craig GREENBERG,155,29,122,4,,0
Jefferson,J174,Louisville Mayor,,,Tina BURNELL,40,9,31,0,,0
Jefferson,J174,Louisville Mayor,,,Bob DeVORE,17,1,15,1,,0
Jefferson,J174,Louisville Mayor,,,Lisa M. Holliday HARRIS,15,2,13,0,,0
Jefferson,J174,Louisville Mayor,,,Matthew Solomon BAILEY,0,0,0,0,,0
Jefferson,J174,Louisville Mayor,,,"S. ""The D"" DATTILO",0,0,0,0,,0
Jefferson,J174,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,120,19,101,0,,0
Jefferson,J174,Louisville Metro Council District 21,21,,Ben SPALDING,20,2,17,1,,0
Jefferson,J174,Louisville Metro Council District 21,21,,Betsy RUHE,215,41,171,3,,0
Jefferson,J174,Louisville Metro Council District 21,21,,Lonnie JOSEPH,105,13,92,0,,0
Jefferson,J174,Louisville Metro Council District 21,21,,Savannah HUGHES,32,8,23,1,,0
Jefferson,K110,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,K110,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,K110,U.S. Senate,,Republican,Daniel CAMERON,2,0,2,0,,0
Jefferson,K110,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,K110,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,K110,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,K110,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,K110,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,K110,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,K110,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,K110,U.S. Senate,,Republican,Andy BARR,1,0,1,0,,0
Jefferson,K110,U.S. House,3,Republican,David Joseph NICHTER,1,0,1,0,,0
Jefferson,K110,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,1,0,1,0,,0
Jefferson,K110,U.S. House,3,Republican,Daniel COBBLE,0,0,0,0,,0
Jefferson,K110,U.S. House,3,Republican,Donald PAY,1,0,1,0,,0
Jefferson,K110,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,,0
Jefferson,K110,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,2,0,2,0,,0
Jefferson,K110,U.S. Senate,,Democratic,Amy McGRATH,9,1,7,1,,0
Jefferson,K110,U.S. Senate,,Democratic,Pamela STEVENSON,8,1,7,0,,0
Jefferson,K110,U.S. Senate,,Democratic,Logan FORSYTHE,2,0,2,0,,0
Jefferson,K110,U.S. Senate,,Democratic,Charles BOOKER,55,14,40,1,,0
Jefferson,K110,U.S. Senate,,Democratic,Dale Lewis ROMANS,2,0,2,0,,0
Jefferson,K110,State Representative,40,Democratic,Nima KULKARNI,59,12,45,2,,0
Jefferson,K110,State Representative,40,Democratic,Patrick Bryant DUNEGAN,16,4,12,0,,0
Jefferson,K110,County Attorney,,Democratic,Sarah MARTIN,41,7,32,2,,0
Jefferson,K110,County Attorney,,Democratic,Karl PRICE,35,9,26,0,,0
Jefferson,K110,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",20,5,15,0,,0
Jefferson,K110,County Clerk,,Democratic,David YATES,56,11,43,2,,0
Jefferson,K110,Sheriff,,Democratic,Richard BREEN,18,3,15,0,,0
Jefferson,K110,Sheriff,,Democratic,Steve HEALEY,30,8,21,1,,0
Jefferson,K110,Sheriff,,Democratic,Stephen YANCEY,24,5,18,1,,0
Jefferson,K110,Louisville Mayor,,,Jody HURT,1,0,1,0,,0
Jefferson,K110,Louisville Mayor,,,Douglas LATTIMORE,2,1,1,0,,0
Jefferson,K110,Louisville Mayor,,,Craig GREENBERG,51,12,37,2,,0
Jefferson,K110,Louisville Mayor,,,Tina BURNELL,2,0,2,0,,0
