county,office,district,party,candidate,votes
Anderson,B101,Secretary of State,,DEM,Heather French HENRY,306.0
Anderson,B102,Secretary of State,,REP,Michael G. ADAMS,512.0
Anderson,B102,Secretary of State,,DEM,Heather French HENRY,410.0
Anderson,C101,Secretary of State,,REP,Michael G. ADAMS,360.0
Anderson,C101,Secretary of State,,DEM,Heather French HENRY,334.0
Anderson,C102,Secretary of State,,REP,Michael G. ADAMS,347.0
Anderson,C102,Secretary of State,,DEM,Heather French HENRY,325.0
Anderson,D101,Secretary of State,,REP,Michael G. ADAMS,461.0
Anderson,D101,Secretary of State,,DEM,Heather French HENRY,205.0
Anderson,D102,Secretary of State,,REP,Michael G. ADAMS,511.0
Anderson,D102,Secretary of State,,DEM,Heather French HENRY,356.0
Anderson,E101,Secretary of State,,REP,Michael G. ADAMS,710.0
Anderson,E101,Secretary of State,,DEM,Heather French HENRY,523.0
Anderson,E103,Secretary of State,,REP,Michael G. ADAMS,348.0
Anderson,E103,Secretary of State,,DEM,Heather French HENRY,229.0
Anderson,F101,Secretary of State,,REP,Michael G. ADAMS,330.0
Anderson,F101,Secretary of State,,DEM,Heather French HENRY,170.0
Anderson,F102,Secretary of State,,REP,Michael G. ADAMS,246.0
Anderson,F102,Secretary of State,,DEM,Heather French HENRY,120.0
Anderson,F103,Secretary of State,,REP,Michael G. ADAMS,147.0
Anderson,F103,Secretary of State,,DEM,Heather French HENRY,77.0
Anderson,F104,Secretary of State,,REP,Michael G. ADAMS,388.0
Anderson,F104,Secretary of State,,DEM,Heather French HENRY,240.0
Anderson,A101,Attorney General,,REP,Daniel CAMERON,337.0
Anderson,A101,Attorney General,,DEM,Gregory D. STUMBO,216.0
Anderson,A102,Attorney General,,REP,Daniel CAMERON,373.0
Anderson,A102,Attorney General,,DEM,Gregory D. STUMBO,201.0
Anderson,B101,Attorney General,,REP,Daniel CAMERON,419.0
Anderson,B101,Attorney General,,DEM,Gregory D. STUMBO,239.0
Anderson,B102,Attorney General,,REP,Daniel CAMERON,593.0
Anderson,B102,Attorney General,,DEM,Gregory D. STUMBO,329.0
Anderson,C101,Attorney General,,REP,Daniel CAMERON,424.0
Anderson,C101,Attorney General,,DEM,Gregory D. STUMBO,262.0
Anderson,C102,Attorney General,,REP,Daniel CAMERON,394.0
Anderson,C102,Attorney General,,DEM,Gregory D. STUMBO,273.0
Anderson,D101,Attorney General,,REP,Daniel CAMERON,511.0
Anderson,D101,Attorney General,,DEM,Gregory D. STUMBO,147.0
Anderson,D102,Attorney General,,REP,Daniel CAMERON,576.0
Anderson,D102,Attorney General,,DEM,Gregory D. STUMBO,283.0
Anderson,E101,Attorney General,,REP,Daniel CAMERON,826.0
Anderson,E101,Attorney General,,DEM,Gregory D. STUMBO,399.0
Anderson,E103,Attorney General,,REP,Daniel CAMERON,406.0
Anderson,E103,Attorney General,,DEM,Gregory D. STUMBO,168.0
Anderson,F101,Attorney General,,REP,Daniel CAMERON,345.0
Anderson,F101,Attorney General,,DEM,Gregory D. STUMBO,149.0
Anderson,F102,Attorney General,,REP,Daniel CAMERON,266.0
Anderson,F102,Attorney General,,DEM,Gregory D. STUMBO,102.0
Anderson,F103,Attorney General,,REP,Daniel CAMERON,152.0
Anderson,F103,Attorney General,,DEM,Gregory D. STUMBO,77.0
Anderson,F104,Attorney General,,REP,Daniel CAMERON,444.0
Anderson,F104,Attorney General,,DEM,Gregory D. STUMBO,183.0
Anderson,A101,Auditor of Public Accounts,,REP,Mike HARMON,313.0
Anderson,A101,Auditor of Public Accounts,,DEM,Sheri DONAHUE,217.0
Anderson,A101,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,15.0
Anderson,A102,Auditor of Public Accounts,,REP,Mike HARMON,360.0
Anderson,A102,Auditor of Public Accounts,,DEM,Sheri DONAHUE,178.0
Anderson,A102,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,25.0
Anderson,B101,Auditor of Public Accounts,,REP,Mike HARMON,414.0
Anderson,B101,Auditor of Public Accounts,,DEM,Sheri DONAHUE,207.0
Anderson,B101,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,19.0
Anderson,B102,Auditor of Public Accounts,,REP,Mike HARMON,567.0
Anderson,B102,Auditor of Public Accounts,,DEM,Sheri DONAHUE,294.0
Anderson,B102,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,35.0
Anderson,C101,Auditor of Public Accounts,,REP,Mike HARMON,427.0
Anderson,C101,Auditor of Public Accounts,,DEM,Sheri DONAHUE,230.0
Anderson,C101,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,22.0
Anderson,C102,Auditor of Public Accounts,,REP,Mike HARMON,376.0
Anderson,C102,Auditor of Public Accounts,,DEM,Sheri DONAHUE,244.0
Anderson,C102,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,35.0
Anderson,D101,Auditor of Public Accounts,,REP,Mike HARMON,490.0
Anderson,D101,Auditor of Public Accounts,,DEM,Sheri DONAHUE,138.0
Anderson,D101,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,16.0
Anderson,D102,Auditor of Public Accounts,,REP,Mike HARMON,553.0
Anderson,D102,Auditor of Public Accounts,,DEM,Sheri DONAHUE,259.0
Anderson,D102,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,31.0
Anderson,E101,Auditor of Public Accounts,,REP,Mike HARMON,818.0
Anderson,E101,Auditor of Public Accounts,,DEM,Sheri DONAHUE,353.0
Anderson,E101,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,39.0
Anderson,E103,Auditor of Public Accounts,,REP,Mike HARMON,387.0
Anderson,E103,Auditor of Public Accounts,,DEM,Sheri DONAHUE,153.0
Anderson,E103,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,27.0
Anderson,F101,Auditor of Public Accounts,,REP,Mike HARMON,337.0
Anderson,F101,Auditor of Public Accounts,,DEM,Sheri DONAHUE,135.0
Anderson,F101,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,14.0
Anderson,F102,Auditor of Public Accounts,,REP,Mike HARMON,264.0
Anderson,F102,Auditor of Public Accounts,,DEM,Sheri DONAHUE,83.0
Anderson,F102,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,10.0
Anderson,F103,Auditor of Public Accounts,,REP,Mike HARMON,155.0
Anderson,F103,Auditor of Public Accounts,,DEM,Sheri DONAHUE,64.0
Anderson,F103,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,4.0
Anderson,F104,Auditor of Public Accounts,,REP,Mike HARMON,423.0
Anderson,F104,Auditor of Public Accounts,,DEM,Sheri DONAHUE,170.0
Anderson,F104,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,19.0
Anderson,A101,State Treasurer,,REP,Allison BALL,340.0
Anderson,A101,State Treasurer,,DEM,Michael BOWMAN,209.0
Anderson,A102,State Treasurer,,REP,Allison BALL,389.0
Anderson,A102,State Treasurer,,DEM,Michael BOWMAN,174.0
Anderson,B101,State Treasurer,,REP,Allison BALL,458.0
Anderson,B101,State Treasurer,,DEM,Michael BOWMAN,188.0
Anderson,B102,State Treasurer,,REP,Allison BALL,627.0
Anderson,B102,State Treasurer,,DEM,Michael BOWMAN,285.0
Anderson,C101,State Treasurer,,REP,Allison BALL,454.0
Anderson,C101,State Treasurer,,DEM,Michael BOWMAN,229.0
Anderson,C102,State Treasurer,,REP,Allison BALL,415.0
Anderson,C102,State Treasurer,,DEM,Michael BOWMAN,247.0
Anderson,D101,State Treasurer,,REP,Allison BALL,513.0
Anderson,D101,State Treasurer,,DEM,Michael BOWMAN,138.0
Anderson,D102,State Treasurer,,REP,Allison BALL,596.0
Anderson,D102,State Treasurer,,DEM,Michael BOWMAN,256.0
Anderson,E101,State Treasurer,,REP,Allison BALL,877.0
Anderson,E101,State Treasurer,,DEM,Michael BOWMAN,336.0
Anderson,E103,State Treasurer,,REP,Allison BALL,424.0
Anderson,E103,State Treasurer,,DEM,Michael BOWMAN,143.0
Anderson,F101,State Treasurer,,REP,Allison BALL,363.0
Anderson,F101,State Treasurer,,DEM,Michael BOWMAN,125.0
Anderson,F102,State Treasurer,,REP,Allison BALL,278.0
Anderson,F102,State Treasurer,,DEM,Michael BOWMAN,82.0
Anderson,F103,State Treasurer,,REP,Allison BALL,155.0
Anderson,F103,State Treasurer,,DEM,Michael BOWMAN,65.0
Anderson,F104,State Treasurer,,REP,Allison BALL,452.0
Anderson,F104,State Treasurer,,DEM,Michael BOWMAN,166.0
Anderson,A101,Commissioner of Agriculture,,REP,Ryan F. QUARLES,337.0
Anderson,A101,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,201.0
Anderson,A101,Commissioner of Agriculture,,LIB,Josh GILPIN,14.0
Anderson,A102,Commissioner of Agriculture,,REP,Ryan F. QUARLES,378.0
Anderson,A102,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,178.0
Anderson,A102,Commissioner of Agriculture,,LIB,Josh GILPIN,18.0
Anderson,B101,Commissioner of Agriculture,,REP,Ryan F. QUARLES,454.0
Anderson,B101,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,182.0
Anderson,B101,Commissioner of Agriculture,,LIB,Josh GILPIN,12.0
Anderson,B102,Commissioner of Agriculture,,REP,Ryan F. QUARLES,621.0
Anderson,B102,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,256.0
Anderson,B102,Commissioner of Agriculture,,LIB,Josh GILPIN,27.0
Anderson,C101,Commissioner of Agriculture,,REP,Ryan F. QUARLES,454.0
Anderson,C101,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,220.0
Anderson,C101,Commissioner of Agriculture,,LIB,Josh GILPIN,16.0
Anderson,C102,Commissioner of Agriculture,,REP,Ryan F. QUARLES,404.0
Anderson,C102,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,225.0
Anderson,C102,Commissioner of Agriculture,,LIB,Josh GILPIN,31.0
Anderson,D101,Commissioner of Agriculture,,REP,Ryan F. QUARLES,513.0
Anderson,D101,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,125.0
Anderson,D101,Commissioner of Agriculture,,LIB,Josh GILPIN,16.0
Anderson,D102,Commissioner of Agriculture,,REP,Ryan F. QUARLES,604.0
Anderson,D102,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,230.0
Anderson,D102,Commissioner of Agriculture,,LIB,Josh GILPIN,26.0
Anderson,E101,Commissioner of Agriculture,,REP,Ryan F. QUARLES,887.0
Anderson,E101,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,301.0
Anderson,E101,Commissioner of Agriculture,,LIB,Josh GILPIN,37.0
Anderson,E103,Commissioner of Agriculture,,REP,Ryan F. QUARLES,414.0
Anderson,E103,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,140.0
Anderson,E103,Commissioner of Agriculture,,LIB,Josh GILPIN,22.0
Anderson,F101,Commissioner of Agriculture,,REP,Ryan F. QUARLES,360.0
Anderson,F101,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,123.0
Anderson,F101,Commissioner of Agriculture,,LIB,Josh GILPIN,9.0
Anderson,F102,Commissioner of Agriculture,,REP,Ryan F. QUARLES,284.0
Anderson,F102,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,75.0
Anderson,F102,Commissioner of Agriculture,,LIB,Josh GILPIN,5.0
Anderson,F103,Commissioner of Agriculture,,REP,Ryan F. QUARLES,157.0
Anderson,F103,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,59.0
Anderson,F103,Commissioner of Agriculture,,LIB,Josh GILPIN,8.0
Anderson,F104,Commissioner of Agriculture,,REP,Ryan F. QUARLES,457.0
Anderson,F104,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,150.0
Anderson,F104,Commissioner of Agriculture,,LIB,Josh GILPIN,13.0
