county,office,district,party,candidate,votes
Oldham,C106,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,12.0
Oldham,D101,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,379.0
Oldham,D101,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,401.0
Oldham,D101,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,30.0
Oldham,D103,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,541.0
Oldham,D103,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,297.0
Oldham,D103,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,17.0
Oldham,D104,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,281.0
Oldham,D104,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,138.0
Oldham,D104,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,8.0
Oldham,D106,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,261.0
Oldham,D106,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,301.0
Oldham,D106,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,17.0
Oldham,E101,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,446.0
Oldham,E101,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,329.0
Oldham,E101,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,18.0
Oldham,E102,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,610.0
Oldham,E102,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,471.0
Oldham,E102,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,18.0
Oldham,E103,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,274.0
Oldham,E103,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,257.0
Oldham,E103,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,17.0
Oldham,E104,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,130.0
Oldham,E104,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,166.0
Oldham,E104,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,8.0
Oldham,E105,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,303.0
Oldham,E105,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,290.0
Oldham,E105,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,8.0
Oldham,E106,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,102.0
Oldham,E106,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,71.0
Oldham,E106,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,3.0
Oldham,F101,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,169.0
Oldham,F101,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,195.0
Oldham,F101,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,7.0
Oldham,F102,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,383.0
Oldham,F102,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,275.0
Oldham,F102,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,13.0
Oldham,F103,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,333.0
Oldham,F103,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,322.0
Oldham,F103,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,15.0
Oldham,F104,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,259.0
Oldham,F104,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,200.0
Oldham,F104,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,10.0
Oldham,F105,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,398.0
Oldham,F105,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,417.0
Oldham,F105,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,22.0
Oldham,F106,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,94.0
Oldham,F106,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,58.0
Oldham,F106,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,3.0
Oldham,G101,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,429.0
Oldham,G101,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,389.0
Oldham,G101,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,18.0
Oldham,G102,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,554.0
Oldham,G102,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,432.0
Oldham,G102,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,14.0
Oldham,G103,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,304.0
Oldham,G103,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,421.0
Oldham,G103,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,21.0
Oldham,G105,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,163.0
Oldham,G105,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,158.0
Oldham,G105,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,7.0
Oldham,H101,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,459.0
Oldham,H101,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,542.0
Oldham,H101,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,20.0
Oldham,H103,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,365.0
Oldham,H103,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,311.0
Oldham,H103,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,17.0
Oldham,H104,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,284.0
Oldham,H104,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,252.0
Oldham,H104,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,20.0
Oldham,H105,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,227.0
Oldham,H105,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,204.0
Oldham,H105,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,11.0
Oldham,H106,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,180.0
Oldham,H106,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,152.0
Oldham,H106,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,7.0
Oldham,AB,Secretary of State,,REP,Michael G. ADAMS,540.0
Oldham,AB,Secretary of State,,DEM,Heather French HENRY,595.0
Oldham,A101,Secretary of State,,REP,Michael G. ADAMS,583.0
Oldham,A101,Secretary of State,,DEM,Heather French HENRY,480.0
Oldham,A103,Secretary of State,,REP,Michael G. ADAMS,572.0
Oldham,A103,Secretary of State,,DEM,Heather French HENRY,515.0
Oldham,A104,Secretary of State,,REP,Michael G. ADAMS,464.0
Oldham,A104,Secretary of State,,DEM,Heather French HENRY,580.0
Oldham,B101,Secretary of State,,REP,Michael G. ADAMS,187.0
Oldham,B101,Secretary of State,,DEM,Heather French HENRY,191.0
Oldham,B102,Secretary of State,,REP,Michael G. ADAMS,533.0
Oldham,B102,Secretary of State,,DEM,Heather French HENRY,468.0
Oldham,B104,Secretary of State,,REP,Michael G. ADAMS,231.0
Oldham,B104,Secretary of State,,DEM,Heather French HENRY,229.0
Oldham,B105,Secretary of State,,REP,Michael G. ADAMS,623.0
Oldham,B105,Secretary of State,,DEM,Heather French HENRY,492.0
Oldham,B106,Secretary of State,,REP,Michael G. ADAMS,301.0
Oldham,B106,Secretary of State,,DEM,Heather French HENRY,307.0
Oldham,C101,Secretary of State,,REP,Michael G. ADAMS,340.0
Oldham,C101,Secretary of State,,DEM,Heather French HENRY,195.0
Oldham,C102,Secretary of State,,REP,Michael G. ADAMS,536.0
Oldham,C102,Secretary of State,,DEM,Heather French HENRY,312.0
Oldham,C103,Secretary of State,,REP,Michael G. ADAMS,302.0
Oldham,C103,Secretary of State,,DEM,Heather French HENRY,307.0
Oldham,C105,Secretary of State,,REP,Michael G. ADAMS,325.0
Oldham,C105,Secretary of State,,DEM,Heather French HENRY,235.0
Oldham,C106,Secretary of State,,REP,Michael G. ADAMS,155.0
Oldham,C106,Secretary of State,,DEM,Heather French HENRY,172.0
Oldham,D101,Secretary of State,,REP,Michael G. ADAMS,395.0
Oldham,D101,Secretary of State,,DEM,Heather French HENRY,412.0
Oldham,D103,Secretary of State,,REP,Michael G. ADAMS,532.0
Oldham,D103,Secretary of State,,DEM,Heather French HENRY,313.0
Oldham,D104,Secretary of State,,REP,Michael G. ADAMS,284.0
Oldham,D104,Secretary of State,,DEM,Heather French HENRY,140.0
Oldham,D106,Secretary of State,,REP,Michael G. ADAMS,278.0
Oldham,D106,Secretary of State,,DEM,Heather French HENRY,295.0
Oldham,E101,Secretary of State,,REP,Michael G. ADAMS,458.0
Oldham,E101,Secretary of State,,DEM,Heather French HENRY,331.0
Oldham,E102,Secretary of State,,REP,Michael G. ADAMS,613.0
Oldham,E102,Secretary of State,,DEM,Heather French HENRY,490.0
Oldham,E103,Secretary of State,,REP,Michael G. ADAMS,296.0
Oldham,E103,Secretary of State,,DEM,Heather French HENRY,245.0
Oldham,E104,Secretary of State,,REP,Michael G. ADAMS,127.0
Oldham,E104,Secretary of State,,DEM,Heather French HENRY,169.0
Oldham,E105,Secretary of State,,REP,Michael G. ADAMS,312.0
Oldham,E105,Secretary of State,,DEM,Heather French HENRY,290.0
Oldham,E106,Secretary of State,,REP,Michael G. ADAMS,105.0
Oldham,E106,Secretary of State,,DEM,Heather French HENRY,72.0
Oldham,F101,Secretary of State,,REP,Michael G. ADAMS,180.0
Oldham,F101,Secretary of State,,DEM,Heather French HENRY,189.0
Oldham,F102,Secretary of State,,REP,Michael G. ADAMS,398.0
Oldham,F102,Secretary of State,,DEM,Heather French HENRY,274.0
Oldham,F103,Secretary of State,,REP,Michael G. ADAMS,349.0
Oldham,F103,Secretary of State,,DEM,Heather French HENRY,321.0
Oldham,F104,Secretary of State,,REP,Michael G. ADAMS,248.0
Oldham,F104,Secretary of State,,DEM,Heather French HENRY,215.0
Oldham,F105,Secretary of State,,REP,Michael G. ADAMS,422.0
Oldham,F105,Secretary of State,,DEM,Heather French HENRY,404.0
Oldham,F106,Secretary of State,,REP,Michael G. ADAMS,96.0
Oldham,F106,Secretary of State,,DEM,Heather French HENRY,60.0
Oldham,G101,Secretary of State,,REP,Michael G. ADAMS,448.0
Oldham,G101,Secretary of State,,DEM,Heather French HENRY,385.0
Oldham,G102,Secretary of State,,REP,Michael G. ADAMS,575.0
Oldham,G102,Secretary of State,,DEM,Heather French HENRY,423.0
Oldham,G103,Secretary of State,,REP,Michael G. ADAMS,339.0
Oldham,G103,Secretary of State,,DEM,Heather French HENRY,402.0
Oldham,G105,Secretary of State,,REP,Michael G. ADAMS,170.0
Oldham,G105,Secretary of State,,DEM,Heather French HENRY,162.0
Oldham,H101,Secretary of State,,REP,Michael G. ADAMS,482.0
Oldham,H101,Secretary of State,,DEM,Heather French HENRY,536.0
Oldham,H103,Secretary of State,,REP,Michael G. ADAMS,378.0
Oldham,H103,Secretary of State,,DEM,Heather French HENRY,317.0
Oldham,H104,Secretary of State,,REP,Michael G. ADAMS,288.0
Oldham,H104,Secretary of State,,DEM,Heather French HENRY,264.0
Oldham,H105,Secretary of State,,REP,Michael G. ADAMS,239.0
Oldham,H105,Secretary of State,,DEM,Heather French HENRY,203.0
Oldham,H106,Secretary of State,,REP,Michael G. ADAMS,189.0
Oldham,H106,Secretary of State,,DEM,Heather French HENRY,149.0
Oldham,AB,Attorney General,,REP,Daniel CAMERON,649.0
Oldham,AB,Attorney General,,DEM,Gregory D. STUMBO,469.0
Oldham,A101,Attorney General,,REP,Daniel CAMERON,667.0
Oldham,A101,Attorney General,,DEM,Gregory D. STUMBO,388.0
Oldham,A103,Attorney General,,REP,Daniel CAMERON,673.0
Oldham,A103,Attorney General,,DEM,Gregory D. STUMBO,408.0
Oldham,A104,Attorney General,,REP,Daniel CAMERON,569.0
Oldham,A104,Attorney General,,DEM,Gregory D. STUMBO,472.0
Oldham,B101,Attorney General,,REP,Daniel CAMERON,213.0
Oldham,B101,Attorney General,,DEM,Gregory D. STUMBO,161.0
Oldham,B102,Attorney General,,REP,Daniel CAMERON,620.0
Oldham,B102,Attorney General,,DEM,Gregory D. STUMBO,386.0
Oldham,B104,Attorney General,,REP,Daniel CAMERON,281.0
Oldham,B104,Attorney General,,DEM,Gregory D. STUMBO,174.0
Oldham,B105,Attorney General,,REP,Daniel CAMERON,743.0
Oldham,B105,Attorney General,,DEM,Gregory D. STUMBO,358.0
Oldham,B106,Attorney General,,REP,Daniel CAMERON,342.0
Oldham,B106,Attorney General,,DEM,Gregory D. STUMBO,260.0
Oldham,C101,Attorney General,,REP,Daniel CAMERON,380.0
Oldham,C101,Attorney General,,DEM,Gregory D. STUMBO,154.0
Oldham,C102,Attorney General,,REP,Daniel CAMERON,601.0
Oldham,C102,Attorney General,,DEM,Gregory D. STUMBO,242.0
Oldham,C103,Attorney General,,REP,Daniel CAMERON,386.0
Oldham,C103,Attorney General,,DEM,Gregory D. STUMBO,217.0
Oldham,C105,Attorney General,,REP,Daniel CAMERON,373.0
Oldham,C105,Attorney General,,DEM,Gregory D. STUMBO,181.0
Oldham,C106,Attorney General,,REP,Daniel CAMERON,195.0
Oldham,C106,Attorney General,,DEM,Gregory D. STUMBO,130.0
Oldham,D101,Attorney General,,REP,Daniel CAMERON,484.0
Oldham,D101,Attorney General,,DEM,Gregory D. STUMBO,320.0
Oldham,D103,Attorney General,,REP,Daniel CAMERON,621.0
Oldham,D103,Attorney General,,DEM,Gregory D. STUMBO,217.0
Oldham,D104,Attorney General,,REP,Daniel CAMERON,323.0
Oldham,D104,Attorney General,,DEM,Gregory D. STUMBO,101.0
Oldham,D106,Attorney General,,REP,Daniel CAMERON,334.0
Oldham,D106,Attorney General,,DEM,Gregory D. STUMBO,237.0
Oldham,E101,Attorney General,,REP,Daniel CAMERON,522.0
Oldham,E101,Attorney General,,DEM,Gregory D. STUMBO,265.0
Oldham,E102,Attorney General,,REP,Daniel CAMERON,702.0
Oldham,E102,Attorney General,,DEM,Gregory D. STUMBO,391.0
Oldham,E103,Attorney General,,REP,Daniel CAMERON,334.0
Oldham,E103,Attorney General,,DEM,Gregory D. STUMBO,203.0
Oldham,E104,Attorney General,,REP,Daniel CAMERON,169.0
Oldham,E104,Attorney General,,DEM,Gregory D. STUMBO,132.0
Oldham,E105,Attorney General,,REP,Daniel CAMERON,362.0
Oldham,E105,Attorney General,,DEM,Gregory D. STUMBO,233.0
Oldham,E106,Attorney General,,REP,Daniel CAMERON,116.0
Oldham,E106,Attorney General,,DEM,Gregory D. STUMBO,60.0
Oldham,F101,Attorney General,,REP,Daniel CAMERON,222.0
Oldham,F101,Attorney General,,DEM,Gregory D. STUMBO,143.0
Oldham,F102,Attorney General,,REP,Daniel CAMERON,435.0
Oldham,F102,Attorney General,,DEM,Gregory D. STUMBO,231.0
Oldham,F103,Attorney General,,REP,Daniel CAMERON,412.0
Oldham,F103,Attorney General,,DEM,Gregory D. STUMBO,253.0
Oldham,F104,Attorney General,,REP,Daniel CAMERON,296.0
Oldham,F104,Attorney General,,DEM,Gregory D. STUMBO,162.0
Oldham,F105,Attorney General,,REP,Daniel CAMERON,497.0
Oldham,F105,Attorney General,,DEM,Gregory D. STUMBO,330.0
Oldham,F106,Attorney General,,REP,Daniel CAMERON,106.0
Oldham,F106,Attorney General,,DEM,Gregory D. STUMBO,47.0
Oldham,G101,Attorney General,,REP,Daniel CAMERON,530.0
Oldham,G101,Attorney General,,DEM,Gregory D. STUMBO,293.0
Oldham,G102,Attorney General,,REP,Daniel CAMERON,671.0
Oldham,G102,Attorney General,,DEM,Gregory D. STUMBO,323.0
Oldham,G103,Attorney General,,REP,Daniel CAMERON,389.0
Oldham,G103,Attorney General,,DEM,Gregory D. STUMBO,346.0
Oldham,G105,Attorney General,,REP,Daniel CAMERON,205.0
Oldham,G105,Attorney General,,DEM,Gregory D. STUMBO,125.0
Oldham,H101,Attorney General,,REP,Daniel CAMERON,597.0
Oldham,H101,Attorney General,,DEM,Gregory D. STUMBO,411.0
Oldham,H103,Attorney General,,REP,Daniel CAMERON,439.0
Oldham,H103,Attorney General,,DEM,Gregory D. STUMBO,251.0
Oldham,H104,Attorney General,,REP,Daniel CAMERON,354.0
Oldham,H104,Attorney General,,DEM,Gregory D. STUMBO,194.0
Oldham,H105,Attorney General,,REP,Daniel CAMERON,280.0
Oldham,H105,Attorney General,,DEM,Gregory D. STUMBO,160.0
Oldham,H106,Attorney General,,REP,Daniel CAMERON,214.0
Oldham,H106,Attorney General,,DEM,Gregory D. STUMBO,121.0
Oldham,AB,Auditor of Public Accounts,,REP,Mike HARMON,606.0
Oldham,AB,Auditor of Public Accounts,,DEM,Sheri DONAHUE,470.0
Oldham,AB,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,35.0
Oldham,A101,Auditor of Public Accounts,,REP,Mike HARMON,602.0
Oldham,A101,Auditor of Public Accounts,,DEM,Sheri DONAHUE,398.0
Oldham,A101,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,44.0
Oldham,A103,Auditor of Public Accounts,,REP,Mike HARMON,621.0
Oldham,A103,Auditor of Public Accounts,,DEM,Sheri DONAHUE,402.0
Oldham,A103,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,45.0
Oldham,A104,Auditor of Public Accounts,,REP,Mike HARMON,503.0
Oldham,A104,Auditor of Public Accounts,,DEM,Sheri DONAHUE,472.0
Oldham,A104,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,40.0
Oldham,B101,Auditor of Public Accounts,,REP,Mike HARMON,197.0
Oldham,B101,Auditor of Public Accounts,,DEM,Sheri DONAHUE,159.0
Oldham,B101,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,20.0
Oldham,B102,Auditor of Public Accounts,,REP,Mike HARMON,572.0
Oldham,B102,Auditor of Public Accounts,,DEM,Sheri DONAHUE,378.0
Oldham,B102,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,34.0
Oldham,B104,Auditor of Public Accounts,,REP,Mike HARMON,251.0
Oldham,B104,Auditor of Public Accounts,,DEM,Sheri DONAHUE,179.0
Oldham,B104,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,19.0
Oldham,B105,Auditor of Public Accounts,,REP,Mike HARMON,672.0
Oldham,B105,Auditor of Public Accounts,,DEM,Sheri DONAHUE,366.0
Oldham,B105,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,49.0
Oldham,B106,Auditor of Public Accounts,,REP,Mike HARMON,314.0
Oldham,B106,Auditor of Public Accounts,,DEM,Sheri DONAHUE,252.0
Oldham,B106,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,29.0
Oldham,C101,Auditor of Public Accounts,,REP,Mike HARMON,343.0
Oldham,C101,Auditor of Public Accounts,,DEM,Sheri DONAHUE,159.0
Oldham,C101,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,27.0
Oldham,C102,Auditor of Public Accounts,,REP,Mike HARMON,553.0
Oldham,C102,Auditor of Public Accounts,,DEM,Sheri DONAHUE,240.0
Oldham,C102,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,37.0
Oldham,C103,Auditor of Public Accounts,,REP,Mike HARMON,336.0
Oldham,C103,Auditor of Public Accounts,,DEM,Sheri DONAHUE,239.0
Oldham,C103,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,24.0
Oldham,C105,Auditor of Public Accounts,,REP,Mike HARMON,335.0
Oldham,C105,Auditor of Public Accounts,,DEM,Sheri DONAHUE,188.0
Oldham,C105,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,24.0
Oldham,C106,Auditor of Public Accounts,,REP,Mike HARMON,176.0
Oldham,C106,Auditor of Public Accounts,,DEM,Sheri DONAHUE,129.0
Oldham,C106,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,20.0
Oldham,D101,Auditor of Public Accounts,,REP,Mike HARMON,424.0
Oldham,D101,Auditor of Public Accounts,,DEM,Sheri DONAHUE,322.0
