county,precinct,office,district,party,candidate,votes,election
Leslie,B103,Governor and Lieutenant Governor,,,William E. WOODS / Justin B. MILLER,1,1
Leslie,B104,Governor and Lieutenant Governor,,,William E. WOODS / Justin B. MILLER,0,0
Leslie,C101,Governor and Lieutenant Governor,,,William E. WOODS / Justin B. MILLER,6,6
Leslie,C102,Governor and Lieutenant Governor,,,William E. WOODS / Justin B. MILLER,1,1
Leslie,C103,Governor and Lieutenant Governor,,,William E. WOODS / Justin B. MILLER,0,0
Leslie,D101,Governor and Lieutenant Governor,,,William E. WOODS / Justin B. MILLER,2,2
Leslie,D102,Governor and Lieutenant Governor,,,William E. WOODS / Justin B. MILLER,1,1
Leslie,D103,Governor and Lieutenant Governor,,,William E. WOODS / Justin B. MILLER,4,4
Leslie,D104,Governor and Lieutenant Governor,,,William E. WOODS / Justin B. MILLER,1,1
Leslie,D105,Governor and Lieutenant Governor,,,William E. WOODS / Justin B. MILLER,1,1
Leslie,A101,Governor and Lieutenant Governor,,,Rocky ADKINS / Stephanie HORNE,1,1
Leslie,A102,Governor and Lieutenant Governor,,,Rocky ADKINS / Stephanie HORNE,0,0
Leslie,A103,Governor and Lieutenant Governor,,,Rocky ADKINS / Stephanie HORNE,0,0
Leslie,A104,Governor and Lieutenant Governor,,,Rocky ADKINS / Stephanie HORNE,0,0
Leslie,A105,Governor and Lieutenant Governor,,,Rocky ADKINS / Stephanie HORNE,2,2
Leslie,B101,Governor and Lieutenant Governor,,,Rocky ADKINS / Stephanie HORNE,7,7
Leslie,B102,Governor and Lieutenant Governor,,,Rocky ADKINS / Stephanie HORNE,3,3
Leslie,B103,Governor and Lieutenant Governor,,,Rocky ADKINS / Stephanie HORNE,0,0
Leslie,B104,Governor and Lieutenant Governor,,,Rocky ADKINS / Stephanie HORNE,0,0
Leslie,C101,Governor and Lieutenant Governor,,,Rocky ADKINS / Stephanie HORNE,0,0
Leslie,C102,Governor and Lieutenant Governor,,,Rocky ADKINS / Stephanie HORNE,2,2
Leslie,C103,Governor and Lieutenant Governor,,,Rocky ADKINS / Stephanie HORNE,5,5
Leslie,D101,Governor and Lieutenant Governor,,,Rocky ADKINS / Stephanie HORNE,2,2
Leslie,D102,Governor and Lieutenant Governor,,,Rocky ADKINS / Stephanie HORNE,2,2
Leslie,D103,Governor and Lieutenant Governor,,,Rocky ADKINS / Stephanie HORNE,6,6
Leslie,D104,Governor and Lieutenant Governor,,,Rocky ADKINS / Stephanie HORNE,2,2
Leslie,D105,Governor and Lieutenant Governor,,,Rocky ADKINS / Stephanie HORNE,1,1
Leslie,A101,Governor and Lieutenant Governor,,,Andy BESHEAR / Jacqueline COLEMAN,1,1
Leslie,A102,Governor and Lieutenant Governor,,,Andy BESHEAR / Jacqueline COLEMAN,9,9
Leslie,A103,Governor and Lieutenant Governor,,,Andy BESHEAR / Jacqueline COLEMAN,0,0
Leslie,A104,Governor and Lieutenant Governor,,,Andy BESHEAR / Jacqueline COLEMAN,5,5
Leslie,A105,Governor and Lieutenant Governor,,,Andy BESHEAR / Jacqueline COLEMAN,0,0
Leslie,B101,Governor and Lieutenant Governor,,,Andy BESHEAR / Jacqueline COLEMAN,11,11
Leslie,B102,Governor and Lieutenant Governor,,,Andy BESHEAR / Jacqueline COLEMAN,31,31
Leslie,B103,Governor and Lieutenant Governor,,,Andy BESHEAR / Jacqueline COLEMAN,0,0
Leslie,B104,Governor and Lieutenant Governor,,,Andy BESHEAR / Jacqueline COLEMAN,0,0
Leslie,C101,Governor and Lieutenant Governor,,,Andy BESHEAR / Jacqueline COLEMAN,6,6
Leslie,C102,Governor and Lieutenant Governor,,,Andy BESHEAR / Jacqueline COLEMAN,1,1
Leslie,C103,Governor and Lieutenant Governor,,,Andy BESHEAR / Jacqueline COLEMAN,2,2
Leslie,D101,Governor and Lieutenant Governor,,,Andy BESHEAR / Jacqueline COLEMAN,5,5
Leslie,D102,Governor and Lieutenant Governor,,,Andy BESHEAR / Jacqueline COLEMAN,4,4
Leslie,D103,Governor and Lieutenant Governor,,,Andy BESHEAR / Jacqueline COLEMAN,2,2
Leslie,D104,Governor and Lieutenant Governor,,,Andy BESHEAR / Jacqueline COLEMAN,4,4
Leslie,D105,Governor and Lieutenant Governor,,,Andy BESHEAR / Jacqueline COLEMAN,0,0
Leslie,A101,Governor and Lieutenant Governor,,,Adam H. EDELEN / Gill HOLLAND,1,1
Leslie,A102,Governor and Lieutenant Governor,,,Adam H. EDELEN / Gill HOLLAND,2,2
Leslie,A103,Governor and Lieutenant Governor,,,Adam H. EDELEN / Gill HOLLAND,0,0
Leslie,A104,Governor and Lieutenant Governor,,,Adam H. EDELEN / Gill HOLLAND,2,2
Leslie,A105,Governor and Lieutenant Governor,,,Adam H. EDELEN / Gill HOLLAND,0,0
Leslie,B101,Governor and Lieutenant Governor,,,Adam H. EDELEN / Gill HOLLAND,0,0
Leslie,B102,Governor and Lieutenant Governor,,,Adam H. EDELEN / Gill HOLLAND,0,0
Leslie,B103,Governor and Lieutenant Governor,,,Adam H. EDELEN / Gill HOLLAND,0,0
Leslie,B104,Governor and Lieutenant Governor,,,Adam H. EDELEN / Gill HOLLAND,1,1
Leslie,C101,Governor and Lieutenant Governor,,,Adam H. EDELEN / Gill HOLLAND,2,2
Leslie,C102,Governor and Lieutenant Governor,,,Adam H. EDELEN / Gill HOLLAND,0,0
Leslie,C103,Governor and Lieutenant Governor,,,Adam H. EDELEN / Gill HOLLAND,0,0
Leslie,D101,Governor and Lieutenant Governor,,,Adam H. EDELEN / Gill HOLLAND,2,2
Leslie,D102,Governor and Lieutenant Governor,,,Adam H. EDELEN / Gill HOLLAND,6,6
Leslie,D103,Governor and Lieutenant Governor,,,Adam H. EDELEN / Gill HOLLAND,1,1
Leslie,D104,Governor and Lieutenant Governor,,,Adam H. EDELEN / Gill HOLLAND,1,1
Leslie,D105,Governor and Lieutenant Governor,,,Adam H. EDELEN / Gill HOLLAND,0,0
Leslie,A101,Governor and Lieutenant Governor,,,Geoffrey M. &quot;Geoff&quot; YOUNG / Joshua N. &quot;Josh&quot; FRENCH,0,0
Leslie,A102,Governor and Lieutenant Governor,,,Geoffrey M. &quot;Geoff&quot; YOUNG / Joshua N. &quot;Josh&quot; FRENCH,0,0
Leslie,A103,Governor and Lieutenant Governor,,,Geoffrey M. &quot;Geoff&quot; YOUNG / Joshua N. &quot;Josh&quot; FRENCH,0,0
Leslie,A104,Governor and Lieutenant Governor,,,Geoffrey M. &quot;Geoff&quot; YOUNG / Joshua N. &quot;Josh&quot; FRENCH,0,0
Leslie,A105,Governor and Lieutenant Governor,,,Geoffrey M. &quot;Geoff&quot; YOUNG / Joshua N. &quot;Josh&quot; FRENCH,0,0
Leslie,B101,Governor and Lieutenant Governor,,,Geoffrey M. &quot;Geoff&quot; YOUNG / Joshua N. &quot;Josh&quot; FRENCH,0,0
Leslie,B102,Governor and Lieutenant Governor,,,Geoffrey M. &quot;Geoff&quot; YOUNG / Joshua N. &quot;Josh&quot; FRENCH,0,0
Leslie,B103,Governor and Lieutenant Governor,,,Geoffrey M. &quot;Geoff&quot; YOUNG / Joshua N. &quot;Josh&quot; FRENCH,0,0
Leslie,B104,Governor and Lieutenant Governor,,,Geoffrey M. &quot;Geoff&quot; YOUNG / Joshua N. &quot;Josh&quot; FRENCH,0,0
Leslie,C101,Governor and Lieutenant Governor,,,Geoffrey M. &quot;Geoff&quot; YOUNG / Joshua N. &quot;Josh&quot; FRENCH,0,0
Leslie,C102,Governor and Lieutenant Governor,,,Geoffrey M. &quot;Geoff&quot; YOUNG / Joshua N. &quot;Josh&quot; FRENCH,0,0
Leslie,C103,Governor and Lieutenant Governor,,,Geoffrey M. &quot;Geoff&quot; YOUNG / Joshua N. &quot;Josh&quot; FRENCH,0,0
Leslie,D101,Governor and Lieutenant Governor,,,Geoffrey M. &quot;Geoff&quot; YOUNG / Joshua N. &quot;Josh&quot; FRENCH,0,0
Leslie,D102,Governor and Lieutenant Governor,,,Geoffrey M. &quot;Geoff&quot; YOUNG / Joshua N. &quot;Josh&quot; FRENCH,1,1
Leslie,D103,Governor and Lieutenant Governor,,,Geoffrey M. &quot;Geoff&quot; YOUNG / Joshua N. &quot;Josh&quot; FRENCH,0,0
Leslie,D104,Governor and Lieutenant Governor,,,Geoffrey M. &quot;Geoff&quot; YOUNG / Joshua N. &quot;Josh&quot; FRENCH,0,0
Leslie,D105,Governor and Lieutenant Governor,,,Geoffrey M. &quot;Geoff&quot; YOUNG / Joshua N. &quot;Josh&quot; FRENCH,0,0
Leslie,A101,Secretary of State,,,Michael G. ADAMS,27,27
Leslie,A102,Secretary of State,,,Michael G. ADAMS,49,49
Leslie,A103,Secretary of State,,,Michael G. ADAMS,2,2
Leslie,A104,Secretary of State,,,Michael G. ADAMS,61,61
Leslie,A105,Secretary of State,,,Michael G. ADAMS,15,15
Leslie,B101,Secretary of State,,,Michael G. ADAMS,51,51
Leslie,B102,Secretary of State,,,Michael G. ADAMS,24,24
Leslie,B103,Secretary of State,,,Michael G. ADAMS,26,26
Leslie,B104,Secretary of State,,,Michael G. ADAMS,17,17
Leslie,C101,Secretary of State,,,Michael G. ADAMS,59,59
Leslie,C102,Secretary of State,,,Michael G. ADAMS,44,44
Leslie,C103,Secretary of State,,,Michael G. ADAMS,67,67
Leslie,D101,Secretary of State,,,Michael G. ADAMS,40,40
Leslie,D102,Secretary of State,,,Michael G. ADAMS,34,34
Leslie,D103,Secretary of State,,,Michael G. ADAMS,33,33
Leslie,D104,Secretary of State,,,Michael G. ADAMS,41,41
Leslie,D105,Secretary of State,,,Michael G. ADAMS,12,12
Leslie,A101,Secretary of State,,,Andrew ENGLISH,7,7
Leslie,A102,Secretary of State,,,Andrew ENGLISH,26,26
Leslie,A103,Secretary of State,,,Andrew ENGLISH,3,3
Leslie,A104,Secretary of State,,,Andrew ENGLISH,24,24
Leslie,A105,Secretary of State,,,Andrew ENGLISH,9,9
Leslie,B101,Secretary of State,,,Andrew ENGLISH,17,17
Leslie,B102,Secretary of State,,,Andrew ENGLISH,8,8
Leslie,B103,Secretary of State,,,Andrew ENGLISH,20,20
Leslie,B104,Secretary of State,,,Andrew ENGLISH,6,6
Leslie,C101,Secretary of State,,,Andrew ENGLISH,23,23
Leslie,C102,Secretary of State,,,Andrew ENGLISH,4,4
Leslie,C103,Secretary of State,,,Andrew ENGLISH,27,27
Leslie,D101,Secretary of State,,,Andrew ENGLISH,24,24
Leslie,D102,Secretary of State,,,Andrew ENGLISH,15,15
Leslie,D103,Secretary of State,,,Andrew ENGLISH,6,6
Leslie,D104,Secretary of State,,,Andrew ENGLISH,22,22
Leslie,D105,Secretary of State,,,Andrew ENGLISH,3,3
Leslie,A101,Secretary of State,,,Stephen L. KNIPPER,6,6
Leslie,A102,Secretary of State,,,Stephen L. KNIPPER,18,18
Leslie,A103,Secretary of State,,,Stephen L. KNIPPER,0,0
Leslie,A104,Secretary of State,,,Stephen L. KNIPPER,16,16
Leslie,A105,Secretary of State,,,Stephen L. KNIPPER,1,1
Leslie,B101,Secretary of State,,,Stephen L. KNIPPER,14,14
Leslie,B102,Secretary of State,,,Stephen L. KNIPPER,4,4
Leslie,B103,Secretary of State,,,Stephen L. KNIPPER,8,8
Leslie,B104,Secretary of State,,,Stephen L. KNIPPER,6,6
Leslie,C101,Secretary of State,,,Stephen L. KNIPPER,17,17
Leslie,C102,Secretary of State,,,Stephen L. KNIPPER,2,2
Leslie,C103,Secretary of State,,,Stephen L. KNIPPER,23,23
Leslie,D101,Secretary of State,,,Stephen L. KNIPPER,13,13
Leslie,D102,Secretary of State,,,Stephen L. KNIPPER,7,7
Leslie,D103,Secretary of State,,,Stephen L. KNIPPER,6,6
Leslie,D104,Secretary of State,,,Stephen L. KNIPPER,18,18
Leslie,D105,Secretary of State,,,Stephen L. KNIPPER,2,2
Leslie,A101,Secretary of State,,,Carl NETT,6,6
Leslie,A102,Secretary of State,,,Carl NETT,8,8
Leslie,A103,Secretary of State,,,Carl NETT,0,0
Leslie,A104,Secretary of State,,,Carl NETT,8,8
Leslie,A105,Secretary of State,,,Carl NETT,2,2
Leslie,B101,Secretary of State,,,Carl NETT,20,20
Leslie,B102,Secretary of State,,,Carl NETT,2,2
Leslie,B103,Secretary of State,,,Carl NETT,3,3
Leslie,B104,Secretary of State,,,Carl NETT,1,1
Leslie,C101,Secretary of State,,,Carl NETT,13,13
Leslie,C102,Secretary of State,,,Carl NETT,5,5
Leslie,C103,Secretary of State,,,Carl NETT,14,14
Leslie,D101,Secretary of State,,,Carl NETT,7,7
Leslie,D102,Secretary of State,,,Carl NETT,7,7
Leslie,D103,Secretary of State,,,Carl NETT,1,1
Leslie,D104,Secretary of State,,,Carl NETT,4,4
Leslie,D105,Secretary of State,,,Carl NETT,3,3
Leslie,A101,Secretary of State,,,Jason S. BELCHER,0,0
Leslie,A102,Secretary of State,,,Jason S. BELCHER,3,3
Leslie,A103,Secretary of State,,,Jason S. BELCHER,0,0
Leslie,A104,Secretary of State,,,Jason S. BELCHER,3,3
Leslie,A105,Secretary of State,,,Jason S. BELCHER,1,1
Leslie,B101,Secretary of State,,,Jason S. BELCHER,5,5
Leslie,B102,Secretary of State,,,Jason S. BELCHER,8,8
Leslie,B103,Secretary of State,,,Jason S. BELCHER,0,0
Leslie,B104,Secretary of State,,,Jason S. BELCHER,0,0
Leslie,C101,Secretary of State,,,Jason S. BELCHER,2,2
Leslie,C102,Secretary of State,,,Jason S. BELCHER,1,1
Leslie,C103,Secretary of State,,,Jason S. BELCHER,0,0
Leslie,D101,Secretary of State,,,Jason S. BELCHER,1,1
Leslie,D102,Secretary of State,,,Jason S. BELCHER,0,0
Leslie,D103,Secretary of State,,,Jason S. BELCHER,1,1
Leslie,D104,Secretary of State,,,Jason S. BELCHER,1,1
Leslie,D105,Secretary of State,,,Jason S. BELCHER,1,1
Leslie,A101,Secretary of State,,,Jason GRIFFITH,0,0
Leslie,A102,Secretary of State,,,Jason GRIFFITH,2,2
Leslie,A103,Secretary of State,,,Jason GRIFFITH,0,0
Leslie,A104,Secretary of State,,,Jason GRIFFITH,0,0
Leslie,A105,Secretary of State,,,Jason GRIFFITH,0,0
Leslie,B101,Secretary of State,,,Jason GRIFFITH,6,6
Leslie,B102,Secretary of State,,,Jason GRIFFITH,16,16
Leslie,B103,Secretary of State,,,Jason GRIFFITH,0,0
Leslie,B104,Secretary of State,,,Jason GRIFFITH,1,1
Leslie,C101,Secretary of State,,,Jason GRIFFITH,1,1
Leslie,C102,Secretary of State,,,Jason GRIFFITH,0,0
Leslie,C103,Secretary of State,,,Jason GRIFFITH,2,2
Leslie,D101,Secretary of State,,,Jason GRIFFITH,2,2
Leslie,D102,Secretary of State,,,Jason GRIFFITH,1,1
Leslie,D103,Secretary of State,,,Jason GRIFFITH,2,2
Leslie,D104,Secretary of State,,,Jason GRIFFITH,1,1
Leslie,D105,Secretary of State,,,Jason GRIFFITH,0,0
Leslie,A101,Secretary of State,,,Heather French HENRY,2,2
Leslie,A102,Secretary of State,,,Heather French HENRY,2,2
Leslie,A103,Secretary of State,,,Heather French HENRY,0,0
Leslie,A104,Secretary of State,,,Heather French HENRY,2,2
Leslie,A105,Secretary of State,,,Heather French HENRY,1,1
Leslie,B101,Secretary of State,,,Heather French HENRY,3,3
Leslie,B102,Secretary of State,,,Heather French HENRY,5,5
Leslie,B103,Secretary of State,,,Heather French HENRY,0,0
Leslie,B104,Secretary of State,,,Heather French HENRY,0,0
Leslie,C101,Secretary of State,,,Heather French HENRY,5,5
Leslie,C102,Secretary of State,,,Heather French HENRY,2,2
Leslie,C103,Secretary of State,,,Heather French HENRY,2,2
Leslie,D101,Secretary of State,,,Heather French HENRY,3,3
Leslie,D102,Secretary of State,,,Heather French HENRY,10,10
Leslie,D103,Secretary of State,,,Heather French HENRY,6,6
Leslie,D104,Secretary of State,,,Heather French HENRY,5,5
Leslie,D105,Secretary of State,,,Heather French HENRY,0,0
Leslie,A101,Secretary of State,,,Geoff SEBESTA,1,1
Leslie,A102,Secretary of State,,,Geoff SEBESTA,0,0
Leslie,A103,Secretary of State,,,Geoff SEBESTA,0,0
Leslie,A104,Secretary of State,,,Geoff SEBESTA,1,1
Leslie,A105,Secretary of State,,,Geoff SEBESTA,0,0
Leslie,B101,Secretary of State,,,Geoff SEBESTA,1,1
Leslie,B102,Secretary of State,,,Geoff SEBESTA,1,1
Leslie,B103,Secretary of State,,,Geoff SEBESTA,0,0
Leslie,B104,Secretary of State,,,Geoff SEBESTA,0,0
Leslie,C101,Secretary of State,,,Geoff SEBESTA,0,0
Leslie,C102,Secretary of State,,,Geoff SEBESTA,0,0
Leslie,C103,Secretary of State,,,Geoff SEBESTA,0,0
Leslie,D101,Secretary of State,,,Geoff SEBESTA,0,0
Leslie,D102,Secretary of State,,,Geoff SEBESTA,1,1
Leslie,D103,Secretary of State,,,Geoff SEBESTA,0,0
Leslie,D104,Secretary of State,,,Geoff SEBESTA,0,0
Leslie,D105,Secretary of State,,,Geoff SEBESTA,0,0
Leslie,A101,Attorney General,,,Daniel CAMERON,34,34
Leslie,A102,Attorney General,,,Daniel CAMERON,73,73
Leslie,A103,Attorney General,,,Daniel CAMERON,3,3
Leslie,A104,Attorney General,,,Daniel CAMERON,55,55
Leslie,A105,Attorney General,,,Daniel CAMERON,16,16
Leslie,B101,Attorney General,,,Daniel CAMERON,67,67
Leslie,B102,Attorney General,,,Daniel CAMERON,27,27
Leslie,B103,Attorney General,,,Daniel CAMERON,37,37
Leslie,B104,Attorney General,,,Daniel CAMERON,16,16
Leslie,C101,Attorney General,,,Daniel CAMERON,74,74
Leslie,C102,Attorney General,,,Daniel CAMERON,34,34
Leslie,C103,Attorney General,,,Daniel CAMERON,81,81
Leslie,D101,Attorney General,,,Daniel CAMERON,57,57
Leslie,D102,Attorney General,,,Daniel CAMERON,35,35
Leslie,D103,Attorney General,,,Daniel CAMERON,31,31
Leslie,D104,Attorney General,,,Daniel CAMERON,52,52
Leslie,D105,Attorney General,,,Daniel CAMERON,15,15
Leslie,A101,Attorney General,,,Wil SCHRODER,14,14
Leslie,A102,Attorney General,,,Wil SCHRODER,27,27
Leslie,A103,Attorney General,,,Wil SCHRODER,4,4
Leslie,A104,Attorney General,,,Wil SCHRODER,51,51
Leslie,A105,Attorney General,,,Wil SCHRODER,12,12
Leslie,B101,Attorney General,,,Wil SCHRODER,35,35
Leslie,B102,Attorney General,,,Wil SCHRODER,10,10
Leslie,B103,Attorney General,,,Wil SCHRODER,27,27
Leslie,B104,Attorney General,,,Wil SCHRODER,15,15
Leslie,C101,Attorney General,,,Wil SCHRODER,39,39
Leslie,C102,Attorney General,,,Wil SCHRODER,17,17
Leslie,C103,Attorney General,,,Wil SCHRODER,45,45
Leslie,D101,Attorney General,,,Wil SCHRODER,30,30
Leslie,D102,Attorney General,,,Wil SCHRODER,25,25
Leslie,D103,Attorney General,,,Wil SCHRODER,20,20
Leslie,D104,Attorney General,,,Wil SCHRODER,35,35
Leslie,D105,Attorney General,,,Wil SCHRODER,6,6
Leslie,A101,Auditor of Public Accounts,,,Kelsey Hayes COOTS,0,0
Leslie,A102,Auditor of Public Accounts,,,Kelsey Hayes COOTS,2,2
Leslie,A103,Auditor of Public Accounts,,,Kelsey Hayes COOTS,0,0
Leslie,A104,Auditor of Public Accounts,,,Kelsey Hayes COOTS,4,4
Leslie,A105,Auditor of Public Accounts,,,Kelsey Hayes COOTS,1,1
Leslie,B101,Auditor of Public Accounts,,,Kelsey Hayes COOTS,7,7
Leslie,B102,Auditor of Public Accounts,,,Kelsey Hayes COOTS,11,11
Leslie,B103,Auditor of Public Accounts,,,Kelsey Hayes COOTS,0,0
Leslie,B104,Auditor of Public Accounts,,,Kelsey Hayes COOTS,0,0
Leslie,C101,Auditor of Public Accounts,,,Kelsey Hayes COOTS,4,4
Leslie,C102,Auditor of Public Accounts,,,Kelsey Hayes COOTS,2,2
Leslie,C103,Auditor of Public Accounts,,,Kelsey Hayes COOTS,1,1
Leslie,D101,Auditor of Public Accounts,,,Kelsey Hayes COOTS,3,3
Leslie,D102,Auditor of Public Accounts,,,Kelsey Hayes COOTS,6,6
Leslie,D103,Auditor of Public Accounts,,,Kelsey Hayes COOTS,2,2
Leslie,D104,Auditor of Public Accounts,,,Kelsey Hayes COOTS,2,2
Leslie,D105,Auditor of Public Accounts,,,Kelsey Hayes COOTS,1,1
Leslie,A101,Auditor of Public Accounts,,,Sheri DONAHUE,0,0
Leslie,A102,Auditor of Public Accounts,,,Sheri DONAHUE,3,3
Leslie,A103,Auditor of Public Accounts,,,Sheri DONAHUE,0,0
Leslie,A104,Auditor of Public Accounts,,,Sheri DONAHUE,1,1
Leslie,A105,Auditor of Public Accounts,,,Sheri DONAHUE,0,0
Leslie,B101,Auditor of Public Accounts,,,Sheri DONAHUE,3,3
Leslie,B102,Auditor of Public Accounts,,,Sheri DONAHUE,15,15
Leslie,B103,Auditor of Public Accounts,,,Sheri DONAHUE,0,0
Leslie,B104,Auditor of Public Accounts,,,Sheri DONAHUE,0,0
Leslie,C101,Auditor of Public Accounts,,,Sheri DONAHUE,1,1
Leslie,C102,Auditor of Public Accounts,,,Sheri DONAHUE,0,0
Leslie,C103,Auditor of Public Accounts,,,Sheri DONAHUE,1,1
Leslie,D101,Auditor of Public Accounts,,,Sheri DONAHUE,2,2
Leslie,D102,Auditor of Public Accounts,,,Sheri DONAHUE,1,1
Leslie,D103,Auditor of Public Accounts,,,Sheri DONAHUE,4,4
Leslie,D104,Auditor of Public Accounts,,,Sheri DONAHUE,5,5
Leslie,D105,Auditor of Public Accounts,,,Sheri DONAHUE,0,0
Leslie,A101,Auditor of Public Accounts,,,Chris TOBE,1,1
Leslie,A102,Auditor of Public Accounts,,,Chris TOBE,1,1
Leslie,A103,Auditor of Public Accounts,,,Chris TOBE,0,0
Leslie,A104,Auditor of Public Accounts,,,Chris TOBE,0,0
Leslie,A105,Auditor of Public Accounts,,,Chris TOBE,1,1
