county,office,district,party,candidate,votes
Franklin,A104A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,92.0
Franklin,A104A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,254.0
Franklin,A104A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,8.0
Franklin,A105A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,72.0
Franklin,A105A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,288.0
Franklin,A105A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,9.0
Franklin,A106,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,268.0
Franklin,A106,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,226.0
Franklin,A106,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,15.0
Franklin,A107A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,75.0
Franklin,A107A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,330.0
Franklin,A107A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,6.0
Franklin,A108,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,234.0
Franklin,A108,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,283.0
Franklin,A108,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,9.0
Franklin,B101,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,302.0
Franklin,B101,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,417.0
Franklin,B101,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,19.0
Franklin,B102,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,243.0
Franklin,B102,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,417.0
Franklin,B102,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,10.0
Franklin,B103A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,121.0
Franklin,B103A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,206.0
Franklin,B103A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,11.0
Franklin,B105A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,128.0
Franklin,B105A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,195.0
Franklin,B105A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,9.0
Franklin,B106,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,558.0
Franklin,B106,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,782.0
Franklin,B106,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,15.0
Franklin,B108A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,193.0
Franklin,B108A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,294.0
Franklin,B108A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,14.0
Franklin,B109A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,56.0
Franklin,B109A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,96.0
Franklin,B109A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,6.0
Franklin,C101A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,91.0
Franklin,C101A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,148.0
Franklin,C101A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,9.0
Franklin,C102A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,55.0
Franklin,C102A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,215.0
Franklin,C102A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,3.0
Franklin,C105A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,102.0
Franklin,C105A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,186.0
Franklin,C105A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,7.0
Franklin,C106A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,117.0
Franklin,C106A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,205.0
Franklin,C106A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,11.0
Franklin,C107A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,228.0
Franklin,C107A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,463.0
Franklin,C107A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,17.0
Franklin,C108,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,222.0
Franklin,C108,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,293.0
Franklin,C108,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,8.0
Franklin,C109A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,169.0
Franklin,C109A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,392.0
Franklin,C109A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,16.0
Franklin,C110A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,136.0
Franklin,C110A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,239.0
Franklin,C110A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,11.0
Franklin,D101,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,161.0
Franklin,D101,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,187.0
Franklin,D101,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,5.0
Franklin,D102,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,262.0
Franklin,D102,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,311.0
Franklin,D102,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,17.0
Franklin,D103,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,156.0
Franklin,D103,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,117.0
Franklin,D103,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,6.0
Franklin,D104,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,157.0
Franklin,D104,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,186.0
Franklin,D104,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,4.0
Franklin,D105A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,60.0
Franklin,D105A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,126.0
Franklin,D105A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,4.0
Franklin,D106A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,42.0
Franklin,D106A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,141.0
Franklin,D106A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,5.0
Franklin,D107A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,64.0
Franklin,D107A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,183.0
Franklin,D107A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,6.0
Franklin,D108A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,95.0
Franklin,D108A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,165.0
Franklin,D108A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,4.0
Franklin,D109A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,57.0
Franklin,D109A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,175.0
Franklin,D109A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,5.0
Franklin,E101,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,293.0
Franklin,E101,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,480.0
Franklin,E101,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,19.0
Franklin,E102,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,461.0
Franklin,E102,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,642.0
Franklin,E102,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,32.0
Franklin,E108A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,172.0
Franklin,E108A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,296.0
Franklin,E108A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,18.0
Franklin,E109A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,173.0
Franklin,E109A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,300.0
Franklin,E109A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,8.0
Franklin,E110A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,96.0
Franklin,E110A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,278.0
Franklin,E110A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,15.0
Franklin,F101,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,202.0
Franklin,F101,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,155.0
Franklin,F101,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,9.0
Franklin,F102A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,37.0
Franklin,F102A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,184.0
Franklin,F102A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,5.0
Franklin,F103,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,199.0
Franklin,F103,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,214.0
Franklin,F103,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,13.0
Franklin,F104A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,157.0
Franklin,F104A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,344.0
Franklin,F104A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,21.0
Franklin,F105A,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,71.0
Franklin,F105A,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,239.0
Franklin,F105A,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,11.0
Franklin,F106,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,164.0
Franklin,F106,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,230.0
Franklin,F106,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,12.0
Franklin,F108,Governor and Lieutenant Governor,,REP,Matthew G. BEVIN / Ralph A. ALVARADO,295.0
Franklin,F108,Governor and Lieutenant Governor,,DEM,Andy BESHEAR / Jacqueline COLEMAN,374.0
Franklin,F108,Governor and Lieutenant Governor,,LIB,John HICKS / Ann CORMICAN,12.0
Franklin,AB,Secretary of State,,REP,Michael G. ADAMS,247.0
Franklin,AB,Secretary of State,,DEM,Heather French HENRY,694.0
Franklin,A101,Secretary of State,,REP,Michael G. ADAMS,263.0
Franklin,A101,Secretary of State,,DEM,Heather French HENRY,461.0
Franklin,A102A,Secretary of State,,REP,Michael G. ADAMS,145.0
Franklin,A102A,Secretary of State,,DEM,Heather French HENRY,276.0
Franklin,A103A,Secretary of State,,REP,Michael G. ADAMS,51.0
Franklin,A103A,Secretary of State,,DEM,Heather French HENRY,264.0
Franklin,A104A,Secretary of State,,REP,Michael G. ADAMS,95.0
Franklin,A104A,Secretary of State,,DEM,Heather French HENRY,256.0
Franklin,A105A,Secretary of State,,REP,Michael G. ADAMS,74.0
Franklin,A105A,Secretary of State,,DEM,Heather French HENRY,295.0
Franklin,A106,Secretary of State,,REP,Michael G. ADAMS,266.0
Franklin,A106,Secretary of State,,DEM,Heather French HENRY,243.0
Franklin,A107A,Secretary of State,,REP,Michael G. ADAMS,80.0
Franklin,A107A,Secretary of State,,DEM,Heather French HENRY,330.0
Franklin,A108,Secretary of State,,REP,Michael G. ADAMS,232.0
Franklin,A108,Secretary of State,,DEM,Heather French HENRY,290.0
Franklin,B101,Secretary of State,,REP,Michael G. ADAMS,278.0
Franklin,B101,Secretary of State,,DEM,Heather French HENRY,461.0
Franklin,B102,Secretary of State,,REP,Michael G. ADAMS,218.0
Franklin,B102,Secretary of State,,DEM,Heather French HENRY,456.0
Franklin,B103A,Secretary of State,,REP,Michael G. ADAMS,137.0
Franklin,B103A,Secretary of State,,DEM,Heather French HENRY,198.0
Franklin,B105A,Secretary of State,,REP,Michael G. ADAMS,122.0
Franklin,B105A,Secretary of State,,DEM,Heather French HENRY,207.0
Franklin,B106,Secretary of State,,REP,Michael G. ADAMS,545.0
Franklin,B106,Secretary of State,,DEM,Heather French HENRY,808.0
Franklin,B108A,Secretary of State,,REP,Michael G. ADAMS,203.0
Franklin,B108A,Secretary of State,,DEM,Heather French HENRY,293.0
Franklin,B109A,Secretary of State,,REP,Michael G. ADAMS,62.0
Franklin,B109A,Secretary of State,,DEM,Heather French HENRY,97.0
Franklin,C101A,Secretary of State,,REP,Michael G. ADAMS,87.0
Franklin,C101A,Secretary of State,,DEM,Heather French HENRY,160.0
Franklin,C102A,Secretary of State,,REP,Michael G. ADAMS,57.0
Franklin,C102A,Secretary of State,,DEM,Heather French HENRY,216.0
Franklin,C105A,Secretary of State,,REP,Michael G. ADAMS,105.0
Franklin,C105A,Secretary of State,,DEM,Heather French HENRY,191.0
Franklin,C106A,Secretary of State,,REP,Michael G. ADAMS,123.0
Franklin,C106A,Secretary of State,,DEM,Heather French HENRY,210.0
Franklin,C107A,Secretary of State,,REP,Michael G. ADAMS,247.0
Franklin,C107A,Secretary of State,,DEM,Heather French HENRY,453.0
Franklin,C108,Secretary of State,,REP,Michael G. ADAMS,222.0
Franklin,C108,Secretary of State,,DEM,Heather French HENRY,298.0
Franklin,C109A,Secretary of State,,REP,Michael G. ADAMS,176.0
Franklin,C109A,Secretary of State,,DEM,Heather French HENRY,401.0
Franklin,C110A,Secretary of State,,REP,Michael G. ADAMS,131.0
Franklin,C110A,Secretary of State,,DEM,Heather French HENRY,253.0
Franklin,D101,Secretary of State,,REP,Michael G. ADAMS,158.0
Franklin,D101,Secretary of State,,DEM,Heather French HENRY,194.0
Franklin,D102,Secretary of State,,REP,Michael G. ADAMS,264.0
Franklin,D102,Secretary of State,,DEM,Heather French HENRY,323.0
Franklin,D103,Secretary of State,,REP,Michael G. ADAMS,160.0
Franklin,D103,Secretary of State,,DEM,Heather French HENRY,122.0
Franklin,D104,Secretary of State,,REP,Michael G. ADAMS,154.0
Franklin,D104,Secretary of State,,DEM,Heather French HENRY,193.0
Franklin,D105A,Secretary of State,,REP,Michael G. ADAMS,61.0
Franklin,D105A,Secretary of State,,DEM,Heather French HENRY,132.0
Franklin,D106A,Secretary of State,,REP,Michael G. ADAMS,48.0
Franklin,D106A,Secretary of State,,DEM,Heather French HENRY,140.0
Franklin,D107A,Secretary of State,,REP,Michael G. ADAMS,70.0
Franklin,D107A,Secretary of State,,DEM,Heather French HENRY,177.0
Franklin,D108A,Secretary of State,,REP,Michael G. ADAMS,103.0
Franklin,D108A,Secretary of State,,DEM,Heather French HENRY,159.0
Franklin,D109A,Secretary of State,,REP,Michael G. ADAMS,50.0
Franklin,D109A,Secretary of State,,DEM,Heather French HENRY,185.0
Franklin,E101,Secretary of State,,REP,Michael G. ADAMS,290.0
Franklin,E101,Secretary of State,,DEM,Heather French HENRY,497.0
Franklin,E102,Secretary of State,,REP,Michael G. ADAMS,444.0
Franklin,E102,Secretary of State,,DEM,Heather French HENRY,686.0
Franklin,E108A,Secretary of State,,REP,Michael G. ADAMS,175.0
Franklin,E108A,Secretary of State,,DEM,Heather French HENRY,306.0
Franklin,E109A,Secretary of State,,REP,Michael G. ADAMS,174.0
Franklin,E109A,Secretary of State,,DEM,Heather French HENRY,305.0
Franklin,E110A,Secretary of State,,REP,Michael G. ADAMS,110.0
Franklin,E110A,Secretary of State,,DEM,Heather French HENRY,275.0
Franklin,F101,Secretary of State,,REP,Michael G. ADAMS,195.0
Franklin,F101,Secretary of State,,DEM,Heather French HENRY,166.0
Franklin,F102A,Secretary of State,,REP,Michael G. ADAMS,36.0
Franklin,F102A,Secretary of State,,DEM,Heather French HENRY,188.0
Franklin,F103,Secretary of State,,REP,Michael G. ADAMS,207.0
Franklin,F103,Secretary of State,,DEM,Heather French HENRY,213.0
Franklin,F104A,Secretary of State,,REP,Michael G. ADAMS,163.0
Franklin,F104A,Secretary of State,,DEM,Heather French HENRY,354.0
Franklin,F105A,Secretary of State,,REP,Michael G. ADAMS,79.0
Franklin,F105A,Secretary of State,,DEM,Heather French HENRY,241.0
Franklin,F106,Secretary of State,,REP,Michael G. ADAMS,172.0
Franklin,F106,Secretary of State,,DEM,Heather French HENRY,230.0
Franklin,F108,Secretary of State,,REP,Michael G. ADAMS,310.0
Franklin,F108,Secretary of State,,DEM,Heather French HENRY,370.0
Franklin,AB,Attorney General,,REP,Daniel CAMERON,377.0
Franklin,AB,Attorney General,,DEM,Gregory D. STUMBO,555.0
Franklin,A101,Attorney General,,REP,Daniel CAMERON,353.0
Franklin,A101,Attorney General,,DEM,Gregory D. STUMBO,359.0
Franklin,A102A,Attorney General,,REP,Daniel CAMERON,180.0
Franklin,A102A,Attorney General,,DEM,Gregory D. STUMBO,240.0
Franklin,A103A,Attorney General,,REP,Daniel CAMERON,70.0
Franklin,A103A,Attorney General,,DEM,Gregory D. STUMBO,242.0
Franklin,A104A,Attorney General,,REP,Daniel CAMERON,132.0
Franklin,A104A,Attorney General,,DEM,Gregory D. STUMBO,223.0
Franklin,A105A,Attorney General,,REP,Daniel CAMERON,92.0
Franklin,A105A,Attorney General,,DEM,Gregory D. STUMBO,274.0
Franklin,A106,Attorney General,,REP,Daniel CAMERON,308.0
Franklin,A106,Attorney General,,DEM,Gregory D. STUMBO,193.0
Franklin,A107A,Attorney General,,REP,Daniel CAMERON,88.0
Franklin,A107A,Attorney General,,DEM,Gregory D. STUMBO,315.0
Franklin,A108,Attorney General,,REP,Daniel CAMERON,268.0
Franklin,A108,Attorney General,,DEM,Gregory D. STUMBO,244.0
Franklin,B101,Attorney General,,REP,Daniel CAMERON,375.0
Franklin,B101,Attorney General,,DEM,Gregory D. STUMBO,353.0
Franklin,B102,Attorney General,,REP,Daniel CAMERON,296.0
Franklin,B102,Attorney General,,DEM,Gregory D. STUMBO,368.0
Franklin,B103A,Attorney General,,REP,Daniel CAMERON,171.0
Franklin,B103A,Attorney General,,DEM,Gregory D. STUMBO,163.0
Franklin,B105A,Attorney General,,REP,Daniel CAMERON,156.0
Franklin,B105A,Attorney General,,DEM,Gregory D. STUMBO,174.0
Franklin,B106,Attorney General,,REP,Daniel CAMERON,681.0
Franklin,B106,Attorney General,,DEM,Gregory D. STUMBO,658.0
Franklin,B108A,Attorney General,,REP,Daniel CAMERON,246.0
Franklin,B108A,Attorney General,,DEM,Gregory D. STUMBO,246.0
Franklin,B109A,Attorney General,,REP,Daniel CAMERON,72.0
Franklin,B109A,Attorney General,,DEM,Gregory D. STUMBO,86.0
Franklin,C101A,Attorney General,,REP,Daniel CAMERON,115.0
Franklin,C101A,Attorney General,,DEM,Gregory D. STUMBO,132.0
Franklin,C102A,Attorney General,,REP,Daniel CAMERON,71.0
Franklin,C102A,Attorney General,,DEM,Gregory D. STUMBO,199.0
Franklin,C105A,Attorney General,,REP,Daniel CAMERON,131.0
Franklin,C105A,Attorney General,,DEM,Gregory D. STUMBO,160.0
Franklin,C106A,Attorney General,,REP,Daniel CAMERON,144.0
Franklin,C106A,Attorney General,,DEM,Gregory D. STUMBO,183.0
Franklin,C107A,Attorney General,,REP,Daniel CAMERON,300.0
Franklin,C107A,Attorney General,,DEM,Gregory D. STUMBO,395.0
Franklin,C108,Attorney General,,REP,Daniel CAMERON,279.0
Franklin,C108,Attorney General,,DEM,Gregory D. STUMBO,238.0
Franklin,C109A,Attorney General,,REP,Daniel CAMERON,215.0
Franklin,C109A,Attorney General,,DEM,Gregory D. STUMBO,357.0
Franklin,C110A,Attorney General,,REP,Daniel CAMERON,166.0
Franklin,C110A,Attorney General,,DEM,Gregory D. STUMBO,210.0
Franklin,D101,Attorney General,,REP,Daniel CAMERON,199.0
Franklin,D101,Attorney General,,DEM,Gregory D. STUMBO,149.0
Franklin,D102,Attorney General,,REP,Daniel CAMERON,326.0
Franklin,D102,Attorney General,,DEM,Gregory D. STUMBO,259.0
Franklin,D103,Attorney General,,REP,Daniel CAMERON,172.0
Franklin,D103,Attorney General,,DEM,Gregory D. STUMBO,101.0
Franklin,D104,Attorney General,,REP,Daniel CAMERON,183.0
Franklin,D104,Attorney General,,DEM,Gregory D. STUMBO,159.0
Franklin,D105A,Attorney General,,REP,Daniel CAMERON,73.0
Franklin,D105A,Attorney General,,DEM,Gregory D. STUMBO,112.0
Franklin,D106A,Attorney General,,REP,Daniel CAMERON,60.0
Franklin,D106A,Attorney General,,DEM,Gregory D. STUMBO,127.0
Franklin,D107A,Attorney General,,REP,Daniel CAMERON,86.0
Franklin,D107A,Attorney General,,DEM,Gregory D. STUMBO,163.0
Franklin,D108A,Attorney General,,REP,Daniel CAMERON,125.0
Franklin,D108A,Attorney General,,DEM,Gregory D. STUMBO,137.0
Franklin,D109A,Attorney General,,REP,Daniel CAMERON,70.0
Franklin,D109A,Attorney General,,DEM,Gregory D. STUMBO,167.0
Franklin,E101,Attorney General,,REP,Daniel CAMERON,376.0
Franklin,E101,Attorney General,,DEM,Gregory D. STUMBO,405.0
Franklin,E102,Attorney General,,REP,Daniel CAMERON,583.0
Franklin,E102,Attorney General,,DEM,Gregory D. STUMBO,532.0
Franklin,E108A,Attorney General,,REP,Daniel CAMERON,214.0
Franklin,E108A,Attorney General,,DEM,Gregory D. STUMBO,261.0
Franklin,E109A,Attorney General,,REP,Daniel CAMERON,202.0
Franklin,E109A,Attorney General,,DEM,Gregory D. STUMBO,274.0
Franklin,E110A,Attorney General,,REP,Daniel CAMERON,141.0
Franklin,E110A,Attorney General,,DEM,Gregory D. STUMBO,238.0
Franklin,F101,Attorney General,,REP,Daniel CAMERON,225.0
Franklin,F101,Attorney General,,DEM,Gregory D. STUMBO,134.0
Franklin,F102A,Attorney General,,REP,Daniel CAMERON,44.0
Franklin,F102A,Attorney General,,DEM,Gregory D. STUMBO,181.0
