county,precinct,candidate,office,district,party,votes
Jefferson,Q112,John A Yarmuth,U.S. House,3,,303
Jefferson,Q112,Gregory Boles,U.S. House,3,,11
Jefferson,Q112,James Stansbury,State Representative,46,,330
Jefferson,Q112,"Alan ""Al"" Gentry",State Representative,46,,337
Jefferson,Q113,,Ballots Cast,,,329
Jefferson,Q113,,Straight Party,,REP,112
Jefferson,Q113,,Straight Party,,DEM,58
Jefferson,Q113,,Straight Party,,LIB,2
Jefferson,Q113,,Straight Party,,AME,0
Jefferson,Q113,Vickie Yates B Glisson,U.S. House,3,,200
Jefferson,Q113,John A Yarmuth,U.S. House,3,,120
Jefferson,Q113,Gregory Boles,U.S. House,3,,4
Jefferson,Q113,James Stansbury,State Representative,46,,176
Jefferson,Q113,"Alan ""Al"" Gentry",State Representative,46,,149
Jefferson,Q114,,Ballots Cast,,,678
Jefferson,Q114,,Straight Party,,REP,222
Jefferson,Q114,,Straight Party,,DEM,136
Jefferson,Q114,,Straight Party,,LIB,4
Jefferson,Q114,,Straight Party,,AME,0
Jefferson,Q114,Vickie Yates B Glisson,U.S. House,3,,384
Jefferson,Q114,John A Yarmuth,U.S. House,3,,284
Jefferson,Q114,Gregory Boles,U.S. House,3,,9
Jefferson,Q114,James Stansbury,State Representative,46,,354
Jefferson,Q114,"Alan ""Al"" Gentry",State Representative,46,,318
Jefferson,Q115,,Ballots Cast,,,679
Jefferson,Q115,,Straight Party,,REP,157
Jefferson,Q115,,Straight Party,,DEM,187
Jefferson,Q115,,Straight Party,,LIB,5
Jefferson,Q115,,Straight Party,,AME,1
Jefferson,Q115,Vickie Yates B Glisson,U.S. House,3,,288
Jefferson,Q115,John A Yarmuth,U.S. House,3,,376
Jefferson,Q115,Gregory Boles,U.S. House,3,,12
Jefferson,Q115,James Stansbury,State Representative,46,,263
Jefferson,Q115,"Alan ""Al"" Gentry",State Representative,46,,407
Jefferson,Q116,,Ballots Cast,,,660
Jefferson,Q116,,Straight Party,,REP,160
Jefferson,Q116,,Straight Party,,DEM,194
Jefferson,Q116,,Straight Party,,LIB,1
Jefferson,Q116,,Straight Party,,AME,4
Jefferson,Q116,Vickie Yates B Glisson,U.S. House,3,,310
Jefferson,Q116,John A Yarmuth,U.S. House,3,,336
Jefferson,Q116,Gregory Boles,U.S. House,3,,11
Jefferson,Q116,James Stansbury,State Representative,46,,299
Jefferson,Q116,"Alan ""Al"" Gentry",State Representative,46,,351
Jefferson,Q117,,Ballots Cast,,,619
Jefferson,Q117,,Straight Party,,REP,170
Jefferson,Q117,,Straight Party,,DEM,123
Jefferson,Q117,,Straight Party,,LIB,3
Jefferson,Q117,,Straight Party,,AME,0
Jefferson,Q117,Vickie Yates B Glisson,U.S. House,3,,326
Jefferson,Q117,John A Yarmuth,U.S. House,3,,286
Jefferson,Q117,Gregory Boles,U.S. House,3,,7
Jefferson,Q117,James Stansbury,State Representative,46,,291
Jefferson,Q117,"Alan ""Al"" Gentry",State Representative,46,,321
Jefferson,Q119,,Ballots Cast,,,721
Jefferson,Q119,,Straight Party,,REP,183
Jefferson,Q119,,Straight Party,,DEM,160
Jefferson,Q119,,Straight Party,,LIB,1
Jefferson,Q119,,Straight Party,,AME,6
Jefferson,Q119,Vickie Yates B Glisson,U.S. House,3,,338
Jefferson,Q119,John A Yarmuth,U.S. House,3,,367
Jefferson,Q119,Gregory Boles,U.S. House,3,,10
Jefferson,Q119,James Stansbury,State Representative,46,,315
Jefferson,Q119,"Alan ""Al"" Gentry",State Representative,46,,383
Jefferson,Q122,,Ballots Cast,,,484
Jefferson,Q122,,Straight Party,,REP,43
Jefferson,Q122,,Straight Party,,DEM,296
Jefferson,Q122,,Straight Party,,LIB,3
Jefferson,Q122,,Straight Party,,AME,1
Jefferson,Q122,Vickie Yates B Glisson,U.S. House,3,,63
Jefferson,Q122,John A Yarmuth,U.S. House,3,,419
Jefferson,Q122,Gregory Boles,U.S. House,3,,2
Jefferson,Q122,James Stansbury,State Representative,46,,67
Jefferson,Q122,"Alan ""Al"" Gentry",State Representative,46,,410
Jefferson,Q123,,Ballots Cast,,,655
Jefferson,Q123,,Straight Party,,REP,16
Jefferson,Q123,,Straight Party,,DEM,477
Jefferson,Q123,,Straight Party,,LIB,2
Jefferson,Q123,,Straight Party,,AME,2
Jefferson,Q123,Vickie Yates B Glisson,U.S. House,3,,43
Jefferson,Q123,John A Yarmuth,U.S. House,3,,594
Jefferson,Q123,Gregory Boles,U.S. House,3,,13
Jefferson,Q123,James Stansbury,State Representative,46,,33
Jefferson,Q123,"Alan ""Al"" Gentry",State Representative,46,,616
Jefferson,Q124,,Ballots Cast,,,436
Jefferson,Q124,,Straight Party,,REP,41
Jefferson,Q124,,Straight Party,,DEM,251
Jefferson,Q124,,Straight Party,,LIB,1
Jefferson,Q124,,Straight Party,,AME,2
Jefferson,Q124,Vickie Yates B Glisson,U.S. House,3,,76
Jefferson,Q124,John A Yarmuth,U.S. House,3,,353
Jefferson,Q124,Gregory Boles,U.S. House,3,,6
Jefferson,Q124,James Stansbury,State Representative,46,,76
Jefferson,Q124,"Alan ""Al"" Gentry",State Representative,46,,355
Jefferson,Q125,,Ballots Cast,,,1018
Jefferson,Q125,,Straight Party,,REP,220
Jefferson,Q125,,Straight Party,,DEM,245
Jefferson,Q125,,Straight Party,,LIB,4
Jefferson,Q125,,Straight Party,,AME,1
Jefferson,Q125,Vickie Yates B Glisson,U.S. House,3,,469
Jefferson,Q125,John A Yarmuth,U.S. House,3,,534
Jefferson,Q125,Gregory Boles,U.S. House,3,,10
Jefferson,Q125,James Stansbury,State Representative,46,,445
Jefferson,Q125,"Alan ""Al"" Gentry",State Representative,46,,558
Jefferson,Q126,,Ballots Cast,,,372
Jefferson,Q126,,Straight Party,,REP,112
Jefferson,Q126,,Straight Party,,DEM,69
Jefferson,Q126,,Straight Party,,LIB,0
Jefferson,Q126,,Straight Party,,AME,3
Jefferson,Q126,Vickie Yates B Glisson,U.S. House,3,,209
Jefferson,Q126,John A Yarmuth,U.S. House,3,,157
Jefferson,Q126,Gregory Boles,U.S. House,3,,4
Jefferson,Q126,James Stansbury,State Representative,46,,206
Jefferson,Q126,"Alan ""Al"" Gentry",State Representative,46,,163
Jefferson,Q127,,Ballots Cast,,,264
Jefferson,Q127,,Straight Party,,REP,44
Jefferson,Q127,,Straight Party,,DEM,105
Jefferson,Q127,,Straight Party,,LIB,2
Jefferson,Q127,,Straight Party,,AME,0
Jefferson,Q127,Vickie Yates B Glisson,U.S. House,3,,87
Jefferson,Q127,John A Yarmuth,U.S. House,3,,175
Jefferson,Q127,Gregory Boles,U.S. House,3,,2
Jefferson,Q127,James Stansbury,State Representative,46,,86
Jefferson,Q127,"Alan ""Al"" Gentry",State Representative,46,,176
Jefferson,Q131,,Ballots Cast,,,335
Jefferson,Q131,,Straight Party,,REP,103
Jefferson,Q131,,Straight Party,,DEM,76
Jefferson,Q131,,Straight Party,,LIB,1
Jefferson,Q131,,Straight Party,,AME,0
Jefferson,Q131,Vickie Yates B Glisson,U.S. House,3,,178
Jefferson,Q131,John A Yarmuth,U.S. House,3,,152
Jefferson,Q131,Gregory Boles,U.S. House,3,,4
Jefferson,Q131,Dan Malano Seum,State Senate,38,,178
Jefferson,Q131,"Brenda Sue ""Susie"" Board",State Senate,38,,84
Jefferson,Q131,James Stansbury,State Representative,46,,170
Jefferson,Q131,"Alan ""Al"" Gentry",State Representative,46,,159
Jefferson,Q132,,Ballots Cast,,,371
Jefferson,Q132,,Straight Party,,REP,93
Jefferson,Q132,,Straight Party,,DEM,130
Jefferson,Q132,,Straight Party,,LIB,0
Jefferson,Q132,,Straight Party,,AME,2
Jefferson,Q132,Vickie Yates B Glisson,U.S. House,3,,154
Jefferson,Q132,John A Yarmuth,U.S. House,3,,211
Jefferson,Q132,Gregory Boles,U.S. House,3,,4
Jefferson,Q132,James Stansbury,State Representative,46,,146
Jefferson,Q132,"Alan ""Al"" Gentry",State Representative,46,,220
Jefferson,Q134,,Ballots Cast,,,388
Jefferson,Q134,,Straight Party,,REP,56
Jefferson,Q134,,Straight Party,,DEM,199
Jefferson,Q134,,Straight Party,,LIB,0
Jefferson,Q134,,Straight Party,,AME,4
Jefferson,Q134,Vickie Yates B Glisson,U.S. House,3,,104
Jefferson,Q134,John A Yarmuth,U.S. House,3,,280
Jefferson,Q134,Gregory Boles,U.S. House,3,,3
Jefferson,Q134,James Stansbury,State Representative,46,,95
Jefferson,Q134,"Alan ""Al"" Gentry",State Representative,46,,290
Jefferson,Q136,,Ballots Cast,,,196
Jefferson,Q136,,Straight Party,,REP,37
Jefferson,Q136,,Straight Party,,DEM,84
Jefferson,Q136,,Straight Party,,LIB,2
Jefferson,Q136,,Straight Party,,AME,1
Jefferson,Q136,Vickie Yates B Glisson,U.S. House,3,,73
Jefferson,Q136,John A Yarmuth,U.S. House,3,,119
Jefferson,Q136,Gregory Boles,U.S. House,3,,4
Jefferson,Q136,James Stansbury,State Representative,46,,69
Jefferson,Q136,"Alan ""Al"" Gentry",State Representative,46,,127
Jefferson,Q137,,Ballots Cast,,,560
Jefferson,Q137,,Straight Party,,REP,130
Jefferson,Q137,,Straight Party,,DEM,205
Jefferson,Q137,,Straight Party,,LIB,3
Jefferson,Q137,,Straight Party,,AME,2
Jefferson,Q137,Vickie Yates B Glisson,U.S. House,3,,231
Jefferson,Q137,John A Yarmuth,U.S. House,3,,320
Jefferson,Q137,Gregory Boles,U.S. House,3,,6
Jefferson,Q137,James Stansbury,State Representative,46,,230
Jefferson,Q137,"Alan ""Al"" Gentry",State Representative,46,,322
Jefferson,Q138,,Ballots Cast,,,352
Jefferson,Q138,,Straight Party,,REP,48
Jefferson,Q138,,Straight Party,,DEM,139
Jefferson,Q138,,Straight Party,,LIB,3
Jefferson,Q138,,Straight Party,,AME,3
Jefferson,Q138,Vickie Yates B Glisson,U.S. House,3,,104
Jefferson,Q138,John A Yarmuth,U.S. House,3,,237
Jefferson,Q138,Gregory Boles,U.S. House,3,,9
Jefferson,Q138,James Stansbury,State Representative,46,,107
Jefferson,Q138,"Alan ""Al"" Gentry",State Representative,46,,237
Jefferson,Q139,,Ballots Cast,,,257
Jefferson,Q139,,Straight Party,,REP,58
Jefferson,Q139,,Straight Party,,DEM,59
Jefferson,Q139,,Straight Party,,LIB,1
Jefferson,Q139,,Straight Party,,AME,1
Jefferson,Q139,Vickie Yates B Glisson,U.S. House,3,,135
Jefferson,Q139,John A Yarmuth,U.S. House,3,,117
Jefferson,Q139,Gregory Boles,U.S. House,3,,4
Jefferson,Q139,Margaret Adkins,State Representative,44,,124
Jefferson,Q139,Joni Jenkins,State Representative,44,,125
Jefferson,S116,,Ballots Cast,,,648
Jefferson,S116,,Straight Party,,REP,135
Jefferson,S116,,Straight Party,,DEM,120
Jefferson,S116,,Straight Party,,LIB,2
Jefferson,S116,,Straight Party,,AME,1
Jefferson,S116,Vickie Yates B Glisson,U.S. House,3,,330
Jefferson,S116,John A Yarmuth,U.S. House,3,,308
Jefferson,S116,Gregory Boles,U.S. House,3,,5
Jefferson,S116,Ernie Harris,State Senate,26,,341
Jefferson,S116,Karen Berg,State Senate,26,,288
Jefferson,S116,Jody Hurt,State Senate,26,,6
Jefferson,S116,Ken Fleming,State Representative,48,,358
Jefferson,S116,Maria Sorolis,State Representative,48,,273
Jefferson,S118,,Ballots Cast,,,838
Jefferson,S118,,Straight Party,,REP,142
Jefferson,S118,,Straight Party,,DEM,184
Jefferson,S118,,Straight Party,,LIB,1
Jefferson,S118,,Straight Party,,AME,1
Jefferson,S118,Vickie Yates B Glisson,U.S. House,3,,331
Jefferson,S118,John A Yarmuth,U.S. House,3,,493
Jefferson,S118,Gregory Boles,U.S. House,3,,9
Jefferson,S118,Ernie Harris,State Senate,26,,357
Jefferson,S118,Karen Berg,State Senate,26,,455
Jefferson,S118,Jody Hurt,State Senate,26,,9
Jefferson,S118,Ken Fleming,State Representative,48,,371
Jefferson,S118,Maria Sorolis,State Representative,48,,452
Jefferson,S119,,Ballots Cast,,,946
Jefferson,S119,,Straight Party,,REP,150
Jefferson,S119,,Straight Party,,DEM,197
Jefferson,S119,,Straight Party,,LIB,3
Jefferson,S119,,Straight Party,,AME,6
Jefferson,S119,Vickie Yates B Glisson,U.S. House,3,,378
Jefferson,S119,John A Yarmuth,U.S. House,3,,548
Jefferson,S119,Gregory Boles,U.S. House,3,,14
Jefferson,S119,Jerry T Miller,State Representative,36,,451
Jefferson,S119,Maurice M Sweeney,State Representative,36,,473
Jefferson,S119,Ken Fleming,State Representative,48,,383
Jefferson,S119,Maria Sorolis,State Representative,48,,540
Jefferson,S125,,Ballots Cast,,,1040
Jefferson,S125,,Straight Party,,REP,203
Jefferson,S125,,Straight Party,,DEM,251
Jefferson,S125,,Straight Party,,LIB,4
Jefferson,S125,,Straight Party,,AME,1
Jefferson,S125,Vickie Yates B Glisson,U.S. House,3,,449
Jefferson,S125,John A Yarmuth,U.S. House,3,,580
Jefferson,S125,Gregory Boles,U.S. House,3,,10
Jefferson,S125,Ernie Harris,State Senate,26,,467
Jefferson,S125,Karen Berg,State Senate,26,,554
Jefferson,S125,Jody Hurt,State Senate,26,,7
Jefferson,S125,Ken Fleming,State Representative,48,,489
Jefferson,S125,Maria Sorolis,State Representative,48,,539
Jefferson,S126-PSP,,Ballots Cast,,,805
Jefferson,S126-PSP,,Straight Party,,REP,169
Jefferson,S126-PSP,,Straight Party,,DEM,143
Jefferson,S126-PSP,,Straight Party,,LIB,1
Jefferson,S126-PSP,,Straight Party,,AME,2
Jefferson,S126-PSP,Vickie Yates B Glisson,U.S. House,3,,416
Jefferson,S126-PSP,John A Yarmuth,U.S. House,3,,384
Jefferson,S126-PSP,Gregory Boles,U.S. House,3,,4
Jefferson,S126-PSP,Ernie Harris,State Senate,26,,403
Jefferson,S126-PSP,Karen Berg,State Senate,26,,383
Jefferson,S126-PSP,Jody Hurt,State Senate,26,,6
Jefferson,S126-PSP,Ken Fleming,State Representative,48,,412
Jefferson,S126-PSP,Maria Sorolis,State Representative,48,,378
Jefferson,S128,,Ballots Cast,,,586
Jefferson,S128,,Straight Party,,REP,123
Jefferson,S128,,Straight Party,,DEM,116
Jefferson,S128,,Straight Party,,LIB,2
Jefferson,S128,,Straight Party,,AME,2
Jefferson,S128,Vickie Yates B Glisson,U.S. House,3,,275
Jefferson,S128,John A Yarmuth,U.S. House,3,,309
Jefferson,S128,Gregory Boles,U.S. House,3,,1
Jefferson,S128,Ernie Harris,State Senate,26,,283
Jefferson,S128,Karen Berg,State Senate,26,,292
Jefferson,S128,Jody Hurt,State Senate,26,,5
Jefferson,S128,Ken Fleming,State Representative,48,,290
Jefferson,S128,Maria Sorolis,State Representative,48,,291
Jefferson,S129,,Ballots Cast,,,626
Jefferson,S129,,Straight Party,,REP,147
Jefferson,S129,,Straight Party,,DEM,131
Jefferson,S129,,Straight Party,,LIB,2
Jefferson,S129,,Straight Party,,AME,1
Jefferson,S129,Vickie Yates B Glisson,U.S. House,3,,275
Jefferson,S129,John A Yarmuth,U.S. House,3,,340
Jefferson,S129,Gregory Boles,U.S. House,3,,8
Jefferson,S129,Ernie Harris,State Senate,26,,284
Jefferson,S129,Karen Berg,State Senate,26,,331
Jefferson,S129,Jody Hurt,State Senate,26,,4
Jefferson,S129,Ken Fleming,State Representative,48,,296
Jefferson,S129,Maria Sorolis,State Representative,48,,324
Jefferson,S130,,Ballots Cast,,,691
Jefferson,S130,,Straight Party,,REP,159
Jefferson,S130,,Straight Party,,DEM,119
Jefferson,S130,,Straight Party,,LIB,2
Jefferson,S130,,Straight Party,,AME,0
Jefferson,S130,Vickie Yates B Glisson,U.S. House,3,,360
Jefferson,S130,John A Yarmuth,U.S. House,3,,320
Jefferson,S130,Gregory Boles,U.S. House,3,,8
Jefferson,S130,Sheri A Donahue,State Senate,36,,409
Jefferson,S130,Dan Malano Seum,State Senate,38,,271
Jefferson,S130,Ken Fleming,State Representative,48,,378
Jefferson,S130,Maria Sorolis,State Representative,48,,304
Jefferson,S131,,Ballots Cast,,,667
Jefferson,S131,,Straight Party,,REP,102
Jefferson,S131,,Straight Party,,DEM,232
Jefferson,S131,,Straight Party,,LIB,5
Jefferson,S131,,Straight Party,,AME,5
Jefferson,S131,Vickie Yates B Glisson,U.S. House,3,,210
Jefferson,S131,John A Yarmuth,U.S. House,3,,447
Jefferson,S131,Gregory Boles,U.S. House,3,,10
Jefferson,S131,Jerry T Miller,State Representative,36,,229
Jefferson,S131,Maurice M Sweeney,State Representative,36,,436
Jefferson,S131,Ken Fleming,State Representative,48,,213
Jefferson,S131,Maria Sorolis,State Representative,48,,450
Jefferson,S132,,Ballots Cast,,,864
Jefferson,S132,,Straight Party,,REP,131
Jefferson,S132,,Straight Party,,DEM,307
Jefferson,S132,,Straight Party,,LIB,3
Jefferson,S132,,Straight Party,,AME,6
Jefferson,S132,Vickie Yates B Glisson,U.S. House,3,,290
Jefferson,S132,John A Yarmuth,U.S. House,3,,558
Jefferson,S132,Gregory Boles,U.S. House,3,,11
Jefferson,S132,Jerry T Miller,State Representative,36,,317
Jefferson,S132,Maurice M Sweeney,State Representative,36,,539
Jefferson,S132,Ken Fleming,State Representative,48,,289
Jefferson,S132,Maria Sorolis,State Representative,48,,559
Jefferson,S135,,Ballots Cast,,,709
Jefferson,S135,,Straight Party,,REP,106
Jefferson,S135,,Straight Party,,DEM,292
Jefferson,S135,,Straight Party,,LIB,2
Jefferson,S135,,Straight Party,,AME,10
Jefferson,S135,Vickie Yates B Glisson,U.S. House,3,,205
Jefferson,S135,John A Yarmuth,U.S. House,3,,486
Jefferson,S135,Gregory Boles,U.S. House,3,,13
Jefferson,S135,Jerry T Miller,State Representative,36,,231
Jefferson,S135,Maurice M Sweeney,State Representative,36,,470
Jefferson,S135,Ken Fleming,State Representative,48,,212
Jefferson,S135,Maria Sorolis,State Representative,48,,488
Jefferson,S139,,Ballots Cast,,,924
Jefferson,S139,,Straight Party,,REP,203
Jefferson,S139,,Straight Party,,DEM,267
Jefferson,S139,,Straight Party,,LIB,2
Jefferson,S139,,Straight Party,,AME,4
Jefferson,S139,Vickie Yates B Glisson,U.S. House,3,,362
Jefferson,S139,John A Yarmuth,U.S. House,3,,542
Jefferson,S139,Gregory Boles,U.S. House,3,,15
Jefferson,S139,Ernie Harris,State Senate,26,,367
Jefferson,S139,Karen Berg,State Senate,26,,536
Jefferson,S139,Jody Hurt,State Senate,26,,15
Jefferson,S139,Ken Fleming,State Representative,48,,383
Jefferson,S139,Maria Sorolis,State Representative,48,,537
Jefferson,S140,,Ballots Cast,,,708
Jefferson,S140,,Straight Party,,REP,166
Jefferson,S140,,Straight Party,,DEM,115
Jefferson,S140,,Straight Party,,LIB,3
Jefferson,S140,,Straight Party,,AME,1
Jefferson,S140,Vickie Yates B Glisson,U.S. House,3,,367
Jefferson,S140,John A Yarmuth,U.S. House,3,,330
Jefferson,S140,Gregory Boles,U.S. House,3,,8
Jefferson,S140,Ernie Harris,State Senate,26,,384
Jefferson,S140,Karen Berg,State Senate,26,,301
Jefferson,S140,Jody Hurt,State Senate,26,,6
Jefferson,S140,Ken Fleming,State Representative,48,,396
Jefferson,S140,Maria Sorolis,State Representative,48,,294
Jefferson,S141,,Ballots Cast,,,989
Jefferson,S141,,Straight Party,,REP,184
Jefferson,S141,,Straight Party,,DEM,284
Jefferson,S141,,Straight Party,,LIB,7
Jefferson,S141,,Straight Party,,AME,6
Jefferson,S141,Vickie Yates B Glisson,U.S. House,3,,381
Jefferson,S141,John A Yarmuth,U.S. House,3,,589
Jefferson,S141,Gregory Boles,U.S. House,3,,18
Jefferson,S141,Julie Raque Adams,State Senate,36,,437
Jefferson,S141,Sheri A Donahue,State Senate,36,,538
Jefferson,S141,Ken Fleming,State Representative,48,,384
Jefferson,S141,Maria Sorolis,State Representative,48,,593
Jefferson,S142,,Ballots Cast,,,655
Jefferson,S142,,Straight Party,,REP,127
Jefferson,S142,,Straight Party,,DEM,154
Jefferson,S142,,Straight Party,,LIB,1
Jefferson,S142,,Straight Party,,AME,1
Jefferson,S142,Vickie Yates B Glisson,U.S. House,3,,275
Jefferson,S142,John A Yarmuth,U.S. House,3,,370
Jefferson,S142,Gregory Boles,U.S. House,3,,6
Jefferson,S142,Jerry T Miller,State Representative,36,,318
Jefferson,S142,Maurice M Sweeney,State Representative,36,,326
Jefferson,S142,Ken Fleming,State Representative,48,,285
Jefferson,S142,Maria Sorolis,State Representative,48,,355
Jefferson,S143,,Ballots Cast,,,773
Jefferson,S143,,Straight Party,,REP,207
Jefferson,S143,,Straight Party,,DEM,107
Jefferson,S143,,Straight Party,,LIB,0
Jefferson,S143,,Straight Party,,AME,1
Jefferson,S143,Vickie Yates B Glisson,U.S. House,3,,480
Jefferson,S143,John A Yarmuth,U.S. House,3,,283
Jefferson,S143,Gregory Boles,U.S. House,3,,6
Jefferson,S143,Ernie Harris,State Senate,26,,480
Jefferson,S143,Karen Berg,State Senate,26,,278
Jefferson,S143,Jody Hurt,State Senate,26,,4
Jefferson,S143,Ken Fleming,State Representative,48,,490
Jefferson,S143,Maria Sorolis,State Representative,48,,268
Jefferson,S144-PSP,,Ballots Cast,,,601
Jefferson,S144-PSP,,Straight Party,,REP,137
Jefferson,S144-PSP,,Straight Party,,DEM,120
Jefferson,S144-PSP,,Straight Party,,LIB,0
Jefferson,S144-PSP,,Straight Party,,AME,2
Jefferson,S144-PSP,Vickie Yates B Glisson,U.S. House,3,,299
Jefferson,S144-PSP,John A Yarmuth,U.S. House,3,,298
Jefferson,S144-PSP,Gregory Boles,U.S. House,3,,2
Jefferson,S144-PSP,Ernie Harris,State Senate,26,,296
Jefferson,S144-PSP,Karen Berg,State Senate,26,,290
Jefferson,S144-PSP,Jody Hurt,State Senate,26,,5
Jefferson,S144-PSP,Ken Fleming,State Representative,48,,309
Jefferson,S144-PSP,Maria Sorolis,State Representative,48,,281
Jefferson,S146,,Ballots Cast,,,578
Jefferson,S146,,Straight Party,,REP,108
Jefferson,S146,,Straight Party,,DEM,144
Jefferson,S146,,Straight Party,,LIB,6
Jefferson,S146,,Straight Party,,AME,2
Jefferson,S146,Vickie Yates B Glisson,U.S. House,3,,236
Jefferson,S146,John A Yarmuth,U.S. House,3,,331
Jefferson,S146,Gregory Boles,U.S. House,3,,7
Jefferson,S146,Jerry T Miller,State Representative,36,,264
Jefferson,S146,Maurice M Sweeney,State Representative,36,,304
Jefferson,S146,Ken Fleming,State Representative,48,,241
Jefferson,S146,Maria Sorolis,State Representative,48,,328
Jefferson,S150,,Ballots Cast,,,917
Jefferson,S150,,Straight Party,,REP,211
Jefferson,S150,,Straight Party,,DEM,142
Jefferson,S150,,Straight Party,,LIB,1
Jefferson,S150,,Straight Party,,AME,0
Jefferson,S150,Vickie Yates B Glisson,U.S. House,3,,487
Jefferson,S150,John A Yarmuth,U.S. House,3,,414
Jefferson,S150,Gregory Boles,U.S. House,3,,12
Jefferson,S150,Jerry T Miller,State Representative,36,,555
Jefferson,S150,Maurice M Sweeney,State Representative,36,,352
Jefferson,S150,Ken Fleming,State Representative,48,,506
Jefferson,S150,Maria Sorolis,State Representative,48,,400
Jefferson,S152,,Ballots Cast,,,536
Jefferson,S152,,Straight Party,,REP,112
Jefferson,S152,,Straight Party,,DEM,125
Jefferson,S152,,Straight Party,,LIB,3
Jefferson,S152,,Straight Party,,AME,0
Jefferson,S152,Vickie Yates B Glisson,U.S. House,3,,245
Jefferson,S152,John A Yarmuth,U.S. House,3,,280
Jefferson,S152,Gregory Boles,U.S. House,3,,8
Jefferson,S152,Jerry T Miller,State Representative,36,,285
Jefferson,S152,Maurice M Sweeney,State Representative,36,,243
Jefferson,S152,Ken Fleming,State Representative,48,,261
Jefferson,S152,Maria Sorolis,State Representative,48,,262
Jefferson,S153,,Ballots Cast,,,953
Jefferson,S153,,Straight Party,,REP,228
Jefferson,S153,,Straight Party,,DEM,229
Jefferson,S153,,Straight Party,,LIB,3
Jefferson,S153,,Straight Party,,AME,1
Jefferson,S153,Vickie Yates B Glisson,U.S. House,3,,429
Jefferson,S153,John A Yarmuth,U.S. House,3,,507
Jefferson,S153,Gregory Boles,U.S. House,3,,14
Jefferson,S153,Ernie Harris,State Senate,26,,443
Jefferson,S153,Karen Berg,State Senate,26,,492
Jefferson,S153,Jody Hurt,State Senate,26,,10
Jefferson,S153,Ken Fleming,State Representative,48,,457
Jefferson,S153,Maria Sorolis,State Representative,48,,481
Jefferson,S156,,Ballots Cast,,,454
Jefferson,S156,,Straight Party,,REP,75
Jefferson,S156,,Straight Party,,DEM,162
Jefferson,S156,,Straight Party,,LIB,2
Jefferson,S156,,Straight Party,,AME,2
Jefferson,S156,Vickie Yates B Glisson,U.S. House,3,,151
Jefferson,S156,John A Yarmuth,U.S. House,3,,294
Jefferson,S156,Gregory Boles,U.S. House,3,,8
Jefferson,S156,Julie Raque Adams,State Senate,36,,174
Jefferson,S156,Sheri A Donahue,State Senate,36,,277
Jefferson,S156,Ken Fleming,State Representative,48,,147
Jefferson,S156,Maria Sorolis,State Representative,48,,301
Jefferson,S160,,Ballots Cast,,,1631
Jefferson,S160,,Straight Party,,REP,461
Jefferson,S160,,Straight Party,,DEM,289
Jefferson,S160,,Straight Party,,LIB,1
Jefferson,S160,,Straight Party,,AME,2
Jefferson,S160,Vickie Yates B Glisson,U.S. House,3,,835
Jefferson,S160,John A Yarmuth,U.S. House,3,,779
Jefferson,S160,Gregory Boles,U.S. House,3,,15
Jefferson,S160,Ernie Harris,State Senate,26,,865
Jefferson,S160,Karen Berg,State Senate,26,,736
Jefferson,S160,Jody Hurt,State Senate,26,,14
Jefferson,S160,Ken Fleming,State Representative,48,,896
Jefferson,S160,Maria Sorolis,State Representative,48,,719
Jefferson,S161,,Ballots Cast,,,495
Jefferson,S161,,Straight Party,,REP,74
Jefferson,S161,,Straight Party,,DEM,93
Jefferson,S161,,Straight Party,,LIB,0
Jefferson,S161,,Straight Party,,AME,0
Jefferson,S161,Vickie Yates B Glisson,U.S. House,3,,200
Jefferson,S161,John A Yarmuth,U.S. House,3,,291
Jefferson,S161,Gregory Boles,U.S. House,3,,4
Jefferson,S161,Ernie Harris,State Senate,26,,201
Jefferson,S161,Karen Berg,State Senate,26,,278
Jefferson,S161,Jody Hurt,State Senate,26,,8
Jefferson,S161,Ken Fleming,State Representative,48,,219
Jefferson,S161,Maria Sorolis,State Representative,48,,271
Jefferson,S164,,Ballots Cast,,,596
Jefferson,S164,,Straight Party,,REP,102
Jefferson,S164,,Straight Party,,DEM,156
Jefferson,S164,,Straight Party,,LIB,2
Jefferson,S164,,Straight Party,,AME,1
Jefferson,S164,Vickie Yates B Glisson,U.S. House,3,,244
Jefferson,S164,John A Yarmuth,U.S. House,3,,343
Jefferson,S164,Gregory Boles,U.S. House,3,,5
Jefferson,S164,Julie Raque Adams,State Senate,36,,276
Jefferson,S164,Sheri A Donahue,State Senate,36,,308
Jefferson,S164,Ken Fleming,State Representative,48,,258
Jefferson,S164,Maria Sorolis,State Representative,48,,325
Jefferson,S165,,Ballots Cast,,,516
Jefferson,S165,,Straight Party,,REP,125
Jefferson,S165,,Straight Party,,DEM,96
Jefferson,S165,,Straight Party,,LIB,0
Jefferson,S165,,Straight Party,,AME,0
Jefferson,S165,Vickie Yates B Glisson,U.S. House,3,,254
Jefferson,S165,John A Yarmuth,U.S. House,3,,259
Jefferson,S165,Gregory Boles,U.S. House,3,,3
Jefferson,S165,Julie Raque Adams,State Senate,36,,293
Jefferson,S165,Sheri A Donahue,State Senate,36,,212
Jefferson,S165,Ken Fleming,State Representative,48,,265
Jefferson,S165,Maria Sorolis,State Representative,48,,239
Jefferson,S166,,Ballots Cast,,,667
Jefferson,S166,,Straight Party,,REP,138
