county,precinct,candidate,office,district,party,votes
Jefferson,A115,,Straight Party,,LIB,0
Jefferson,A115,,Straight Party,,AME,5
Jefferson,A115,Vickie Yates B Glisson,U.S. House,3,,276
Jefferson,A115,John A Yarmuth,U.S. House,3,,226
Jefferson,A115,Gregory Boles,U.S. House,3,,9
Jefferson,A115,Charles W Miller,State Representative,28,,315
Jefferson,A118,,Ballots Cast,,,265
Jefferson,A118,,Straight Party,,REP,85
Jefferson,A118,,Straight Party,,DEM,66
Jefferson,A118,,Straight Party,,LIB,1
Jefferson,A118,,Straight Party,,AME,8
Jefferson,A118,Vickie Yates B Glisson,U.S. House,3,,147
Jefferson,A118,John A Yarmuth,U.S. House,3,,113
Jefferson,A118,Gregory Boles,U.S. House,3,,4
Jefferson,A118,Charles W Miller,State Representative,28,,162
Jefferson,A119,,Ballots Cast,,,474
Jefferson,A119,,Straight Party,,REP,115
Jefferson,A119,,Straight Party,,DEM,98
Jefferson,A119,,Straight Party,,LIB,3
Jefferson,A119,,Straight Party,,AME,3
Jefferson,A119,Vickie Yates B Glisson,U.S. House,3,,246
Jefferson,A119,John A Yarmuth,U.S. House,3,,218
Jefferson,A119,Gregory Boles,U.S. House,3,,6
Jefferson,A119,Charles W Miller,State Representative,28,,299
Jefferson,A121,,Ballots Cast,,,506
Jefferson,A121,,Straight Party,,REP,142
Jefferson,A121,,Straight Party,,DEM,149
Jefferson,A121,,Straight Party,,LIB,3
Jefferson,A121,,Straight Party,,AME,5
Jefferson,A121,Vickie Yates B Glisson,U.S. House,3,,241
Jefferson,A121,John A Yarmuth,U.S. House,3,,248
Jefferson,A121,Gregory Boles,U.S. House,3,,13
Jefferson,A121,Dennis L Parrett,State Senate,10,,314
Jefferson,A121,Charles W Miller,State Representative,28,,318
Jefferson,A123,,Ballots Cast,,,636
Jefferson,A123,,Straight Party,,REP,134
Jefferson,A123,,Straight Party,,DEM,221
Jefferson,A123,,Straight Party,,LIB,2
Jefferson,A123,,Straight Party,,AME,4
Jefferson,A123,Vickie Yates B Glisson,U.S. House,3,,255
Jefferson,A123,John A Yarmuth,U.S. House,3,,372
Jefferson,A123,Gregory Boles,U.S. House,3,,9
Jefferson,A123,Charles W Miller,State Representative,28,,455
Jefferson,A124,,Ballots Cast,,,603
Jefferson,A124,,Straight Party,,REP,153
Jefferson,A124,,Straight Party,,DEM,110
Jefferson,A124,,Straight Party,,LIB,2
Jefferson,A124,,Straight Party,,AME,1
Jefferson,A124,Vickie Yates B Glisson,U.S. House,3,,317
Jefferson,A124,John A Yarmuth,U.S. House,3,,275
Jefferson,A124,Gregory Boles,U.S. House,3,,8
Jefferson,A124,Charles W Miller,State Representative,28,,377
Jefferson,A125,,Ballots Cast,,,691
Jefferson,A125,,Straight Party,,REP,190
Jefferson,A125,,Straight Party,,DEM,133
Jefferson,A125,,Straight Party,,LIB,0
Jefferson,A125,,Straight Party,,AME,4
Jefferson,A125,Vickie Yates B Glisson,U.S. House,3,,392
Jefferson,A125,John A Yarmuth,U.S. House,3,,286
Jefferson,A125,Gregory Boles,U.S. House,3,,10
Jefferson,A125,Charles W Miller,State Representative,28,,405
Jefferson,A126,,Ballots Cast,,,643
Jefferson,A126,,Straight Party,,REP,196
Jefferson,A126,,Straight Party,,DEM,137
Jefferson,A126,,Straight Party,,LIB,0
Jefferson,A126,,Straight Party,,AME,1
Jefferson,A126,Vickie Yates B Glisson,U.S. House,3,,364
Jefferson,A126,John A Yarmuth,U.S. House,3,,271
Jefferson,A126,Gregory Boles,U.S. House,3,,3
Jefferson,A126,Charles W Miller,State Representative,28,,383
Jefferson,A127,,Ballots Cast,,,449
Jefferson,A127,,Straight Party,,REP,111
Jefferson,A127,,Straight Party,,DEM,131
Jefferson,A127,,Straight Party,,LIB,3
Jefferson,A127,,Straight Party,,AME,5
Jefferson,A127,Vickie Yates B Glisson,U.S. House,3,,213
Jefferson,A127,John A Yarmuth,U.S. House,3,,222
Jefferson,A127,Gregory Boles,U.S. House,3,,13
Jefferson,A127,Charles W Miller,State Representative,28,,299
Jefferson,A128,,Ballots Cast,,,487
Jefferson,A128,,Straight Party,,REP,139
Jefferson,A128,,Straight Party,,DEM,125
Jefferson,A128,,Straight Party,,LIB,1
Jefferson,A128,,Straight Party,,AME,7
Jefferson,A128,Vickie Yates B Glisson,U.S. House,3,,255
Jefferson,A128,John A Yarmuth,U.S. House,3,,219
Jefferson,A128,Gregory Boles,U.S. House,3,,10
Jefferson,A128,Charles W Miller,State Representative,28,,315
Jefferson,A129,,Ballots Cast,,,626
Jefferson,A129,,Straight Party,,REP,202
Jefferson,A129,,Straight Party,,DEM,113
Jefferson,A129,,Straight Party,,LIB,2
Jefferson,A129,,Straight Party,,AME,8
Jefferson,A129,Vickie Yates B Glisson,U.S. House,3,,362
Jefferson,A129,John A Yarmuth,U.S. House,3,,246
Jefferson,A129,Gregory Boles,U.S. House,3,,14
Jefferson,A129,Dennis L Parrett,State Senate,10,,344
Jefferson,A129,Charles W Miller,State Representative,28,,360
Jefferson,A130,,Ballots Cast,,,308
Jefferson,A130,,Straight Party,,REP,131
Jefferson,A130,,Straight Party,,DEM,36
Jefferson,A130,,Straight Party,,LIB,0
Jefferson,A130,,Straight Party,,AME,3
Jefferson,A130,Vickie Yates B Glisson,U.S. House,3,,214
Jefferson,A130,John A Yarmuth,U.S. House,3,,86
Jefferson,A130,Gregory Boles,U.S. House,3,,3
Jefferson,A130,Dennis L Parrett,State Senate,10,,124
Jefferson,A130,Charles W Miller,State Representative,28,,134
Jefferson,A131,,Ballots Cast,,,608
Jefferson,A131,,Straight Party,,REP,131
Jefferson,A131,,Straight Party,,DEM,157
Jefferson,A131,,Straight Party,,LIB,4
Jefferson,A131,,Straight Party,,AME,2
Jefferson,A131,Vickie Yates B Glisson,U.S. House,3,,290
Jefferson,A131,John A Yarmuth,U.S. House,3,,310
Jefferson,A131,Gregory Boles,U.S. House,3,,4
Jefferson,A131,Charles W Miller,State Representative,28,,417
Jefferson,A134,,Ballots Cast,,,351
Jefferson,A134,,Straight Party,,REP,127
Jefferson,A134,,Straight Party,,DEM,77
Jefferson,A134,,Straight Party,,LIB,0
Jefferson,A134,,Straight Party,,AME,6
Jefferson,A134,Vickie Yates B Glisson,U.S. House,3,,214
Jefferson,A134,John A Yarmuth,U.S. House,3,,130
Jefferson,A134,Gregory Boles,U.S. House,3,,6
Jefferson,A134,Dennis L Parrett,State Senate,10,,184
Jefferson,A134,Charles W Miller,State Representative,28,,191
Jefferson,A135,,Ballots Cast,,,458
Jefferson,A135,,Straight Party,,REP,114
Jefferson,A135,,Straight Party,,DEM,120
Jefferson,A135,,Straight Party,,LIB,1
Jefferson,A135,,Straight Party,,AME,5
Jefferson,A135,Vickie Yates B Glisson,U.S. House,3,,233
Jefferson,A135,John A Yarmuth,U.S. House,3,,214
Jefferson,A135,Gregory Boles,U.S. House,3,,8
Jefferson,A135,Charles W Miller,State Representative,28,,318
Jefferson,A136,,Ballots Cast,,,295
Jefferson,A136,,Straight Party,,REP,63
Jefferson,A136,,Straight Party,,DEM,79
Jefferson,A136,,Straight Party,,LIB,0
Jefferson,A136,,Straight Party,,AME,0
Jefferson,A136,Vickie Yates B Glisson,U.S. House,3,,119
Jefferson,A136,John A Yarmuth,U.S. House,3,,168
Jefferson,A136,Gregory Boles,U.S. House,3,,6
Jefferson,A136,Charles W Miller,State Representative,28,,220
Jefferson,A139,,Ballots Cast,,,320
Jefferson,A139,,Straight Party,,REP,77
Jefferson,A139,,Straight Party,,DEM,93
Jefferson,A139,,Straight Party,,LIB,3
Jefferson,A139,,Straight Party,,AME,2
Jefferson,A139,Vickie Yates B Glisson,U.S. House,3,,139
Jefferson,A139,John A Yarmuth,U.S. House,3,,166
Jefferson,A139,Gregory Boles,U.S. House,3,,12
Jefferson,A139,Dennis L Parrett,State Senate,10,,199
Jefferson,A139,Charles W Miller,State Representative,28,,207
Jefferson,A140,,Ballots Cast,,,731
Jefferson,A140,,Straight Party,,REP,179
Jefferson,A140,,Straight Party,,DEM,206
Jefferson,A140,,Straight Party,,LIB,3
Jefferson,A140,,Straight Party,,AME,6
Jefferson,A140,Vickie Yates B Glisson,U.S. House,3,,351
Jefferson,A140,John A Yarmuth,U.S. House,3,,359
Jefferson,A140,Gregory Boles,U.S. House,3,,18
Jefferson,A140,Charles W Miller,State Representative,28,,494
Jefferson,A141,,Ballots Cast,,,26
Jefferson,A141,,Straight Party,,REP,5
Jefferson,A141,,Straight Party,,DEM,9
Jefferson,A141,,Straight Party,,LIB,1
Jefferson,A141,,Straight Party,,AME,0
Jefferson,A141,Vickie Yates B Glisson,U.S. House,3,,8
Jefferson,A141,John A Yarmuth,U.S. House,3,,18
Jefferson,A141,Gregory Boles,U.S. House,3,,0
Jefferson,A141,Charles W Miller,State Representative,28,,19
Jefferson,A142,,Ballots Cast,,,166
Jefferson,A142,,Straight Party,,REP,60
Jefferson,A142,,Straight Party,,DEM,40
Jefferson,A142,,Straight Party,,LIB,0
Jefferson,A142,,Straight Party,,AME,2
Jefferson,A142,Vickie Yates B Glisson,U.S. House,3,,93
Jefferson,A142,John A Yarmuth,U.S. House,3,,69
Jefferson,A142,Gregory Boles,U.S. House,3,,4
Jefferson,A142,Dennis L Parrett,State Senate,10,,91
Jefferson,A142,Charles W Miller,State Representative,28,,94
Jefferson,A143,,Ballots Cast,,,6
Jefferson,A143,,Straight Party,,REP,2
Jefferson,A143,,Straight Party,,DEM,2
Jefferson,A143,,Straight Party,,LIB,0
Jefferson,A143,,Straight Party,,AME,0
Jefferson,A143,Vickie Yates B Glisson,U.S. House,3,,3
Jefferson,A143,John A Yarmuth,U.S. House,3,,3
Jefferson,A143,Gregory Boles,U.S. House,3,,0
Jefferson,A143,Charles W Miller,State Representative,28,,2
Jefferson,B124,,Ballots Cast,,,587
Jefferson,B124,,Straight Party,,REP,168
Jefferson,B124,,Straight Party,,DEM,130
Jefferson,B124,,Straight Party,,LIB,2
Jefferson,B124,,Straight Party,,AME,3
Jefferson,B124,Vickie Yates B Glisson,U.S. House,3,,285
Jefferson,B124,John A Yarmuth,U.S. House,3,,291
Jefferson,B124,Gregory Boles,U.S. House,3,,5
Jefferson,B124,Dan Malano Seum,State Senate,38,,300
Jefferson,B124,"Brenda Sue ""Susie"" Board",State Senate,38,,200
Jefferson,B124,Kevin D Bratcher,State Representative,29,,293
Jefferson,B124,Ronel A Brown,State Representative,29,,287
Jefferson,B132,,Ballots Cast,,,799
Jefferson,B132,,Straight Party,,REP,227
Jefferson,B132,,Straight Party,,DEM,135
Jefferson,B132,,Straight Party,,LIB,2
Jefferson,B132,,Straight Party,,AME,6
Jefferson,B132,Vickie Yates B Glisson,U.S. House,3,,452
Jefferson,B132,John A Yarmuth,U.S. House,3,,335
Jefferson,B132,Gregory Boles,U.S. House,3,,10
Jefferson,B132,Kevin D Bratcher,State Representative,29,,459
Jefferson,B132,Ronel A Brown,State Representative,29,,331
Jefferson,B133,,Ballots Cast,,,817
Jefferson,B133,,Straight Party,,REP,229
Jefferson,B133,,Straight Party,,DEM,159
Jefferson,B133,,Straight Party,,LIB,1
Jefferson,B133,,Straight Party,,AME,4
Jefferson,B133,Vickie Yates B Glisson,U.S. House,3,,441
Jefferson,B133,John A Yarmuth,U.S. House,3,,368
Jefferson,B133,Gregory Boles,U.S. House,3,,4
Jefferson,B133,Kevin D Bratcher,State Representative,29,,456
Jefferson,B133,Ronel A Brown,State Representative,29,,343
Jefferson,B134,,Ballots Cast,,,1174
Jefferson,B134,,Straight Party,,REP,312
Jefferson,B134,,Straight Party,,DEM,271
Jefferson,B134,,Straight Party,,LIB,6
Jefferson,B134,,Straight Party,,AME,4
Jefferson,B134,Vickie Yates B Glisson,U.S. House,3,,610
Jefferson,B134,John A Yarmuth,U.S. House,3,,549
Jefferson,B134,Gregory Boles,U.S. House,3,,12
Jefferson,B134,Dan Malano Seum,State Senate,38,,626
Jefferson,B134,"Brenda Sue ""Susie"" Board",State Senate,38,,355
Jefferson,B134,Christina O'Connor,State Representative,30,,611
Jefferson,B134,Tom Burch ,State Representative,30,,558
Jefferson,B149,,Ballots Cast,,,455
Jefferson,B149,,Straight Party,,REP,121
Jefferson,B149,,Straight Party,,DEM,86
Jefferson,B149,,Straight Party,,LIB,2
Jefferson,B149,,Straight Party,,AME,4
Jefferson,B149,Vickie Yates B Glisson,U.S. House,3,,260
Jefferson,B149,John A Yarmuth,U.S. House,3,,189
Jefferson,B149,Gregory Boles,U.S. House,3,,5
Jefferson,B149,Dan Malano Seum,State Senate,38,,281
Jefferson,B149,"Brenda Sue ""Susie"" Board",State Senate,38,,119
Jefferson,B149,Kevin D Bratcher,State Representative,29,,265
Jefferson,B149,Ronel A Brown,State Representative,29,,181
Jefferson,B151,,Ballots Cast,,,921
Jefferson,B151,,Straight Party,,REP,204
Jefferson,B151,,Straight Party,,DEM,196
Jefferson,B151,,Straight Party,,LIB,1
Jefferson,B151,,Straight Party,,AME,6
Jefferson,B151,Vickie Yates B Glisson,U.S. House,3,,435
Jefferson,B151,John A Yarmuth,U.S. House,3,,477
Jefferson,B151,Gregory Boles,U.S. House,3,,9
Jefferson,B151,Jimmy Higdon,State Senate,14,,424
Jefferson,B151,Stephanie Compton,State Senate,14,,481
Jefferson,B151,Kevin D Bratcher,State Representative,29,,434
Jefferson,B151,Ronel A Brown,State Representative,29,,480
Jefferson,B153,,Ballots Cast,,,50
Jefferson,B153,,Straight Party,,REP,23
Jefferson,B153,,Straight Party,,DEM,10
Jefferson,B153,,Straight Party,,LIB,0
Jefferson,B153,,Straight Party,,AME,0
Jefferson,B153,Vickie Yates B Glisson,U.S. House,3,,29
Jefferson,B153,John A Yarmuth,U.S. House,3,,18
Jefferson,B153,Gregory Boles,U.S. House,3,,1
Jefferson,B153,Jimmy Higdon,State Senate,14,,28
Jefferson,B153,Stephanie Compton,State Senate,14,,20
Jefferson,B153,Kevin D Bratcher,State Representative,29,,27
Jefferson,B153,Ronel A Brown,State Representative,29,,21
Jefferson,B154,,Ballots Cast,,,587
Jefferson,B154,,Straight Party,,REP,133
Jefferson,B154,,Straight Party,,DEM,160
Jefferson,B154,,Straight Party,,LIB,2
Jefferson,B154,,Straight Party,,AME,2
Jefferson,B154,Vickie Yates B Glisson,U.S. House,3,,250
Jefferson,B154,John A Yarmuth,U.S. House,3,,325
Jefferson,B154,Gregory Boles,U.S. House,3,,12
Jefferson,B154,Jimmy Higdon,State Senate,14,,261
Jefferson,B154,Stephanie Compton,State Senate,14,,316
Jefferson,B154,Kevin D Bratcher,State Representative,29,,257
Jefferson,B154,Ronel A Brown,State Representative,29,,323
Jefferson,B155,,Ballots Cast,,,455
Jefferson,B155,,Straight Party,,REP,95
Jefferson,B155,,Straight Party,,DEM,145
Jefferson,B155,,Straight Party,,LIB,1
Jefferson,B155,,Straight Party,,AME,2
Jefferson,B155,Vickie Yates B Glisson,U.S. House,3,,172
Jefferson,B155,John A Yarmuth,U.S. House,3,,268
Jefferson,B155,Gregory Boles,U.S. House,3,,11
Jefferson,B155,Kevin D Bratcher,State Representative,29,,184
Jefferson,B155,Ronel A Brown,State Representative,29,,268
Jefferson,B156,,Ballots Cast,,,833
Jefferson,B156,,Straight Party,,REP,198
Jefferson,B156,,Straight Party,,DEM,196
Jefferson,B156,,Straight Party,,LIB,3
Jefferson,B156,,Straight Party,,AME,2
Jefferson,B156,Vickie Yates B Glisson,U.S. House,3,,382
Jefferson,B156,John A Yarmuth,U.S. House,3,,436
Jefferson,B156,Gregory Boles,U.S. House,3,,12
Jefferson,B156,Kevin D Bratcher,State Representative,29,,377
Jefferson,B156,Ronel A Brown,State Representative,29,,443
Jefferson,B157,,Ballots Cast,,,1119
Jefferson,B157,,Straight Party,,REP,245
Jefferson,B157,,Straight Party,,DEM,283
Jefferson,B157,,Straight Party,,LIB,4
Jefferson,B157,,Straight Party,,AME,8
Jefferson,B157,Vickie Yates B Glisson,U.S. House,3,,509
Jefferson,B157,John A Yarmuth,U.S. House,3,,585
Jefferson,B157,Gregory Boles,U.S. House,3,,23
Jefferson,B157,Kevin D Bratcher,State Representative,29,,529
Jefferson,B157,Ronel A Brown,State Representative,29,,578
Jefferson,B158,,Ballots Cast,,,863
Jefferson,B158,,Straight Party,,REP,292
Jefferson,B158,,Straight Party,,DEM,150
Jefferson,B158,,Straight Party,,LIB,0
Jefferson,B158,,Straight Party,,AME,3
Jefferson,B158,Vickie Yates B Glisson,U.S. House,3,,543
Jefferson,B158,John A Yarmuth,U.S. House,3,,308
Jefferson,B158,Gregory Boles,U.S. House,3,,9
Jefferson,B158,Dan Malano Seum,State Senate,38,,558
Jefferson,B158,"Brenda Sue ""Susie"" Board",State Senate,38,,166
Jefferson,B158,Kevin D Bratcher,State Representative,29,,543
Jefferson,B158,Ronel A Brown,State Representative,29,,312
Jefferson,B159,,Ballots Cast,,,1365
Jefferson,B159,,Straight Party,,REP,344
Jefferson,B159,,Straight Party,,DEM,325
Jefferson,B159,,Straight Party,,LIB,5
Jefferson,B159,,Straight Party,,AME,3
Jefferson,B159,Vickie Yates B Glisson,U.S. House,3,,694
Jefferson,B159,John A Yarmuth,U.S. House,3,,651
Jefferson,B159,Gregory Boles,U.S. House,3,,16
Jefferson,B159,Jimmy Higdon,State Senate,14,,684
Jefferson,B159,Stephanie Compton,State Senate,14,,655
Jefferson,B159,Kevin D Bratcher,State Representative,29,,691
Jefferson,B159,Ronel A Brown,State Representative,29,,650
Jefferson,B160,,Ballots Cast,,,456
Jefferson,B160,,Straight Party,,REP,120
Jefferson,B160,,Straight Party,,DEM,99
Jefferson,B160,,Straight Party,,LIB,0
Jefferson,B160,,Straight Party,,AME,1
Jefferson,B160,Vickie Yates B Glisson,U.S. House,3,,241
Jefferson,B160,John A Yarmuth,U.S. House,3,,208
Jefferson,B160,Gregory Boles,U.S. House,3,,4
Jefferson,B160,Kevin D Bratcher,State Representative,29,,244
Jefferson,B160,Ronel A Brown,State Representative,29,,204
Jefferson,B161,,Ballots Cast,,,85
Jefferson,B161,,Straight Party,,REP,26
Jefferson,B161,,Straight Party,,DEM,16
Jefferson,B161,,Straight Party,,LIB,0
Jefferson,B161,,Straight Party,,AME,2
Jefferson,B161,Thomas Massie,U.S. House,4,,51
Jefferson,B161,Seth Hall,U.S. House,4,,32
Jefferson,B161,Mike Moffett,U.S. House,4,,2
Jefferson,B161,Jimmy Higdon,State Senate,14,,48
Jefferson,B161,Stephanie Compton,State Senate,14,,35
Jefferson,B161,Kevin D Bratcher,State Representative,29,,46
Jefferson,B161,Ronel A Brown,State Representative,29,,36
Jefferson,B162,,Ballots Cast,,,783
Jefferson,B162,,Straight Party,,REP,255
Jefferson,B162,,Straight Party,,DEM,129
Jefferson,B162,,Straight Party,,LIB,8
Jefferson,B162,,Straight Party,,AME,2
Jefferson,B162,Vickie Yates B Glisson,U.S. House,3,,783
Jefferson,B162,John A Yarmuth,U.S. House,3,,491
Jefferson,B162,Gregory Boles,U.S. House,3,,283
Jefferson,B162,Thomas Massie,U.S. House,4,,4
Jefferson,B162,Dan Malano Seum,State Senate,38,,497
Jefferson,B162,"Brenda Sue ""Susie"" Board",State Senate,38,,202
Jefferson,B162,Kevin D Bratcher,State Representative,29,,491
Jefferson,B162,Ronel A Brown,State Representative,29,,281
Jefferson,B163,,Ballots Cast,,,759
Jefferson,B163,,Straight Party,,REP,166
Jefferson,B163,,Straight Party,,DEM,213
Jefferson,B163,,Straight Party,,LIB,5
Jefferson,B163,,Straight Party,,AME,8
Jefferson,B163,Vickie Yates B Glisson,U.S. House,3,,321
Jefferson,B163,John A Yarmuth,U.S. House,3,,420
Jefferson,B163,Gregory Boles,U.S. House,3,,15
Jefferson,B163,Jimmy Higdon,State Senate,14,,324
Jefferson,B163,Stephanie Compton,State Senate,14,,421
Jefferson,B163,Kevin D Bratcher,State Representative,29,,328
Jefferson,B163,Ronel A Brown,State Representative,29,,423
Jefferson,B166,,Ballots Cast,,,494
Jefferson,B166,,Straight Party,,REP,133
Jefferson,B166,,Straight Party,,DEM,117
Jefferson,B166,,Straight Party,,LIB,2
Jefferson,B166,,Straight Party,,AME,0
Jefferson,B166,Vickie Yates B Glisson,U.S. House,3,,246
Jefferson,B166,John A Yarmuth,U.S. House,3,,239
Jefferson,B166,Gregory Boles,U.S. House,3,,9
Jefferson,B166,Jimmy Higdon,State Senate,14,,244
Jefferson,B166,Stephanie Compton,State Senate,14,,235
Jefferson,B166,Kevin D Bratcher,State Representative,29,,251
Jefferson,B166,Ronel A Brown,State Representative,29,,234
Jefferson,B168,,Ballots Cast,,,762
Jefferson,B168,,Straight Party,,REP,204
Jefferson,B168,,Straight Party,,DEM,186
Jefferson,B168,,Straight Party,,LIB,2
Jefferson,B168,,Straight Party,,AME,4
Jefferson,B168,Vickie Yates B Glisson,U.S. House,3,,367
Jefferson,B168,John A Yarmuth,U.S. House,3,,383
Jefferson,B168,Gregory Boles,U.S. House,3,,11
Jefferson,B168,Jimmy Higdon,State Senate,14,,370
Jefferson,B168,Stephanie Compton,State Senate,14,,381
Jefferson,B168,Kevin D Bratcher,State Representative,29,,369
Jefferson,B168,Ronel A Brown,State Representative,29,,385
Jefferson,B169,,Ballots Cast,,,556
Jefferson,B169,,Straight Party,,REP,148
Jefferson,B169,,Straight Party,,DEM,109
Jefferson,B169,,Straight Party,,LIB,1
Jefferson,B169,,Straight Party,,AME,3
Jefferson,B169,Vickie Yates B Glisson,U.S. House,3,,301
Jefferson,B169,John A Yarmuth,U.S. House,3,,241
Jefferson,B169,Gregory Boles,U.S. House,3,,10
Jefferson,B169,Dan Malano Seum,State Senate,38,,311
Jefferson,B169,"Brenda Sue ""Susie"" Board",State Senate,38,,160
Jefferson,B169,Kevin D Bratcher,State Representative,29,,308
Jefferson,B169,Ronel A Brown,State Representative,29,,236
Jefferson,B170,,Ballots Cast,,,528
Jefferson,B170,,Straight Party,,REP,107
Jefferson,B170,,Straight Party,,DEM,116
Jefferson,B170,,Straight Party,,LIB,0
Jefferson,B170,,Straight Party,,AME,3
Jefferson,B170,Vickie Yates B Glisson,U.S. House,3,,253
Jefferson,B170,John A Yarmuth,U.S. House,3,,260
Jefferson,B170,Gregory Boles,U.S. House,3,,11
Jefferson,B170,Paul R. Hornback,State Senate,20,,272
Jefferson,B170,Dave Suetholz,State Senate,20,,248
Jefferson,B170,Kevin D Bratcher,State Representative,29,,278
Jefferson,B170,Ronel A Brown,State Representative,29,,243
Jefferson,B172,,Ballots Cast,,,1164
Jefferson,B172,,Straight Party,,REP,277
Jefferson,B172,,Straight Party,,DEM,251
Jefferson,B172,,Straight Party,,LIB,1
Jefferson,B172,,Straight Party,,AME,7
Jefferson,B172,Vickie Yates B Glisson,U.S. House,3,,579
Jefferson,B172,John A Yarmuth,U.S. House,3,,570
Jefferson,B172,Gregory Boles,U.S. House,3,,12
Jefferson,B172,Jimmy Higdon,State Senate,14,,585
Jefferson,B172,Stephanie Compton,State Senate,14,,565
Jefferson,B172,Kevin D Bratcher,State Representative,29,,593
Jefferson,B172,Ronel A Brown,State Representative,29,,558
Jefferson,B173,,Ballots Cast,,,839
Jefferson,B173,,Straight Party,,REP,240
Jefferson,B173,,Straight Party,,DEM,175
Jefferson,B173,,Straight Party,,LIB,4
Jefferson,B173,,Straight Party,,AME,6
Jefferson,B173,Vickie Yates B Glisson,U.S. House,3,,466
Jefferson,B173,John A Yarmuth,U.S. House,3,,362
Jefferson,B173,Gregory Boles,U.S. House,3,,7
Jefferson,B173,Dan Malano Seum,State Senate,38,,469
Jefferson,B173,"Brenda Sue ""Susie"" Board",State Senate,38,,224
Jefferson,B173,Kevin D Bratcher,State Representative,29,,468
Jefferson,B173,Ronel A Brown,State Representative,29,,352
Jefferson,B175,,Ballots Cast,,,786
Jefferson,B175,,Straight Party,,REP,229
Jefferson,B175,,Straight Party,,DEM,170
Jefferson,B175,,Straight Party,,LIB,4
Jefferson,B175,,Straight Party,,AME,4
Jefferson,B175,Vickie Yates B Glisson,U.S. House,3,,436
Jefferson,B175,John A Yarmuth,U.S. House,3,,340
Jefferson,B175,Gregory Boles,U.S. House,3,,6
Jefferson,B175,Dan Malano Seum,State Senate,38,,447
Jefferson,B175,"Brenda Sue ""Susie"" Board",State Senate,38,,207
Jefferson,B175,Kevin D Bratcher,State Representative,29,,452
Jefferson,B175,Ronel A Brown,State Representative,29,,321
Jefferson,B177,,Ballots Cast,,,903
Jefferson,B177,,Straight Party,,REP,269
Jefferson,B177,,Straight Party,,DEM,157
Jefferson,B177,,Straight Party,,LIB,0
Jefferson,B177,,Straight Party,,AME,4
Jefferson,B177,Vickie Yates B Glisson,U.S. House,3,,534
Jefferson,B177,John A Yarmuth,U.S. House,3,,356
Jefferson,B177,Gregory Boles,U.S. House,3,,9
Jefferson,B177,Jimmy Higdon,State Senate,14,,535
