county,precinct,office,district,party,candidate,eslate,escan,absentee_eslate,absentee_mail,absentee_walk_in,votes
Clark,Ecton,U.S. House,6,REP,Andy Barr,154,303,,,,457
Clark,Absentee,U.S. House,6,DEM,Amy McGrath,,,132,83,107,322
Clark,Becknerville,U.S. House,6,DEM,Amy McGrath,69,245,,,,314
Clark,Boonesboro,U.S. House,6,DEM,Amy McGrath,66,100,,,,166
Clark,Hampton,U.S. House,6,DEM,Amy McGrath,59,187,,,,246
Clark,Stoneybrook,U.S. House,6,DEM,Amy McGrath,81,141,,,,222
Clark,Calmes,U.S. House,6,DEM,Amy McGrath,78,93,,,,171
Clark,Forest Grove,U.S. House,6,DEM,Amy McGrath,58,188,,,,246
Clark,Garner,U.S. House,6,DEM,Amy McGrath,54,60,,,,114
Clark,Goodes,U.S. House,6,DEM,Amy McGrath,45,71,,,,116
Clark,Pinchem,U.S. House,6,DEM,Amy McGrath,47,146,,,,193
Clark,Ecton,U.S. House,6,DEM,Amy McGrath,83,130,,,,213
Clark,Absentee,U.S. House,6,LIB,Frank Harris,,,1,0,0,1
Clark,Becknerville,U.S. House,6,LIB,Frank Harris,0,7,,,,7
Clark,Boonesboro,U.S. House,6,LIB,Frank Harris,1,2,,,,3
Clark,Hampton,U.S. House,6,LIB,Frank Harris,3,3,,,,6
Clark,Stoneybrook,U.S. House,6,LIB,Frank Harris,1,3,,,,4
Clark,Calmes,U.S. House,6,LIB,Frank Harris,0,3,,,,3
Clark,Forest Grove,U.S. House,6,LIB,Frank Harris,0,6,,,,6
Clark,Garner,U.S. House,6,LIB,Frank Harris,0,2,,,,2
Clark,Goodes,U.S. House,6,LIB,Frank Harris,1,2,,,,3
Clark,Pinchem,U.S. House,6,LIB,Frank Harris,0,3,,,,3
Clark,Ecton,U.S. House,6,LIB,Frank Harris,0,3,,,,3
Clark,Absentee,U.S. House,6,IND,Rikka L. Wallin,,,1,0,0,1
Clark,Becknerville,U.S. House,6,IND,Rikka L. Wallin,1,0,,,,1
Clark,Boonesboro,U.S. House,6,IND,Rikka L. Wallin,2,3,,,,5
Clark,Hampton,U.S. House,6,IND,Rikka L. Wallin,1,1,,,,2
Clark,Stoneybrook,U.S. House,6,IND,Rikka L. Wallin,1,0,,,,1
Clark,Calmes,U.S. House,6,IND,Rikka L. Wallin,0,0,,,,0
Clark,Forest Grove,U.S. House,6,IND,Rikka L. Wallin,1,0,,,,1
Clark,Garner,U.S. House,6,IND,Rikka L. Wallin,0,0,,,,0
Clark,Goodes,U.S. House,6,IND,Rikka L. Wallin,1,2,,,,3
Clark,Pinchem,U.S. House,6,IND,Rikka L. Wallin,0,3,,,,3
Clark,Ecton,U.S. House,6,IND,Rikka L. Wallin,0,1,,,,1
Clark,Absentee,U.S. House,6,IND,James Germalic,,,1,0,0,1
Clark,Becknerville,U.S. House,6,IND,James Germalic,0,0,,,,0
Clark,Boonesboro,U.S. House,6,IND,James Germalic,0,1,,,,1
Clark,Hampton,U.S. House,6,IND,James Germalic,0,1,,,,1
Clark,Stoneybrook,U.S. House,6,IND,James Germalic,0,1,,,,1
Clark,Calmes,U.S. House,6,IND,James Germalic,0,0,,,,0
Clark,Forest Grove,U.S. House,6,IND,James Germalic,0,2,,,,2
Clark,Garner,U.S. House,6,IND,James Germalic,0,0,,,,0
Clark,Goodes,U.S. House,6,IND,James Germalic,1,2,,,,3
Clark,Pinchem,U.S. House,6,IND,James Germalic,2,1,,,,3
Clark,Ecton,U.S. House,6,IND,James Germalic,0,1,,,,1
Clark,Absentee,State Senate,28,REP,Ralph Alvarado,,,234,63,170,467
Clark,Becknerville,State Senate,28,REP,Ralph Alvarado,138,509,,,,647
Clark,Boonesboro,State Senate,28,REP,Ralph Alvarado,107,235,,,,342
Clark,Hampton,State Senate,28,REP,Ralph Alvarado,73,283,,,,356
Clark,Stoneybrook,State Senate,28,REP,Ralph Alvarado,137,334,,,,471
Clark,Calmes,State Senate,28,REP,Ralph Alvarado,122,265,,,,387
Clark,Forest Grove,State Senate,28,REP,Ralph Alvarado,115,363,,,,478
Clark,Garner,State Senate,28,REP,Ralph Alvarado,83,82,,,,165
Clark,Goodes,State Senate,28,REP,Ralph Alvarado,103,228,,,,331
Clark,Pinchem,State Senate,28,REP,Ralph Alvarado,99,297,,,,396
Clark,Ecton,State Senate,28,REP,Ralph Alvarado,148,289,,,,437
Clark,Absentee,State Senate,28,DEM,Denise Gray,,,132,85,103,320
Clark,Becknerville,State Senate,28,DEM,Denise Gray,77,252,,,,329
Clark,Boonesboro,State Senate,28,DEM,Denise Gray,70,115,,,,185
Clark,Hampton,State Senate,28,DEM,Denise Gray,66,193,,,,259
Clark,Stoneybrook,State Senate,28,DEM,Denise Gray,91,154,,,,245
Clark,Calmes,State Senate,28,DEM,Denise Gray,74,122,,,,196
Clark,Forest Grove,State Senate,28,DEM,Denise Gray,74,203,,,,277
Clark,Garner,State Senate,28,DEM,Denise Gray,45,65,,,,110
Clark,Goodes,State Senate,28,DEM,Denise Gray,48,84,,,,132
Clark,Pinchem,State Senate,28,DEM,Denise Gray,46,131,,,,177
Clark,Ecton,State Senate,28,DEM,Denise Gray,92,144,,,,236
Clark,Absentee,State House,73,REP,Les Yates,,,241,63,168,472
Clark,Becknerville,State House,73,REP,Les Yates,149,539,,,,688
Clark,Boonesboro,State House,73,REP,Les Yates,115,232,,,,347
Clark,Hampton,State House,73,REP,Les Yates,73,300,,,,373
Clark,Stoneybrook,State House,73,REP,Les Yates,150,342,,,,492
Clark,Calmes,State House,73,REP,Les Yates,134,288,,,,422
Clark,Forest Grove,State House,73,REP,Les Yates,129,402,,,,531
Clark,Garner,State House,73,REP,Les Yates,75,77,,,,152
Clark,Goodes,State House,73,REP,Les Yates,102,212,,,,314
Clark,Pinchem,State House,73,REP,Les Yates,102,294,,,,396
Clark,Ecton,State House,73,REP,Les Yates,160,299,,,,459
Clark,Absentee,State House,73,DEM,Pat Banks,,,115,82,97,294
Clark,Becknerville,State House,73,DEM,Pat Banks,58,218,,,,276
Clark,Boonesboro,State House,73,DEM,Pat Banks,59,107,,,,166
Clark,Hampton,State House,73,DEM,Pat Banks,62,162,,,,224
Clark,Stoneybrook,State House,73,DEM,Pat Banks,74,128,,,,202
Clark,Calmes,State House,73,DEM,Pat Banks,55,87,,,,142
Clark,Forest Grove,State House,73,DEM,Pat Banks,52,164,,,,216
Clark,Garner,State House,73,DEM,Pat Banks,53,62,,,,115
Clark,Goodes,State House,73,DEM,Pat Banks,44,82,,,,126
Clark,Pinchem,State House,73,DEM,Pat Banks,43,117,,,,160
Clark,Ecton,State House,73,DEM,Pat Banks,73,122,,,,195
Clark,Franklin,Straight Party,,REP,Republican,33,81,,,,114
Clark,Kiddville,Straight Party,,REP,Republican,53,121,,,,174
Clark,Wades Mill,Straight Party,,REP,Republican,54,132,,,,186
Clark,Mt. Abbott,Straight Party,,REP,Republican,22,15,,,,37
Clark,Renick,Straight Party,,REP,Republican,53,132,,,,185
Clark,Vanmeter,Straight Party,,REP,Republican,40,107,,,,147
Clark,Victory,Straight Party,,REP,Republican,34,72,,,,106
Clark,McClure,Straight Party,,REP,Republican,26,47,,,,73
Clark,Sphar,Straight Party,,REP,Republican,61,190,,,,251
Clark,Sunset,Straight Party,,REP,Republican,30,37,,,,67
Clark,City Hall,Straight Party,,REP,Republican,12,8,,,,20
Clark,Franklin,Straight Party,,DEM,Democratic,14,56,,,,70
Clark,Kiddville,Straight Party,,DEM,Democratic,15,54,,,,69
Clark,Wades Mill,Straight Party,,DEM,Democratic,20,52,,,,72
Clark,Mt. Abbott,Straight Party,,DEM,Democratic,13,11,,,,24
Clark,Renick,Straight Party,,DEM,Democratic,46,136,,,,182
Clark,Vanmeter,Straight Party,,DEM,Democratic,16,45,,,,61
Clark,Victory,Straight Party,,DEM,Democratic,37,102,,,,139
Clark,McClure,Straight Party,,DEM,Democratic,13,30,,,,43
Clark,Sphar,Straight Party,,DEM,Democratic,47,140,,,,187
Clark,Sunset,Straight Party,,DEM,Democratic,23,27,,,,50
Clark,City Hall,Straight Party,,DEM,Democratic,47,45,,,,92
Clark,Franklin,Straight Party,,LIB,Libertarian,0,3,,,,3
Clark,Kiddville,Straight Party,,LIB,Libertarian,0,6,,,,6
Clark,Wades Mill,Straight Party,,LIB,Libertarian,0,2,,,,2
Clark,Mt. Abbott,Straight Party,,LIB,Libertarian,1,2,,,,3
Clark,Renick,Straight Party,,LIB,Libertarian,4,6,,,,10
Clark,Vanmeter,Straight Party,,LIB,Libertarian,2,4,,,,6
Clark,Victory,Straight Party,,LIB,Libertarian,2,1,,,,3
Clark,McClure,Straight Party,,LIB,Libertarian,0,3,,,,3
Clark,Sphar,Straight Party,,LIB,Libertarian,0,10,,,,10
Clark,Sunset,Straight Party,,LIB,Libertarian,0,4,,,,4
Clark,City Hall,Straight Party,,LIB,Libertarian,1,0,,,,1
Clark,Franklin,U.S. House,6,REP,Andy Barr,105,223,,,,328
Clark,Kiddville,U.S. House,6,REP,Andy Barr,129,442,,,,571
Clark,Wades Mill,U.S. House,6,REP,Andy Barr,142,356,,,,498
Clark,Mt. Abbott,U.S. House,6,REP,Andy Barr,47,37,,,,84
Clark,Renick,U.S. House,6,REP,Andy Barr,114,298,,,,412
Clark,Vanmeter,U.S. House,6,REP,Andy Barr,114,230,,,,344
Clark,Victory,U.S. House,6,REP,Andy Barr,83,193,,,,276
Clark,McClure,U.S. House,6,REP,Andy Barr,90,140,,,,230
Clark,Sphar,U.S. House,6,REP,Andy Barr,136,558,,,,694
Clark,Sunset,U.S. House,6,REP,Andy Barr,84,139,,,,223
Clark,City Hall,U.S. House,6,REP,Andy Barr,24,19,,,,43
Clark,Franklin,U.S. House,6,DEM,Amy McGrath,74,115,,,,189
Clark,Kiddville,U.S. House,6,DEM,Amy McGrath,42,152,,,,194
Clark,Wades Mill,U.S. House,6,DEM,Amy McGrath,59,149,,,,208
Clark,Mt. Abbott,U.S. House,6,DEM,Amy McGrath,22,22,,,,44
Clark,Renick,U.S. House,6,DEM,Amy McGrath,97,265,,,,362
Clark,Vanmeter,U.S. House,6,DEM,Amy McGrath,51,106,,,,157
Clark,Victory,U.S. House,6,DEM,Amy McGrath,78,196,,,,274
Clark,McClure,U.S. House,6,DEM,Amy McGrath,63,83,,,,146
Clark,Sphar,U.S. House,6,DEM,Amy McGrath,94,336,,,,430
Clark,Sunset,U.S. House,6,DEM,Amy McGrath,48,61,,,,109
Clark,City Hall,U.S. House,6,DEM,Amy McGrath,86,79,,,,165
Clark,Franklin,U.S. House,6,LIB,Frank Harris,1,5,,,,6
Clark,Kiddville,U.S. House,6,LIB,Frank Harris,0,4,,,,4
Clark,Wades Mill,U.S. House,6,LIB,Frank Harris,3,4,,,,7
Clark,Mt. Abbott,U.S. House,6,LIB,Frank Harris,1,0,,,,1
Clark,Renick,U.S. House,6,LIB,Frank Harris,2,10,,,,12
Clark,Vanmeter,U.S. House,6,LIB,Frank Harris,1,1,,,,2
Clark,Victory,U.S. House,6,LIB,Frank Harris,1,4,,,,5
Clark,McClure,U.S. House,6,LIB,Frank Harris,1,2,,,,3
Clark,Sphar,U.S. House,6,LIB,Frank Harris,0,8,,,,8
Clark,Sunset,U.S. House,6,LIB,Frank Harris,4,1,,,,5
Clark,City Hall,U.S. House,6,LIB,Frank Harris,2,1,,,,3
Clark,Franklin,U.S. House,6,IND,Rikka L. Wallin,2,0,,,,2
Clark,Kiddville,U.S. House,6,IND,Rikka L. Wallin,1,2,,,,3
Clark,Wades Mill,U.S. House,6,IND,Rikka L. Wallin,1,1,,,,2
Clark,Mt. Abbott,U.S. House,6,IND,Rikka L. Wallin,0,0,,,,0
Clark,Renick,U.S. House,6,IND,Rikka L. Wallin,2,0,,,,2
Clark,Vanmeter,U.S. House,6,IND,Rikka L. Wallin,0,0,,,,0
Clark,Victory,U.S. House,6,IND,Rikka L. Wallin,0,2,,,,2
Clark,McClure,U.S. House,6,IND,Rikka L. Wallin,1,0,,,,1
Clark,Sphar,U.S. House,6,IND,Rikka L. Wallin,0,1,,,,1
Clark,Sunset,U.S. House,6,IND,Rikka L. Wallin,0,0,,,,0
Clark,City Hall,U.S. House,6,IND,Rikka L. Wallin,0,0,,,,0
Clark,Franklin,U.S. House,6,IND,James Germalic,1,0,,,,1
Clark,Kiddville,U.S. House,6,IND,James Germalic,0,1,,,,1
Clark,Wades Mill,U.S. House,6,IND,James Germalic,0,1,,,,1
Clark,Mt. Abbott,U.S. House,6,IND,James Germalic,0,0,,,,0
Clark,Renick,U.S. House,6,IND,James Germalic,0,0,,,,0
Clark,Vanmeter,U.S. House,6,IND,James Germalic,0,3,,,,3
Clark,Victory,U.S. House,6,IND,James Germalic,0,2,,,,2
Clark,McClure,U.S. House,6,IND,James Germalic,1,0,,,,1
Clark,Sphar,U.S. House,6,IND,James Germalic,0,2,,,,2
Clark,Sunset,U.S. House,6,IND,James Germalic,0,0,,,,0
Clark,City Hall,U.S. House,6,IND,James Germalic,0,0,,,,0
Clark,Franklin,State Senate,28,REP,Ralph Alvarado,110,218,,,,328
Clark,Kiddville,State Senate,28,REP,Ralph Alvarado,120,421,,,,541
Clark,Wades Mill,State Senate,28,REP,Ralph Alvarado,134,351,,,,485
Clark,Mt. Abbott,State Senate,28,REP,Ralph Alvarado,42,37,,,,79
Clark,Renick,State Senate,28,REP,Ralph Alvarado,111,311,,,,422
Clark,Vanmeter,State Senate,28,REP,Ralph Alvarado,110,229,,,,339
Clark,Victory,State Senate,28,REP,Ralph Alvarado,80,212,,,,292
Clark,McClure,State Senate,28,REP,Ralph Alvarado,87,128,,,,215
Clark,Sphar,State Senate,28,REP,Ralph Alvarado,132,544,,,,676
Clark,Sunset,State Senate,28,REP,Ralph Alvarado,83,127,,,,210
Clark,City Hall,State Senate,28,REP,Ralph Alvarado,26,21,,,,47
Clark,Franklin,State Senate,28,DEM,Denise Gray,72,123,,,,195
Clark,Kiddville,State Senate,28,DEM,Denise Gray,51,166,,,,217
Clark,Wades Mill,State Senate,28,DEM,Denise Gray,71,157,,,,228
Clark,Mt. Abbott,State Senate,28,DEM,Denise Gray,26,20,,,,46
Clark,Renick,State Senate,28,DEM,Denise Gray,99,257,,,,356
Clark,Vanmeter,State Senate,28,DEM,Denise Gray,51,109,,,,160
Clark,Victory,State Senate,28,DEM,Denise Gray,80,179,,,,259
Clark,McClure,State Senate,28,DEM,Denise Gray,65,92,,,,157
Clark,Sphar,State Senate,28,DEM,Denise Gray,97,357,,,,454
Clark,Sunset,State Senate,28,DEM,Denise Gray,51,70,,,,121
Clark,City Hall,State Senate,28,DEM,Denise Gray,84,74,,,,158
Clark,Franklin,State House,73,REP,Les Yates,59,116,,,,175
Clark,Kiddville,State House,73,REP,Les Yates,32,152,,,,184
Clark,Wades Mill,State House,73,REP,Les Yates,60,132,,,,192
Clark,Mt. Abbott,State House,73,REP,Les Yates,24,20,,,,44
Clark,Renick,State House,73,REP,Les Yates,94,262,,,,356
Clark,Vanmeter,State House,73,REP,Les Yates,49,98,,,,147
Clark,Victory,State House,73,REP,Les Yates,72,180,,,,252
Clark,McClure,State House,73,REP,Les Yates,58,75,,,,133
Clark,Sphar,State House,73,REP,Les Yates,87,321,,,,408
Clark,Sunset,State House,73,REP,Les Yates,55,59,,,,114
Clark,City Hall,State House,73,REP,Les Yates,85,73,,,,158
Clark,Franklin,State House,73,DEM,Pat Banks,59,116,,,,175
Clark,Kiddville,State House,73,DEM,Pat Banks,32,152,,,,184
Clark,Wades Mill,State House,73,DEM,Pat Banks,60,132,,,,192
Clark,Mt. Abbott,State House,73,DEM,Pat Banks,24,20,,,,44
Clark,Renick,State House,73,DEM,Pat Banks,94,262,,,,356
Clark,Vanmeter,State House,73,DEM,Pat Banks,49,98,,,,147
Clark,Victory,State House,73,DEM,Pat Banks,72,180,,,,252
Clark,McClure,State House,73,DEM,Pat Banks,58,75,,,,133
Clark,Sphar,State House,73,DEM,Pat Banks,87,321,,,,408
Clark,Sunset,State House,73,DEM,Pat Banks,55,59,,,,114
Clark,City Hall,State House,73,DEM,Pat Banks,85,73,,,,158
Clark,Fairfax,Straight Party,,REP,Republican,29,20,,,,49
Clark,Mt. Vernon,Straight Party,,REP,Republican,30,66,,,,96
Clark,North Winchester,Straight Party,,REP,Republican,8,7,,,,15
Clark,South Park,Straight Party,,REP,Republican,30,68,,,,98
Clark,Winchester,Straight Party,,REP,Republican,6,33,,,,39
Clark,Fairfax,Straight Party,,DEM,Democratic,23,22,,,,45
Clark,Mt. Vernon,Straight Party,,DEM,Democratic,25,63,,,,88
Clark,North Winchester,Straight Party,,DEM,Democratic,41,53,,,,94
Clark,South Park,Straight Party,,DEM,Democratic,30,60,,,,90
Clark,Winchester,Straight Party,,DEM,Democratic,8,40,,,,48
Clark,Fairfax,Straight Party,,LIB,Libertarian,2,4,,,,6
Clark,Mt. Vernon,Straight Party,,LIB,Libertarian,0,4,,,,4
Clark,North Winchester,Straight Party,,LIB,Libertarian,0,1,,,,1
Clark,South Park,Straight Party,,LIB,Libertarian,2,8,,,,10
Clark,Winchester,Straight Party,,LIB,Libertarian,0,0,,,,0
Clark,Fairfax,U.S. House,6,REP,Andy Barr,70,56,,,,126
Clark,Mt. Vernon,U.S. House,6,REP,Andy Barr,88,163,,,,251
Clark,North Winchester,U.S. House,6,REP,Andy Barr,17,16,,,,33
Clark,South Park,U.S. House,6,REP,Andy Barr,79,143,,,,222
Clark,Winchester,U.S. House,6,REP,Andy Barr,28,139,,,,167
Clark,Fairfax,U.S. House,6,DEM,Amy McGrath,48,37,,,,85
Clark,Mt. Vernon,U.S. House,6,DEM,Amy McGrath,70,157,,,,227
Clark,North Winchester,U.S. House,6,DEM,Amy McGrath,70,80,,,,150
Clark,South Park,U.S. House,6,DEM,Amy McGrath,72,128,,,,200
Clark,Winchester,U.S. House,6,DEM,Amy McGrath,28,127,,,,155
Clark,Fairfax,U.S. House,6,LIB,Frank Harris,1,3,,,,4
Clark,Mt. Vernon,U.S. House,6,LIB,Frank Harris,0,5,,,,5
Clark,North Winchester,U.S. House,6,LIB,Frank Harris,2,0,,,,2
Clark,South Park,U.S. House,6,LIB,Frank Harris,2,2,,,,4
Clark,Winchester,U.S. House,6,LIB,Frank Harris,0,0,,,,0
Clark,Fairfax,U.S. House,6,IND,Rikka L. Wallin,1,1,,,,2
Clark,Mt. Vernon,U.S. House,6,IND,Rikka L. Wallin,2,2,,,,4
Clark,North Winchester,U.S. House,6,IND,Rikka L. Wallin,1,0,,,,1
Clark,South Park,U.S. House,6,IND,Rikka L. Wallin,3,0,,,,3
Clark,Winchester,U.S. House,6,IND,Rikka L. Wallin,1,0,,,,1
Clark,Fairfax,U.S. House,6,IND,James Germalic,0,0,,,,0
Clark,Mt. Vernon,U.S. House,6,IND,James Germalic,0,0,,,,0
Clark,North Winchester,U.S. House,6,IND,James Germalic,0,0,,,,0
Clark,South Park,U.S. House,6,IND,James Germalic,0,0,,,,0
Clark,Winchester,U.S. House,6,IND,James Germalic,0,0,,,,0
Clark,Fairfax,State Senate,28,REP,Ralph Alvarado,74,52,,,,126
Clark,Mt. Vernon,State Senate,28,REP,Ralph Alvarado,80,172,,,,252
Clark,North Winchester,State Senate,28,REP,Ralph Alvarado,18,17,,,,35
Clark,South Park,State Senate,28,REP,Ralph Alvarado,76,149,,,,225
Clark,Winchester,State Senate,28,REP,Ralph Alvarado,22,136,,,,158
Clark,Fairfax,State Senate,28,DEM,Denise Gray,45,42,,,,87
Clark,Mt. Vernon,State Senate,28,DEM,Denise Gray,78,154,,,,232
Clark,North Winchester,State Senate,28,DEM,Denise Gray,71,79,,,,150
Clark,South Park,State Senate,28,DEM,Denise Gray,77,121,,,,198
Clark,Winchester,State Senate,28,DEM,Denise Gray,33,126,,,,159
Clark,Fairfax,State House,73,REP,Les Yates,63,51,,,,114
Clark,Mt. Vernon,State House,73,REP,Les Yates,91,170,,,,261
Clark,North Winchester,State House,73,REP,Les Yates,20,14,,,,34
Clark,South Park,State House,73,REP,Les Yates,78,129,,,,207
Clark,Winchester,State House,73,REP,Les Yates,32,135,,,,167
Clark,Fairfax,State House,73,DEM,Pat Banks,52,39,,,,91
Clark,Mt. Vernon,State House,73,DEM,Pat Banks,66,149,,,,215
Clark,North Winchester,State House,73,DEM,Pat Banks,67,78,,,,145
Clark,South Park,State House,73,DEM,Pat Banks,73,133,,,,206
Clark,Winchester,State House,73,DEM,Pat Banks,25,118,,,,143
