county,precinct,candidate,office,district,party,votes
Campbell,C202,,Ballots Cast,,,463
Campbell,C202,,Straight Party,,D,80
Campbell,C202,,Straight Party,,R,94
Campbell,C202,Thomas Massie,U.S. Senate,4,R,223
Campbell,C202,Seth Hall,U.S. Senate,4,D,203
Campbell,C202,Mike Moffett,U.S. Senate,4,IND,18
Campbell,C202,David Goodwin,U.S. Senate,4,W,0
Campbell,C202,Wil Schroder,State Senate,24,R,224
Campbell,C202,Rachel Roberts,State Senate,24,D,232
Campbell,C202,Bob Schrage,State Representative,67,R,181
Campbell,C202,Dennis Keene,State Representative,67,D,274
Campbell,C203,,Ballots Cast,,,525
Campbell,C203,,Straight Party,,D,85
Campbell,C203,,Straight Party,,R,88
Campbell,C203,Thomas Massie,U.S. Senate,4,R,235
Campbell,C203,Seth Hall,U.S. Senate,4,D,255
Campbell,C203,Mike Moffett,U.S. Senate,4,IND,19
Campbell,C203,David Goodwin,U.S. Senate,4,W,0
Campbell,C203,Wil Schroder,State Senate,24,R,223
Campbell,C203,Rachel Roberts,State Senate,24,D,292
Campbell,C203,Bob Schrage,State Representative,67,R,179
Campbell,C203,Dennis Keene,State Representative,67,D,337
Campbell,C204,,Ballots Cast,,,568
Campbell,C204,,Straight Party,,D,114
Campbell,C204,,Straight Party,,R,136
Campbell,C204,Thomas Massie,U.S. Senate,4,R,241
Campbell,C204,Seth Hall,U.S. Senate,4,D,293
Campbell,C204,Mike Moffett,U.S. Senate,4,IND,26
Campbell,C204,David Goodwin,U.S. Senate,4,W,0
Campbell,C204,Wil Schroder,State Senate,24,R,227
Campbell,C204,Rachel Roberts,State Senate,24,D,330
Campbell,C204,Bob Schrage,State Representative,67,R,206
Campbell,C204,Dennis Keene,State Representative,67,D,353
Campbell,B902,,Ballots Cast,,,424
Campbell,B902,,Straight Party,,D,133
Campbell,B902,,Straight Party,,R,41
Campbell,B902,Thomas Massie,U.S. Senate,4,R,298
Campbell,B902,Seth Hall,U.S. Senate,4,D,105
Campbell,B902,Mike Moffett,U.S. Senate,4,IND,14
Campbell,B902,David Goodwin,U.S. Senate,4,W,0
Campbell,B902,Wil Schroder,State Senate,24,R,288
Campbell,B902,Rachel Roberts,State Senate,24,D,127
Campbell,B902,Joseph M Fischer,State Representative,68,R,287
Campbell,B902,Jason Kilmer,State Representative,68,D,129
Campbell,B906,,Ballots Cast,,,600
Campbell,B906,,Straight Party,,D,142
Campbell,B906,,Straight Party,,R,65
Campbell,B906,Thomas Massie,U.S. Senate,4,R,403
Campbell,B906,Seth Hall,U.S. Senate,4,D,175
Campbell,B906,Mike Moffett,U.S. Senate,4,IND,12
Campbell,B906,David Goodwin,U.S. Senate,4,W,0
Campbell,B906,Wil Schroder,State Senate,24,R,383
Campbell,B906,Rachel Roberts,State Senate,24,D,209
Campbell,B906,Joseph M Fischer,State Representative,68,R,375
Campbell,B906,Jason Kilmer,State Representative,68,D,215
Campbell,B905,,Ballots Cast,,,841
Campbell,B905,,Straight Party,,D,264
Campbell,B905,,Straight Party,,R,92
Campbell,B905,Thomas Massie,U.S. Senate,4,R,582
Campbell,B905,Seth Hall,U.S. Senate,4,D,222
Campbell,B905,Mike Moffett,U.S. Senate,4,IND,24
Campbell,B905,David Goodwin,U.S. Senate,4,W,0
Campbell,B905,Wil Schroder,State Senate,24,R,544
Campbell,B905,Rachel Roberts,State Senate,24,D,286
Campbell,B905,Kimberly Poore Moser,State Representative,64,R,568
Campbell,B905,Larry Varney,State Representative,64,D,234
Campbell,A701,,Ballots Cast,,,472
Campbell,A701,,Straight Party,,D,114
Campbell,A701,,Straight Party,,R,53
Campbell,A701,Thomas Massie,U.S. Senate,4,R,309
Campbell,A701,Seth Hall,U.S. Senate,4,D,135
Campbell,A701,Mike Moffett,U.S. Senate,4,IND,12
Campbell,A701,David Goodwin,U.S. Senate,4,W,0
Campbell,A701,Wil Schroder,State Senate,24,R,299
Campbell,A701,Rachel Roberts,State Senate,24,D,168
Campbell,A701,Joseph M Fischer,State Representative,68,R,303
Campbell,A701,Jason Kilmer,State Representative,68,D,164
Campbell,B702,,Ballots Cast,,,646
Campbell,B702,,Straight Party,,D,123
Campbell,B702,,Straight Party,,R,64
Campbell,B702,Thomas Massie,U.S. Senate,4,R,390
Campbell,B702,Seth Hall,U.S. Senate,4,D,201
Campbell,B702,Mike Moffett,U.S. Senate,4,IND,38
Campbell,B702,David Goodwin,U.S. Senate,4,W,0
Campbell,B702,Wil Schroder,State Senate,24,R,385
Campbell,B702,Rachel Roberts,State Senate,24,D,248
Campbell,B702,Joseph M Fischer,State Representative,68,R,375
Campbell,B702,Jason Kilmer,State Representative,68,D,253
Campbell,A703,,Ballots Cast,,,689
Campbell,A703,,Straight Party,,D,163
Campbell,A703,,Straight Party,,R,96
Campbell,A703,Thomas Massie,U.S. Senate,4,R,411
Campbell,A703,Seth Hall,U.S. Senate,4,D,256
Campbell,A703,Mike Moffett,U.S. Senate,4,IND,14
Campbell,A703,David Goodwin,U.S. Senate,4,W,0
Campbell,A703,Wil Schroder,State Senate,24,R,401
Campbell,A703,Rachel Roberts,State Senate,24,D,281
Campbell,A703,Joseph M Fischer,State Representative,68,R,396
Campbell,A703,Jason Kilmer,State Representative,68,D,282
Campbell,B704,,Ballots Cast,,,647
Campbell,B704,,Straight Party,,D,187
Campbell,B704,,Straight Party,,R,102
Campbell,B704,Thomas Massie,U.S. Senate,4,R,396
Campbell,B704,Seth Hall,U.S. Senate,4,D,230
Campbell,B704,Mike Moffett,U.S. Senate,4,IND,13
Campbell,B704,David Goodwin,U.S. Senate,4,W,0
Campbell,B704,Wil Schroder,State Senate,24,R,388
Campbell,B704,Rachel Roberts,State Senate,24,D,251
Campbell,B704,Kimberly Poore Moser,State Representative,64,R,399
Campbell,B704,Larry Varney,State Representative,64,D,229
Campbell,B705,,Ballots Cast,,,380
Campbell,B705,,Straight Party,,D,87
Campbell,B705,,Straight Party,,R,46
Campbell,B705,Thomas Massie,U.S. Senate,4,R,259
Campbell,B705,Seth Hall,U.S. Senate,4,D,110
Campbell,B705,Mike Moffett,U.S. Senate,4,IND,10
Campbell,B705,David Goodwin,U.S. Senate,4,W,0
Campbell,B705,Wil Schroder,State Senate,24,R,247
Campbell,B705,Rachel Roberts,State Senate,24,D,130
Campbell,B705,Joseph M Fischer,State Representative,68,R,243
Campbell,B705,Jason Kilmer,State Representative,68,D,131
Campbell,B706,,Ballots Cast,,,1145
Campbell,B706,,Straight Party,,D,285
Campbell,B706,,Straight Party,,R,186
Campbell,B706,Thomas Massie,U.S. Senate,4,R,669
Campbell,B706,Seth Hall,U.S. Senate,4,D,426
Campbell,B706,Mike Moffett,U.S. Senate,4,IND,31
Campbell,B706,David Goodwin,U.S. Senate,4,W,0
Campbell,B706,Wil Schroder,State Senate,24,R,665
Campbell,B706,Rachel Roberts,State Senate,24,D,472
Campbell,B706,Joseph M Fischer,State Representative,68,R,645
Campbell,B706,Jason Kilmer,State Representative,68,D,478
Campbell,C101,,Ballots Cast,,,435
Campbell,C101,,Straight Party,,D,78
Campbell,C101,,Straight Party,,R,98
Campbell,C101,Thomas Massie,U.S. Senate,4,R,203
Campbell,C101,Seth Hall,U.S. Senate,4,D,188
Campbell,C101,Mike Moffett,U.S. Senate,4,IND,25
Campbell,C101,David Goodwin,U.S. Senate,4,W,0
Campbell,C101,Wil Schroder,State Senate,24,R,183
Campbell,C101,Rachel Roberts,State Senate,24,D,238
Campbell,C101,Bob Schrage,State Representative,67,R,172
Campbell,C101,Dennis Keene,State Representative,67,D,247
Campbell,C102,,Ballots Cast,,,603
Campbell,C102,,Straight Party,,D,127
Campbell,C102,,Straight Party,,R,108
Campbell,C102,Thomas Massie,U.S. Senate,4,R,282
Campbell,C102,Seth Hall,U.S. Senate,4,D,273
Campbell,C102,Mike Moffett,U.S. Senate,4,IND,24
Campbell,C102,David Goodwin,U.S. Senate,4,W,0
Campbell,C102,Wil Schroder,State Senate,24,R,268
Campbell,C102,Rachel Roberts,State Senate,24,D,319
Campbell,C102,Bob Schrage,State Representative,67,R,247
Campbell,C102,Dennis Keene,State Representative,67,D,341
Campbell,C103,,Ballots Cast,,,431
Campbell,C103,,Straight Party,,D,119
Campbell,C103,,Straight Party,,R,94
Campbell,C103,Thomas Massie,U.S. Senate,4,R,227
Campbell,C103,Seth Hall,U.S. Senate,4,D,173
Campbell,C103,Mike Moffett,U.S. Senate,4,IND,17
Campbell,C103,David Goodwin,U.S. Senate,4,W,0
Campbell,C103,Wil Schroder,State Senate,24,R,221
Campbell,C103,Rachel Roberts,State Senate,24,D,202
Campbell,C103,Bob Schrage,State Representative,67,R,199
Campbell,C103,Dennis Keene,State Representative,67,D,225
Campbell,C401,,Ballots Cast,,,612
Campbell,C401,,Straight Party,,D,129
Campbell,C401,,Straight Party,,R,65
Campbell,C401,Thomas Massie,U.S. Senate,4,R,415
Campbell,C401,Seth Hall,U.S. Senate,4,D,155
Campbell,C401,Mike Moffett,U.S. Senate,4,IND,22
Campbell,C401,David Goodwin,U.S. Senate,4,W,0
Campbell,C401,Wil Schroder,State Senate,24,R,400
Campbell,C401,Rachel Roberts,State Senate,24,D,203
Campbell,C401,Joseph M Fischer,State Representative,68,R,417
Campbell,C401,Jason Kilmer,State Representative,68,D,180
Campbell,A402,,Ballots Cast,,,815
Campbell,A402,,Straight Party,,D,168
Campbell,A402,,Straight Party,,R,103
Campbell,A402,Thomas Massie,U.S. Senate,4,R,463
Campbell,A402,Seth Hall,U.S. Senate,4,D,304
Campbell,A402,Mike Moffett,U.S. Senate,4,IND,27
Campbell,A402,David Goodwin,U.S. Senate,4,W,0
Campbell,A402,Wil Schroder,State Senate,24,R,451
Campbell,A402,Rachel Roberts,State Senate,24,D,355
Campbell,A402,Joseph M Fischer,State Representative,68,R,464
Campbell,A402,Jason Kilmer,State Representative,68,D,337
Campbell,A403,,Ballots Cast,,,643
Campbell,A403,,Straight Party,,D,131
Campbell,A403,,Straight Party,,R,74
Campbell,A403,Thomas Massie,U.S. Senate,4,R,348
Campbell,A403,Seth Hall,U.S. Senate,4,D,259
Campbell,A403,Mike Moffett,U.S. Senate,4,IND,21
Campbell,A403,David Goodwin,U.S. Senate,4,W,0
Campbell,A403,Wil Schroder,State Senate,24,R,328
Campbell,A403,Rachel Roberts,State Senate,24,D,309
Campbell,A403,Joseph M Fischer,State Representative,68,R,332
Campbell,A403,Jason Kilmer,State Representative,68,D,297
Campbell,A405,,Ballots Cast,,,479
Campbell,A405,,Straight Party,,D,94
Campbell,A405,,Straight Party,,R,60
Campbell,A405,Thomas Massie,U.S. Senate,4,R,261
Campbell,A405,Seth Hall,U.S. Senate,4,D,196
Campbell,A405,Mike Moffett,U.S. Senate,4,IND,12
Campbell,A405,David Goodwin,U.S. Senate,4,W,0
Campbell,A405,Wil Schroder,State Senate,24,R,261
Campbell,A405,Rachel Roberts,State Senate,24,D,210
Campbell,A405,Joseph M Fischer,State Representative,68,R,253
Campbell,A405,Jason Kilmer,State Representative,68,D,208
Campbell,A406,,Ballots Cast,,,168
Campbell,A406,,Straight Party,,D,29
Campbell,A406,,Straight Party,,R,37
Campbell,A406,Thomas Massie,U.S. Senate,4,R,69
Campbell,A406,Seth Hall,U.S. Senate,4,D,89
Campbell,A406,Mike Moffett,U.S. Senate,4,IND,9
Campbell,A406,David Goodwin,U.S. Senate,4,W,0
Campbell,A406,Wil Schroder,State Senate,24,R,76
Campbell,A406,Rachel Roberts,State Senate,24,D,90
Campbell,A406,Joseph M Fischer,State Representative,68,R,68
Campbell,A406,Jason Kilmer,State Representative,68,D,97
Campbell,A408,,Ballots Cast,,,765
Campbell,A408,,Straight Party,,D,139
Campbell,A408,,Straight Party,,R,73
Campbell,A408,Thomas Massie,U.S. Senate,4,R,427
Campbell,A408,Seth Hall,U.S. Senate,4,D,290
Campbell,A408,Mike Moffett,U.S. Senate,4,IND,27
Campbell,A408,David Goodwin,U.S. Senate,4,W,0
Campbell,A408,Wil Schroder,State Senate,24,R,397
Campbell,A408,Rachel Roberts,State Senate,24,D,353
Campbell,A408,Joseph M Fischer,State Representative,68,R,406
Campbell,A408,Jason Kilmer,State Representative,68,D,336
Campbell,A415,,Ballots Cast,,,230
Campbell,A415,,Straight Party,,D,51
Campbell,A415,,Straight Party,,R,56
Campbell,A415,Thomas Massie,U.S. Senate,4,R,93
Campbell,A415,Seth Hall,U.S. Senate,4,D,124
Campbell,A415,Mike Moffett,U.S. Senate,4,IND,8
Campbell,A415,David Goodwin,U.S. Senate,4,W,0
Campbell,A415,Wil Schroder,State Senate,24,R,94
Campbell,A415,Rachel Roberts,State Senate,24,D,134
Campbell,A415,Joseph M Fischer,State Representative,68,R,97
Campbell,A415,Jason Kilmer,State Representative,68,D,126
Campbell,C416,,Ballots Cast,,,419
Campbell,C416,,Straight Party,,D,94
Campbell,C416,,Straight Party,,R,71
Campbell,C416,Thomas Massie,U.S. Senate,4,R,210
Campbell,C416,Seth Hall,U.S. Senate,4,D,188
Campbell,C416,Mike Moffett,U.S. Senate,4,IND,17
Campbell,C416,David Goodwin,U.S. Senate,4,W,0
Campbell,C416,Wil Schroder,State Senate,24,R,217
Campbell,C416,Rachel Roberts,State Senate,24,D,200
Campbell,C416,Joseph M Fischer,State Representative,68,R,226
Campbell,C416,Jason Kilmer,State Representative,68,D,181
Campbell,A409,,Ballots Cast,,,577
Campbell,A409,,Straight Party,,D,116
Campbell,A409,,Straight Party,,R,81
Campbell,A409,Thomas Massie,U.S. Senate,4,R,308
Campbell,A409,Seth Hall,U.S. Senate,4,D,247
Campbell,A409,Mike Moffett,U.S. Senate,4,IND,15
Campbell,A409,David Goodwin,U.S. Senate,4,W,0
Campbell,A409,Wil Schroder,State Senate,24,R,298
Campbell,A409,Rachel Roberts,State Senate,24,D,277
Campbell,A409,Joseph M Fischer,State Representative,68,R,294
Campbell,A409,Jason Kilmer,State Representative,68,D,275
Campbell,A410,,Ballots Cast,,,492
Campbell,A410,,Straight Party,,D,101
Campbell,A410,,Straight Party,,R,48
Campbell,A410,Thomas Massie,U.S. Senate,4,R,279
Campbell,A410,Seth Hall,U.S. Senate,4,D,179
Campbell,A410,Mike Moffett,U.S. Senate,4,IND,21
Campbell,A410,David Goodwin,U.S. Senate,4,W,0
Campbell,A410,Wil Schroder,State Senate,24,R,282
Campbell,A410,Rachel Roberts,State Senate,24,D,205
Campbell,A410,Joseph M Fischer,State Representative,68,R,292
Campbell,A410,Jason Kilmer,State Representative,68,D,189
Campbell,A411,,Ballots Cast,,,270
Campbell,A411,,Straight Party,,D,40
Campbell,A411,,Straight Party,,R,47
Campbell,A411,Thomas Massie,U.S. Senate,4,R,132
Campbell,A411,Seth Hall,U.S. Senate,4,D,116
Campbell,A411,Mike Moffett,U.S. Senate,4,IND,16
Campbell,A411,David Goodwin,U.S. Senate,4,W,0
Campbell,A411,Wil Schroder,State Senate,24,R,124
Campbell,A411,Rachel Roberts,State Senate,24,D,138
Campbell,A411,Joseph M Fischer,State Representative,68,R,129
Campbell,A411,Jason Kilmer,State Representative,68,D,131
Campbell,A412,,Ballots Cast,,,608
Campbell,A412,,Straight Party,,D,139
Campbell,A412,,Straight Party,,R,78
Campbell,A412,Thomas Massie,U.S. Senate,4,R,365
Campbell,A412,Seth Hall,U.S. Senate,4,D,215
Campbell,A412,Mike Moffett,U.S. Senate,4,IND,14
Campbell,A412,David Goodwin,U.S. Senate,4,W,0
Campbell,A412,Wil Schroder,State Senate,24,R,347
Campbell,A412,Rachel Roberts,State Senate,24,D,254
Campbell,A412,Joseph M Fischer,State Representative,68,R,345
Campbell,A412,Jason Kilmer,State Representative,68,D,248
Campbell,A414,,Ballots Cast,,,315
Campbell,A414,,Straight Party,,D,84
Campbell,A414,,Straight Party,,R,53
Campbell,A414,Thomas Massie,U.S. Senate,4,R,171
Campbell,A414,Seth Hall,U.S. Senate,4,D,120
Campbell,A414,Mike Moffett,U.S. Senate,4,IND,19
Campbell,A414,David Goodwin,U.S. Senate,4,W,0
Campbell,A414,Wil Schroder,State Senate,24,R,169
Campbell,A414,Rachel Roberts,State Senate,24,D,141
Campbell,A414,Joseph M Fischer,State Representative,68,R,162
Campbell,A414,Jason Kilmer,State Representative,68,D,150
Campbell,A418,,Ballots Cast,,,782
Campbell,A418,,Straight Party,,D,141
Campbell,A418,,Straight Party,,R,129
Campbell,A418,Thomas Massie,U.S. Senate,4,R,398
Campbell,A418,Seth Hall,U.S. Senate,4,D,338
Campbell,A418,Mike Moffett,U.S. Senate,4,IND,32
Campbell,A418,David Goodwin,U.S. Senate,4,W,0
Campbell,A418,Wil Schroder,State Senate,24,R,379
Campbell,A418,Rachel Roberts,State Senate,24,D,395
Campbell,A418,Joseph M Fischer,State Representative,68,R,374
Campbell,A418,Jason Kilmer,State Representative,68,D,390
Campbell,A419,,Ballots Cast,,,327
Campbell,A419,,Straight Party,,D,77
Campbell,A419,,Straight Party,,R,39
Campbell,A419,Thomas Massie,U.S. Senate,4,R,184
Campbell,A419,Seth Hall,U.S. Senate,4,D,124
Campbell,A419,Mike Moffett,U.S. Senate,4,IND,11
Campbell,A419,David Goodwin,U.S. Senate,4,W,0
Campbell,A419,Wil Schroder,State Senate,24,R,182
Campbell,A419,Rachel Roberts,State Senate,24,D,143
Campbell,A419,Joseph M Fischer,State Representative,68,R,179
Campbell,A419,Jason Kilmer,State Representative,68,D,142
Campbell,A417,,Ballots Cast,,,0
Campbell,A417,,Straight Party,,D,0
Campbell,A417,,Straight Party,,R,0
Campbell,A417,Thomas Massie,U.S. Senate,4,R,0
Campbell,A417,Seth Hall,U.S. Senate,4,D,0
Campbell,A417,Mike Moffett,U.S. Senate,4,IND,0
Campbell,A417,David Goodwin,U.S. Senate,4,W,0
Campbell,A417,Wil Schroder,State Senate,24,R,0
Campbell,A417,Rachel Roberts,State Senate,24,D,0
Campbell,A417,Bob Schrage,State Representative,67,R,0
Campbell,A417,Dennis Keene,State Representative,67,D,0
Campbell,B904,,Ballots Cast,,,1031
Campbell,B904,,Straight Party,,D,334
Campbell,B904,,Straight Party,,R,96
Campbell,B904,Thomas Massie,U.S. Senate,4,R,780
Campbell,B904,Seth Hall,U.S. Senate,4,D,204
Campbell,B904,Mike Moffett,U.S. Senate,4,IND,33
Campbell,B904,David Goodwin,U.S. Senate,4,W,0
Campbell,B904,Wil Schroder,State Senate,24,R,735
Campbell,B904,Rachel Roberts,State Senate,24,D,285
Campbell,B904,Joseph M Fischer,State Representative,68,R,728
Campbell,B904,Jason Kilmer,State Representative,68,D,292
Campbell,A601,,Ballots Cast,,,238
Campbell,A601,,Straight Party,,D,42
Campbell,A601,,Straight Party,,R,53
Campbell,A601,Thomas Massie,U.S. Senate,4,R,116
Campbell,A601,Seth Hall,U.S. Senate,4,D,98
Campbell,A601,Mike Moffett,U.S. Senate,4,IND,13
Campbell,A601,David Goodwin,U.S. Senate,4,W,0
Campbell,A601,Wil Schroder,State Senate,24,R,122
Campbell,A601,Rachel Roberts,State Senate,24,D,114
Campbell,A601,Bob Schrage,State Representative,67,R,104
Campbell,A601,Dennis Keene,State Representative,67,D,130
Campbell,A602,,Ballots Cast,,,382
Campbell,A602,,Straight Party,,D,108
Campbell,A602,,Straight Party,,R,85
Campbell,A602,Thomas Massie,U.S. Senate,4,R,213
Campbell,A602,Seth Hall,U.S. Senate,4,D,144
Campbell,A602,Mike Moffett,U.S. Senate,4,IND,17
Campbell,A602,David Goodwin,U.S. Senate,4,W,0
Campbell,A602,Wil Schroder,State Senate,24,R,210
Campbell,A602,Rachel Roberts,State Senate,24,D,165
Campbell,A602,Bob Schrage,State Representative,67,R,196
Campbell,A602,Dennis Keene,State Representative,67,D,182
Campbell,A603,,Ballots Cast,,,234
Campbell,A603,,Straight Party,,D,40
Campbell,A603,,Straight Party,,R,41
Campbell,A603,Thomas Massie,U.S. Senate,4,R,129
Campbell,A603,Seth Hall,U.S. Senate,4,D,89
Campbell,A603,Mike Moffett,U.S. Senate,4,IND,14
Campbell,A603,David Goodwin,U.S. Senate,4,W,0
Campbell,A603,Wil Schroder,State Senate,24,R,127
Campbell,A603,Rachel Roberts,State Senate,24,D,106
Campbell,A603,Joseph M Fischer,State Representative,68,R,127
Campbell,A603,Jason Kilmer,State Representative,68,D,104
Campbell,A604,,Ballots Cast,,,194
Campbell,A604,,Straight Party,,D,20
Campbell,A604,,Straight Party,,R,67
Campbell,A604,Thomas Massie,U.S. Senate,4,R,55
Campbell,A604,Seth Hall,U.S. Senate,4,D,126
Campbell,A604,Mike Moffett,U.S. Senate,4,IND,7
Campbell,A604,David Goodwin,U.S. Senate,4,W,0
Campbell,A604,Wil Schroder,State Senate,24,R,54
Campbell,A604,Rachel Roberts,State Senate,24,D,138
Campbell,A604,Bob Schrage,State Representative,67,R,52
Campbell,A604,Dennis Keene,State Representative,67,D,136
Campbell,A605,,Ballots Cast,,,712
Campbell,A605,,Straight Party,,D,190
Campbell,A605,,Straight Party,,R,131
Campbell,A605,Thomas Massie,U.S. Senate,4,R,387
Campbell,A605,Seth Hall,U.S. Senate,4,D,288
Campbell,A605,Mike Moffett,U.S. Senate,4,IND,21
Campbell,A605,David Goodwin,U.S. Senate,4,W,0
Campbell,A605,Wil Schroder,State Senate,24,R,386
Campbell,A605,Rachel Roberts,State Senate,24,D,318
Campbell,A605,Bob Schrage,State Representative,67,R,347
Campbell,A605,Dennis Keene,State Representative,67,D,354
Campbell,B909,,Ballots Cast,,,796
Campbell,B909,,Straight Party,,D,139
Campbell,B909,,Straight Party,,R,92
Campbell,B909,Thomas Massie,U.S. Senate,4,R,481
Campbell,B909,Seth Hall,U.S. Senate,4,D,271
Campbell,B909,Mike Moffett,U.S. Senate,4,IND,22
Campbell,B909,David Goodwin,U.S. Senate,4,W,0
Campbell,B909,Wil Schroder,State Senate,24,R,485
Campbell,B909,Rachel Roberts,State Senate,24,D,320
Campbell,B909,Bob Schrage,State Representative,67,R,353
Campbell,B909,Dennis Keene,State Representative,67,D,435
Campbell,B910,,Ballots Cast,,,170
Campbell,B910,,Straight Party,,D,36
Campbell,B910,,Straight Party,,R,31
Campbell,B910,Thomas Massie,U.S. Senate,4,R,82
Campbell,B910,Seth Hall,U.S. Senate,4,D,77
Campbell,B910,Mike Moffett,U.S. Senate,4,IND,8
