county,precinct,candidate,office,district,party,votes
Henderson,Precinct D101A,"Robert M ""Robby"" Mills",State Senate,4,,102
Henderson,Precinct D101A,J Dorsey Ridley,State Senate,4,,232
Henderson,Precinct D101A,James Buckmaster,State Representative,11,,111
Henderson,Precinct D101A,"Robert ""Rob"" Wiederstein",State Representative,11,,223
Henderson,Precinct D102A,,Ballots Cast,,,205
Henderson,Precinct D102A,,Straight Party,,REP,19
Henderson,Precinct D102A,,Straight Party,,DEM,102
Henderson,Precinct D102A,James R. Comer,U.S. House,1,,47
Henderson,Precinct D102A,Paul Walker,U.S. House,1,,153
Henderson,Precinct D102A,"Robert M ""Robby"" Mills",State Senate,4,,41
Henderson,Precinct D102A,J Dorsey Ridley,State Senate,4,,161
Henderson,Precinct D102A,James Buckmaster,State Representative,11,,40
Henderson,Precinct D102A,"Robert ""Rob"" Wiederstein",State Representative,11,,161
Henderson,Precinct D103A,,Ballots Cast,,,230
Henderson,Precinct D103A,,Straight Party,,REP,48
Henderson,Precinct D103A,,Straight Party,,DEM,66
Henderson,Precinct D103A,James R. Comer,U.S. House,1,,111
Henderson,Precinct D103A,Paul Walker,U.S. House,1,,114
Henderson,Precinct D103A,"Robert M ""Robby"" Mills",State Senate,4,,90
Henderson,Precinct D103A,J Dorsey Ridley,State Senate,4,,138
Henderson,Precinct D103A,James Buckmaster,State Representative,11,,85
Henderson,Precinct D103A,"Robert ""Rob"" Wiederstein",State Representative,11,,143
Henderson,Precinct D104A,,Ballots Cast,,,254
Henderson,Precinct D104A,,Straight Party,,REP,29
Henderson,Precinct D104A,,Straight Party,,DEM,112
Henderson,Precinct D104A,James R. Comer,U.S. House,1,,81
Henderson,Precinct D104A,Paul Walker,U.S. House,1,,165
Henderson,Precinct D104A,"Robert M ""Robby"" Mills",State Senate,4,,75
Henderson,Precinct D104A,J Dorsey Ridley,State Senate,4,,176
Henderson,Precinct D104A,James Buckmaster,State Representative,11,,70
Henderson,Precinct D104A,"Robert ""Rob"" Wiederstein",State Representative,11,,179
Henderson,Precinct D106A,,Ballots Cast,,,312
Henderson,Precinct D106A,,Straight Party,,REP,33
Henderson,Precinct D106A,,Straight Party,,DEM,126
Henderson,Precinct D106A,James R. Comer,U.S. House,1,,102
Henderson,Precinct D106A,Paul Walker,U.S. House,1,,199
Henderson,Precinct D106A,"Robert M ""Robby"" Mills",State Senate,4,,93
Henderson,Precinct D106A,J Dorsey Ridley,State Senate,4,,214
Henderson,Precinct D106A,James Buckmaster,State Representative,11,,85
Henderson,Precinct D106A,"Robert ""Rob"" Wiederstein",State Representative,11,,225
Henderson,Precinct D109A,,Ballots Cast,,,295
Henderson,Precinct D109A,,Straight Party,,REP,57
Henderson,Precinct D109A,,Straight Party,,DEM,84
Henderson,Precinct D109A,James R. Comer,U.S. House,1,,141
Henderson,Precinct D109A,Paul Walker,U.S. House,1,,142
Henderson,Precinct D109A,"Robert M ""Robby"" Mills",State Senate,4,,118
Henderson,Precinct D109A,J Dorsey Ridley,State Senate,4,,175
Henderson,Precinct D109A,James Buckmaster,State Representative,11,,121
Henderson,Precinct D109A,"Robert ""Rob"" Wiederstein",State Representative,11,,170
Henderson,Precinct D111A,,Ballots Cast,,,506
Henderson,Precinct D111A,,Straight Party,,REP,62
Henderson,Precinct D111A,,Straight Party,,DEM,108
Henderson,Precinct D111A,James R. Comer,U.S. House,1,,242
Henderson,Precinct D111A,Paul Walker,U.S. House,1,,247
Henderson,Precinct D111A,"Robert M ""Robby"" Mills",State Senate,4,,151
Henderson,Precinct D111A,J Dorsey Ridley,State Senate,4,,353
Henderson,Precinct D111A,James Buckmaster,State Representative,11,,174
Henderson,Precinct D111A,"Robert ""Rob"" Wiederstein",State Representative,11,,327
Henderson,Precinct E105A,,Ballots Cast,,,489
Henderson,Precinct E105A,,Straight Party,,REP,55
Henderson,Precinct E105A,,Straight Party,,DEM,151
Henderson,Precinct E105A,James R. Comer,U.S. House,1,,187
Henderson,Precinct E105A,Paul Walker,U.S. House,1,,288
Henderson,Precinct E105A,"Robert M ""Robby"" Mills",State Senate,4,,143
Henderson,Precinct E105A,J Dorsey Ridley,State Senate,4,,338
Henderson,Precinct E105A,James Buckmaster,State Representative,11,,154
Henderson,Precinct E105A,"Robert ""Rob"" Wiederstein",State Representative,11,,330
Henderson,Precinct E106A,,Ballots Cast,,,248
Henderson,Precinct E106A,,Straight Party,,REP,42
Henderson,Precinct E106A,,Straight Party,,DEM,50
Henderson,Precinct E106A,James R. Comer,U.S. House,1,,131
Henderson,Precinct E106A,Paul Walker,U.S. House,1,,112
Henderson,Precinct E106A,"Robert M ""Robby"" Mills",State Senate,4,,97
Henderson,Precinct E106A,J Dorsey Ridley,State Senate,4,,148
Henderson,Precinct E106A,James Buckmaster,State Representative,11,,102
Henderson,Precinct E106A,"Robert ""Rob"" Wiederstein",State Representative,11,,145
Henderson,Precinct E107A,,Ballots Cast,,,309
Henderson,Precinct E107A,,Straight Party,,REP,58
Henderson,Precinct E107A,,Straight Party,,DEM,54
Henderson,Precinct E107A,James R. Comer,U.S. House,1,,177
Henderson,Precinct E107A,Paul Walker,U.S. House,1,,123
Henderson,Precinct E107A,"Robert M ""Robby"" Mills",State Senate,4,,136
Henderson,Precinct E107A,J Dorsey Ridley,State Senate,4,,167
Henderson,Precinct E107A,James Buckmaster,State Representative,11,,141
Henderson,Precinct E107A,"Robert ""Rob"" Wiederstein",State Representative,11,,166
Henderson,Precinct E108A,,Ballots Cast,,,357
Henderson,Precinct E108A,,Straight Party,,REP,60
Henderson,Precinct E108A,,Straight Party,,DEM,72
Henderson,Precinct E108A,James R. Comer,U.S. House,1,,175
Henderson,Precinct E108A,Paul Walker,U.S. House,1,,170
Henderson,Precinct E108A,"Robert M ""Robby"" Mills",State Senate,4,,126
Henderson,Precinct E108A,J Dorsey Ridley,State Senate,4,,227
Henderson,Precinct E108A,James Buckmaster,State Representative,11,,144
Henderson,Precinct E108A,"Robert ""Rob"" Wiederstein",State Representative,11,,206
Henderson,Precinct E109A,,Ballots Cast,,,315
Henderson,Precinct E109A,,Straight Party,,REP,60
Henderson,Precinct E109A,,Straight Party,,DEM,50
Henderson,Precinct E109A,James R. Comer,U.S. House,1,,180
Henderson,Precinct E109A,Paul Walker,U.S. House,1,,123
Henderson,Precinct E109A,"Robert M ""Robby"" Mills",State Senate,4,,141
Henderson,Precinct E109A,J Dorsey Ridley,State Senate,4,,169
Henderson,Precinct E109A,James Buckmaster,State Representative,11,,159
Henderson,Precinct E109A,"Robert ""Rob"" Wiederstein",State Representative,11,,150
Henderson,Precinct E110A,,Ballots Cast,,,264
Henderson,Precinct E110A,,Straight Party,,REP,28
Henderson,Precinct E110A,,Straight Party,,DEM,38
Henderson,Precinct E110A,James R. Comer,U.S. House,1,,158
Henderson,Precinct E110A,Paul Walker,U.S. House,1,,94
Henderson,Precinct E110A,"Robert M ""Robby"" Mills",State Senate,4,,123
Henderson,Precinct E110A,J Dorsey Ridley,State Senate,4,,137
Henderson,Precinct E110A,James Buckmaster,State Representative,11,,110
Henderson,Precinct E110A,"Robert ""Rob"" Wiederstein",State Representative,11,,150
Henderson,Precinct E111A,,Ballots Cast,,,226
Henderson,Precinct E111A,,Straight Party,,REP,32
Henderson,Precinct E111A,,Straight Party,,DEM,59
Henderson,Precinct E111A,James R. Comer,U.S. House,1,,95
Henderson,Precinct E111A,Paul Walker,U.S. House,1,,117
Henderson,Precinct E111A,"Robert M ""Robby"" Mills",State Senate,4,,74
Henderson,Precinct E111A,J Dorsey Ridley,State Senate,4,,149
Henderson,Precinct E111A,James Buckmaster,State Representative,11,,78
Henderson,Precinct E111A,"Robert ""Rob"" Wiederstein",State Representative,11,,148
Henderson,Precinct E112A,,Ballots Cast,,,309
Henderson,Precinct E112A,,Straight Party,,REP,48
Henderson,Precinct E112A,,Straight Party,,DEM,78
Henderson,Precinct E112A,James R. Comer,U.S. House,1,,147
Henderson,Precinct E112A,Paul Walker,U.S. House,1,,155
Henderson,Precinct E112A,"Robert M ""Robby"" Mills",State Senate,4,,108
Henderson,Precinct E112A,J Dorsey Ridley,State Senate,4,,201
Henderson,Precinct E112A,James Buckmaster,State Representative,11,,117
Henderson,Precinct E112A,"Robert ""Rob"" Wiederstein",State Representative,11,,190
Henderson,Precinct E113A,,Ballots Cast,,,411
Henderson,Precinct E113A,,Straight Party,,REP,69
Henderson,Precinct E113A,,Straight Party,,DEM,68
Henderson,Precinct E113A,James R. Comer,U.S. House,1,,230
Henderson,Precinct E113A,Paul Walker,U.S. House,1,,166
Henderson,Precinct E113A,"Robert M ""Robby"" Mills",State Senate,4,,166
Henderson,Precinct E113A,J Dorsey Ridley,State Senate,4,,241
Henderson,Precinct E113A,James Buckmaster,State Representative,11,,175
Henderson,Precinct E113A,"Robert ""Rob"" Wiederstein",State Representative,11,,231
