county,precinct,precinct_name,registered_dems,registered_reps,registered_other,registered_males,registered_females,registered_total
HARDIN,E103,ETOWN NORTH,503,282,52,373,464,837
HARDIN,E104,ETOWN WEST,932,699,124,757,998,1755
HARDIN,E105,VALLEY CREEK,1125,614,255,903,1091,1994
HARDIN,E106,MEMORIAL,761,532,127,652,768,1420
HARDIN,F101,VANMETER PRECINCT,1017,787,157,920,1041,1961
HARDIN,F102,CHELF,630,507,100,619,618,1237
HARDIN,F103,COUNTRY CLUB,890,757,100,843,904,1747
HARDIN,F104,GLENDALE,695,591,96,658,724,1382
HARDIN,F105,SOUTH DIXIE,583,523,98,586,617,1204
HARDIN,F106,SONORA,644,392,90,527,599,1126
HARDIN,F107,UPTON,443,333,72,412,436,848
HARDIN,G101,EASTVIEW,409,318,64,398,393,791
HARDIN,G102,STEPHENSBURG,410,311,57,389,389,778
HARDIN,G103,MEETING CREEK,446,361,80,456,431,887
HARDIN,G104,WHITE MILLS,363,254,43,332,328,660
HARDIN,G105,FLINT HILL,76,47,5,61,67,128
HARDIN,G106,CECILIA,776,632,113,719,802,1521
HARDIN,G107,ST JOHN,464,372,51,431,456,887
HARDIN,G108,HOWEVALLEY,816,658,114,792,796,1588
HARDIN,G109,GRANDVIEW,57,45,10,52,60,112
HARDIN,G110,RINEYVILLE SOUTH,541,560,112,588,625,1213
HARDIN,G111,RINEYVILLE WEST,610,603,103,642,674,1316
HARDIN,H101,VINE GROVE EAST PRECINCT,913,657,187,817,940,1757
HARDIN,H102,VINE GROVE WEST PRECINCT,622,470,139,581,650,1231
HARDIN,H103,VINE GROVE SOUTH,791,691,174,762,894,1656
HARDIN,H104,PARKWAY,649,382,134,543,622,1165
HARDIN,H105,RADCLIFF SW PRECINCT,741,461,158,617,743,1360
HARDIN,H106,YATES,524,450,90,521,543,1064
HARLAN,A101,HARLAN,706,360,46,527,585,1112
HARLAN,A108,OLD BAXTER,576,389,17,475,507,982
HARLAN,A109,NEW BAXTER,275,173,16,223,241,464
HARLAN,A110,PUTNEY,298,168,19,227,258,485
HARLAN,A111,PINE MOUNTAIN,131,154,9,147,147,294
HARLAN,A112,BLEDSOE,280,451,9,363,377,740
HARLAN,A113,COXTON,227,59,9,137,158,295
HARLAN,B102,AGES,327,47,6,199,181,380
HARLAN,B103,VERDA,537,89,15,313,328,641
HARLAN,B104,NORTH EVARTS,496,80,8,283,301,584
HARLAN,B105,S EVARTS,506,99,12,288,329,617
HARLAN,B106,BRITTAINS CREEK,589,114,21,344,380,724
HARLAN,B107,SHIELDS,342,71,7,209,211,420
HARLAN,B109,KLONDYKE,477,100,9,283,303,586
HARLAN,C101,TOTZ,238,130,12,178,202,380
HARLAN,C102,GREEN MORRIS,210,78,8,140,156,296
HARLAN,C103,CUMBERLAND CITY HALL,205,81,14,136,164,300
HARLAN,C104,CUMB BLACK MOTOR EAST,490,176,31,331,366,697
HARLAN,C106,BLAIR,199,72,9,121,159,280
HARLAN,C107,CUMBERLAND NEW YORK,428,137,20,273,312,585
HARLAN,C109,BENHAM,383,122,13,239,279,518
HARLAN,C111,LYNCH,486,141,11,292,346,638
HARLAN,D101,ELCOMB,601,250,21,426,446,872
HARLAN,D102,PANSY,342,93,18,229,224,453
HARLAN,D103,SUNSHINE,250,54,9,122,191,313
HARLAN,D104,GRAYS KNOB,489,172,17,315,363,678
HARLAN,D106,CAWOOD/HIRAM,816,182,15,519,494,1013
HARLAN,D108,SMITH,231,71,8,156,154,310
HARLAN,D109,CRANKS,316,54,7,191,186,377
HARLAN,E102,LOYALL,730,320,33,494,589,1083
HARLAN,E104,FRESH MEADOWS,505,143,16,317,347,664
HARLAN,E105,WALLINS-CITY HALL,451,109,10,281,289,570
HARLAN,E106,WALLINS-SCHOOL,583,161,6,349,401,750
HARLAN,E107,COLDIRON,439,131,16,302,284,586
HARLAN,E108,PATHFORK,313,93,7,206,207,413
HARRISON,A101,SOUTHSIDE SCHOOL,537,147,32,303,413,716
HARRISON,A102,CLIFTON VILLAGE,379,139,39,255,302,557
HARRISON,A103,SHERIFF'S OFFICE,178,44,18,116,124,240
HARRISON,B101,CITY FIRE STATION #2,624,149,26,321,478,799
HARRISON,B102,LIBRARY,469,147,47,310,353,663
HARRISON,B103,RIVER,146,25,12,86,97,183
HARRISON,C101,BUENA VISTA,560,218,38,403,413,816
HARRISON,C102,EASTSIDE SCHOOL,558,226,21,390,415,805
HARRISON,D101,COUNTY EXTENSION OFFICE,465,127,17,301,308,609
HARRISON,D102,LEESBURG,559,286,47,429,463,892
HARRISON,D103,LICKING VALLEY,146,53,11,95,115,210
HARRISON,E101,WESTSIDE SCHOOL,629,143,39,342,469,811
HARRISON,E102,CONNERSVILLE,507,268,39,408,406,814
HARRISON,F101,CENTRAL,563,199,45,384,423,807
HARRISON,F102,NORTHSIDE SCHOOL,561,191,31,378,405,783
HARRISON,G101,KINMAN,542,270,50,435,427,862
HARRISON,G102,BERRY,465,190,45,336,364,700
HARRISON,H101,KELAT,586,257,54,438,459,897
HARRISON,H102,SUNRISE,480,163,45,344,344,688
HART,A101,MUNFORDVILLE CITY,311,88,18,175,242,417
HART,A102,MUNFORDVILLE,633,274,29,420,516,936
HART,A103,EUCLID,192,74,8,132,142,274
HART,A104,ROWLETTS,592,242,23,433,424,857
HART,B102,HORSE CAVE 6,560,228,37,396,429,825
HART,B103,HORSE CAVE 7,569,227,43,367,472,839
HART,B104,HORSE CAVE 8,522,280,45,380,467,847
HART,C101,PASCAL,601,267,33,442,459,901
HART,C102,MEMORIAL,745,309,38,540,552,1092
HART,C103,UNO,339,136,24,245,254,499
HART,C104,HIGH SCHOOL,187,87,10,130,154,284
HART,D101,PIKEVIEW,374,168,41,299,284,583
HART,D102,LINWOOD,227,141,20,185,203,388
HART,D103,HAMMONSVILLE,289,162,28,242,237,479
HART,D104,BONNIEVILLE 13,465,312,42,373,446,819
HART,D105,357,170,98,4,142,130,272
HART,E102,BONNIEVILLE 14,342,176,38,271,285,556
HART,E103,CUB RUN,673,325,55,540,513,1053
HART,E104,PRICEVILLE,376,311,23,347,363,710
HENDERSON,A101,HEBBARDSVILLE-BLUFF CITY,459,139,36,319,314,634
HENDERSON,A102,REED-BEALS,482,99,34,312,303,615
HENDERSON,A108,GRANTWOOD,661,261,72,438,556,994
HENDERSON,A110,WEST BASKETT,620,267,45,452,480,932
HENDERSON,A111,SPOTTSVILLE,706,195,52,488,465,953
HENDERSON,A112,NORTH WOLF HILLS,384,213,30,309,318,627
HENDERSON,A113,PEBBLE CREEK,653,223,46,395,527,922
HENDERSON,A114,EAST BASKETT,589,233,43,434,431,865
HENDERSON,A116,SOUTH WOLF HILLS,557,199,52,347,461,808
HENDERSON,B101,SOUTH ROBARDS,537,177,35,363,386,749
HENDERSON,B102,NORTH ROBARDS,249,87,27,176,187,363
HENDERSON,B103,ANTHOSTON,549,207,33,403,386,789
HENDERSON,B104,NORTH NIAGARA,472,184,24,346,334,680
HENDERSON,B105,NORTH ZION,490,143,30,334,329,663
HENDERSON,B106,SOAPER,637,168,46,357,494,851
HENDERSON,B108,HIGHLANDER,424,154,35,295,318,613
HENDERSON,B109,SOUTH NIAGARA,177,44,16,119,118,237
HENDERSON,B110,SOUTH ZION,625,202,41,433,434,868
HENDERSON,B111,LARUE,559,239,37,378,457,835
HENDERSON,C101,EAST CORYDON,551,145,38,347,387,734
HENDERSON,C102,NORTH CAIRO,362,146,27,261,274,535
HENDERSON,C103,NORTH CORYDON,402,88,43,272,261,533
HENDERSON,C104,SOUTH CORYDON,657,158,44,425,433,859
HENDERSON,C105,SMITH MILLS,359,101,29,246,243,489
HENDERSON,C106,GENEVA,290,93,25,196,212,408
HENDERSON,C107,WEST WEAVERTON,684,186,43,432,481,913
HENDERSON,C108,EAST WEAVERTON,264,87,30,174,207,381
HENDERSON,C109,PENNYRILE,537,157,43,334,403,737
HENDERSON,C110,SOUTH CAIRO,292,78,24,190,204,394
HENDERSON,D101,HARRIS,553,107,47,306,401,707
HENDERSON,D102,WEST BELLS,455,71,35,233,328,561
HENDERSON,D103,AUDUBON HEIGHTS,701,209,87,439,558,997
HENDERSON,D104,EAST BELLS,600,146,55,341,460,801
HENDERSON,D106,KAVANAUGH,671,150,46,376,491,867
HENDERSON,D108,WEST FAIR,425,118,52,282,313,595
HENDERSON,D109,EAST FAIR,648,150,54,373,479,852
HENDERSON,E101,YOUNG,467,134,34,285,350,635
HENDERSON,E103,HART,508,166,58,329,403,732
HENDERSON,E105,KIMMEL,733,158,85,417,559,976
HENDERSON,E106,NEWCOMB,406,119,39,257,307,564
HENDERSON,E107,WEST RICHARDSON,500,144,36,312,368,680
HENDERSON,E108,WEST BEND GATE,571,199,70,366,474,840
HENDERSON,E109,FRONTIER,395,146,33,269,304,574
HENDERSON,E110,BALMORAL,321,97,15,194,239,433
HENDERSON,E111,EAST RICHARDSON,415,148,36,255,344,599
HENDERSON,E112,EAST BEND GATE,496,176,45,327,390,717
HENRY,A101,EAST EMINENCE,587,226,46,398,461,859
HENRY,A102,WEST EMINENCE,503,234,47,349,435,784
HENRY,A103,SOUTH SMITHFIELD,202,156,27,187,198,385
HENRY,B101,SMITHFIELD,501,373,54,453,475,928
HENRY,B102,WEST PENDLETON,437,420,50,441,466,907
HENRY,B103,EAST PENDLETON,261,185,37,248,235,483
HENRY,C101,CAMPBELLSBURG,720,319,52,505,586,1091
HENRY,C102,PORT ROYAL,433,163,31,321,306,627
HENRY,C103,TURNERS STATION,141,48,15,103,101,204
HENRY,D101,WEST NEW CASTLE,652,294,49,476,519,995
HENRY,D102,N.E. NEW CASTLE,316,116,23,213,242,455
HENRY,D103,SULPHUR,216,78,19,164,149,313
HENRY,E101,GEST,121,58,5,97,87,184
HENRY,E102,LOCKPORT,196,40,9,132,113,245
HENRY,E103,BETHLEHEM,297,132,18,222,225,447
HENRY,E104,FRANKLINTON,268,91,9,198,170,368
HENRY,E105,EAST NEW CASTLE,196,94,9,149,150,299
HENRY,F101,N.E.EMINENCE,296,113,32,200,241,441
HENRY,F102,DEFOE,193,61,16,136,134,270
HENRY,F103,PLEASUREVILLE,661,217,50,428,500,928
HICKMAN,A101,COLUMBUS,296,44,9,159,190,349
HICKMAN,A102,CLINTON 1,546,95,29,291,379,670
HICKMAN,B101,CLINTON NO. 2,531,128,20,303,376,679
HICKMAN,B102,CLINTON NO. 3,521,103,27,295,356,651
HICKMAN,C101,SPRINGHILL,398,74,13,245,240,485
HICKMAN,C102,FULGHAM,525,178,39,367,375,742
HOPKINS,A201,WHITE PLAINS 1,392,96,19,236,271,507
HOPKINS,A202,WHITE PLAINS 2,409,95,19,249,274,523
HOPKINS,A203,NORTONVILLE 3,646,208,38,414,478,892
HOPKINS,A204,NORTONVILLE 4,301,117,21,215,224,439
HOPKINS,A205,ST CHARLES 5,442,164,35,296,345,641
HOPKINS,A206,MORTONS GAP 6,700,204,48,435,517,952
HOPKINS,A207,BARNSLEY 7,255,89,25,169,200,369
HOPKINS,B208,EARLINGTON 8,567,186,44,361,436,797
HOPKINS,B209,EARLINGTON 9,608,200,56,388,476,864
HOPKINS,B210,ANTON 10,301,118,21,210,230,440
HOPKINS,B211,GRAPEVINE 11,931,362,62,639,716,1355
HOPKINS,B212,GRAPEVINE 12,495,202,41,329,409,738
HOPKINS,C213,HANSON 13,486,207,28,354,367,721
HOPKINS,C214,ASHBYBURG 14,733,320,41,527,567,1094
HOPKINS,C215,JAMES MADISON 15,972,536,64,710,862,1572
HOPKINS,C216,JAMES MADISON 16,623,303,42,437,531,968
HOPKINS,C217,FAIRGROUNDS 17,412,111,34,241,316,557
HOPKINS,D218,HANSON 18,1316,716,91,1069,1054,2123
HOPKINS,D219,PRIDE 19,580,146,59,344,441,785
HOPKINS,D220,RIZPAH TEMPLE 20,1187,688,82,917,1040,1957
HOPKINS,D221,RIZPAH TEMPLE,322,134,22,221,257,478
HOPKINS,E222,NEBO 22,597,190,35,410,412,822
HOPKINS,E223,MANITOU 23,655,255,49,460,499,959
HOPKINS,E224,WEST HOPKINS 24,454,166,25,319,325,645
HOPKINS,E225,CHARLESTON 25,331,87,21,221,218,439
HOPKINS,E226,WEST BROADWAY 26,715,263,56,442,592,1034
HOPKINS,E227,WEST BROADWAY 27,453,172,32,293,364,657
HOPKINS,F228,DAWSON 28,816,274,63,505,648,1153
HOPKINS,F229,DAWSON 29,203,44,11,135,123,258
HOPKINS,F230,DAWSON 30,472,138,22,302,330,632
HOPKINS,F231,ILSLEY 31,480,176,27,343,340,683
HOPKINS,F232,RICHLAND 32,257,82,17,170,186,356
HOPKINS,F233,LEGION 33,880,352,56,623,665,1288
HOPKINS,G234,PARK 34,619,305,60,445,539,984
HOPKINS,G235,PARK 35,258,123,25,182,224,406
HOPKINS,G236,PARK 36,591,197,51,353,486,839
HOPKINS,G237,ELKS 37,342,112,21,219,256,475
HOPKINS,G238,ELKS 38,319,124,34,210,267,477
HOPKINS,G239,ELKS 39,714,284,51,463,586,1049
HOPKINS,G240,ELKS 40,265,101,21,180,206,387
JACKSON,A101,MCKEE #1,78,677,30,366,419,785
JACKSON,A102,MCKEE #2,78,642,25,342,403,745
JACKSON,A103,MCKEE #3,58,743,25,412,414,826
JACKSON,A104,MCKEE #4,18,224,8,132,118,250
JACKSON,A105,MCKEE #5,15,270,5,152,138,290
JACKSON,A106,MCKEE # 6,32,313,6,177,174,351
JACKSON,B101,POND CREEK #1,204,917,44,567,598,1165
JACKSON,B102,POND CREEK #2,233,1040,60,649,684,1333
JACKSON,B103,POND CREEK #3,190,786,26,498,504,1002
JACKSON,B104,POND CREEK #4,85,454,20,275,284,559
JACKSON,C101,COYLE #1,104,582,47,360,373,733
JACKSON,C102,COYLE #2,50,568,19,327,310,637
JACKSON,C103,COYLE #3,58,343,23,230,194,424
JACKSON,C104,COYLE # 4,29,360,8,206,191,397
JEFFERSON,A105,PRECINCT 105 28 DISTRICT,1020,508,141,742,927,1669
JEFFERSON,A107,PRECINCT 107 28 DISTRICT,501,273,72,398,448,846
JEFFERSON,A108,PRECINCT 108 28 DISTRICT,845,487,154,703,783,1486
JEFFERSON,A111,PRECINCT 111 28 DISTRICT,647,426,125,571,627,1198
JEFFERSON,A113,PRECINCT 113 28 DISTRICT,635,420,108,534,629,1163
JEFFERSON,A114,PRECINCT 114 28 DISTRICT,669,342,110,511,610,1121
JEFFERSON,A115,PRECINCT 115 28 DISTRICT,636,425,123,523,661,1184
JEFFERSON,A118,PRECINCT 118 28 DISTRICT,414,233,75,335,387,722
JEFFERSON,A119,PRECINCT 119 28 DISTRICT,559,421,95,516,559,1075
JEFFERSON,A121,PRECINCT 121 28 DISTRICT,773,486,153,663,749,1412
JEFFERSON,A122,PRECINCT 122 28 DISTRICT,462,296,95,402,451,853
JEFFERSON,A123,PRECINCT 123 28 DISTRICT,822,412,115,589,760,1349
JEFFERSON,A124,PRECINCT 124 28 DISTRICT,897,716,138,832,919,1751
JEFFERSON,A125,PRECINCT 125 28 DISTRICT,607,521,75,585,618,1203
JEFFERSON,A126,PRECINCT 126 28 DISTRICT,595,434,80,509,600,1109
JEFFERSON,A127,PRECINCT 127 28 DISTRICT,443,344,101,378,510,888
JEFFERSON,A128,PRECINCT 128 28 DISTRICT,561,418,81,463,597,1060
JEFFERSON,A129,PRECINCT 129 28 DISTRICT,440,367,75,427,455,882
JEFFERSON,A130,PRECINCT 130 28 DISTRICT,382,280,77,352,387,739
JEFFERSON,A131,PRECINCT 131 28 DISTRICT,651,463,89,560,643,1203
JEFFERSON,A134,PRECINCT 134 28 DISTRICT,608,415,123,510,636,1146
JEFFERSON,A135,PRECINCT 135 28 DISTRICT,598,397,114,498,611,1109
JEFFERSON,A136,PRECINCT 136 28 DISTRICT,385,241,66,338,354,692
JEFFERSON,A137,PRECINCT 137 28 DISTRICT,553,475,74,524,578,1102
JEFFERSON,A139,PRECINCT 139 28 DISTRICT,545,305,92,426,516,942
JEFFERSON,B119,PRECINCT 119 29 DISTRICT,817,562,126,690,815,1505
JEFFERSON,B124,PRECINCT 124 29 DISTRICT,494,455,72,442,579,1021
JEFFERSON,B125,PRECINCT 125 29 DISTRICT,436,327,94,398,459,857
JEFFERSON,B127,PRECINCT 127 29 DISTRICT,259,135,45,194,245,439
JEFFERSON,B130,PRECINCT 130 29 DISTRICT,577,377,109,490,573,1063
JEFFERSON,B131,PRECINCT 131 29 DISTRICT,546,386,81,485,528,1013
JEFFERSON,B132,PRECINCT 132 29 DISTRICT,501,495,88,509,575,1084
JEFFERSON,B133,PRECINCT 133 29 DISTRICT,698,596,99,645,748,1393
JEFFERSON,B134,PRECINCT 134 29 DISTRICT,757,807,133,807,890,1697
JEFFERSON,B143,PRECINCT 143 29 DISTRICT,341,275,49,312,353,665
JEFFERSON,B149,PRECINCT 149 29 DISTRICT,451,404,107,453,509,962
JEFFERSON,B151,PRECINCT 151 29 DISTRICT,682,647,105,706,728,1434
JEFFERSON,B152,PRECINCT 152 29 DISTRICT,513,458,105,507,569,1076
JEFFERSON,B153,PRECINCT 153 29 DISTRICT,815,1094,144,990,1063,2053
JEFFERSON,B154,PRECINCT 154 29 DISTRICT,592,491,99,526,656,1182
JEFFERSON,B155,PRECINCT 155 29 DISTRICT,484,350,110,444,500,944
JEFFERSON,B156,PRECINCT 156 29 DISTRICT,681,548,137,636,730,1366
JEFFERSON,B157,PRECINCT 157 29 DISTRICT,973,746,137,878,978,1856
JEFFERSON,B158,PRECINCT 158 29 DISTRICT,554,681,93,628,700,1328
JEFFERSON,B159,PRECINCT 159 29 DISTRICT,865,817,143,886,939,1825
JEFFERSON,B160,PRECINCT 160 29 DISTRICT,382,313,52,346,401,747
JEFFERSON,B161,PRECINCT 161 29 DISTRICT,288,392,68,365,383,748
JEFFERSON,B162,PRECINCT 162 29 DISTRICT,578,652,101,630,701,1331
JEFFERSON,B163,PRECINCT 163 29 DISTRICT,727,565,126,583,835,1418
JEFFERSON,B164,PRECINCT 164 29 DISTRICT,368,610,104,526,556,1082
JEFFERSON,B165,PRECINCT 165 29 DISTRICT,517,834,114,710,755,1465
JEFFERSON,B166,PRECINCT 166 29 DISTRICT,456,333,58,410,437,847
JEFFERSON,B168,PRECINCT 168 29 DISTRICT,656,489,113,599,659,1258
JEFFERSON,B169,PRECINCT 169 29 DISTRICT,468,392,83,435,508,943
JEFFERSON,B170,PRECINCT 170 29 DISTRICT,451,372,57,443,437,880
JEFFERSON,B171,PRECINCT 171 29 DISTRICT,466,455,95,467,549,1016
JEFFERSON,B172,PRECINCT 172 29 DISTRICT,725,810,146,848,833,1681
JEFFERSON,B173,PRECINCT 173 29 DISTRICT,562,426,88,531,545,1076
JEFFERSON,B174,PRECINCT B174 29 DISTRICT,249,365,59,332,341,673
JEFFERSON,B175,PRECINCT 175 29 DISTRICT,461,457,73,446,545,991
JEFFERSON,B176,PRECINCT 176 29 DISTRICT,362,761,91,609,605,1214
JEFFERSON,B177,PRECINCT 177 29 DISTRICT,388,491,84,459,504,963
JEFFERSON,B178,PRECINCT 178 29 DISTRICT,34,43,4,41,40,81
JEFFERSON,B179,PRECINCT 179 29 DISTRICT,4,12,1,8,9,17
JEFFERSON,B180,PRECINCT 180 29 DISTRICT,175,153,33,167,194,361
JEFFERSON,C101,PRECINCT 101 30 DISTRICT,855,142,84,505,576,1081
JEFFERSON,C102,PRECINCT 102 30 DISTRICT,485,143,35,285,378,663
JEFFERSON,C103,PRECINCT 103 30 DISTRICT,741,244,110,482,613,1095
JEFFERSON,C104,PRECINCT 104 30 DISTRICT,674,136,69,413,466,879
JEFFERSON,C105,PRECINCT 105 30 DISTRICT,484,37,39,245,315,560
JEFFERSON,C106,PRECINCT 106 30 DISTRICT,1228,360,150,698,1040,1738
JEFFERSON,C108,PRECINCT 108 30 DISTRICT,1072,132,89,514,779,1293
JEFFERSON,C109,PRECINCT 109 30 DISTRICT,461,59,49,222,347,569
JEFFERSON,C110,PRECINCT 110 30 DISTRICT,754,47,39,336,504,840
JEFFERSON,C111,PRECINCT 111 30 DISTRICT,1273,83,65,590,830,1421
JEFFERSON,C113,PRECINCT 113 30 DISTRICT,359,102,48,209,300,509
JEFFERSON,C115,PRECINCT 115 30 DISTRICT,968,323,135,601,825,1426
JEFFERSON,C122,PRECINCT 122 30 DISTRICT,778,389,153,547,773,1320
JEFFERSON,C123,PRECINCT 123 30 DISTRICT,324,191,67,273,309,582
JEFFERSON,C124,PRECINCT 124 30 DISTRICT,806,348,111,562,703,1265
JEFFERSON,C125,PRECINCT 125 30 DISTRICT,704,183,87,418,556,974
JEFFERSON,C126,PRECINCT 126 30 DISTRICT,919,182,114,509,706,1215
JEFFERSON,C128,PRECINCT 128 30 DISTRICT,129,76,14,105,114,219
JEFFERSON,C129,PRECINCT 129 30 DISTRICT,947,364,148,679,780,1459
JEFFERSON,C130,PRECINCT 130 30 DISTRICT,49,28,8,41,44,85
JEFFERSON,C131,PRECINCT 131 30 DISTRICT,336,182,55,264,309,573
JEFFERSON,C133,PRECINCT 133 30 DISTRICT,797,358,87,591,651,1242
JEFFERSON,C134,PRECINCT 134 30 DISTRICT,594,303,93,452,538,990
JEFFERSON,C135,PRECINCT 135 30 DISTRICT,635,284,98,429,588,1017
JEFFERSON,C136,PRECINCT 136 30 DISTRICT,347,213,61,279,342,621
JEFFERSON,C137,PRECINCT 137 30 DISTRICT,524,242,101,416,451,867
JEFFERSON,C138,PRECINCT 138 30 DISTRICT,348,181,44,270,303,573
JEFFERSON,C139,PRECINCT 139 30 DISTRICT,749,398,112,554,705,1259
JEFFERSON,C140,PRECINCT 140 30 DISTRICT,564,251,105,406,514,920
JEFFERSON,C141,PRECINCT 141 30 DISTRICT,500,208,53,324,436,761
JEFFERSON,C142,PRECINCT 142 30 DISTRICT,482,169,44,304,391,695
JEFFERSON,C143,PRECINCT 143 30 DISTRICT,109,71,26,98,108,206
JEFFERSON,C144,PRECINCT 144 30 DISTRICT,67,39,10,55,61,116
JEFFERSON,C145,PRECINCT 145 30 DISTRICT,156,76,32,129,135,264
JEFFERSON,D101,PRECINCT 101 31 DISTRICT,518,409,107,477,557,1034
JEFFERSON,D104,PRECINCT 104 31 DISTRICT,479,276,68,361,462,823
JEFFERSON,D106,PRECINCT 106 31 DISTRICT,514,341,74,422,507,929
JEFFERSON,D108,PRECINCT 108 31 DISTRICT,634,466,85,536,649,1185
JEFFERSON,D109,PRECINCT 109 31 DISTRICT,261,166,62,205,284,489
JEFFERSON,D110,PRECINCT 110 31 DISTRICT,559,228,71,321,537,858
JEFFERSON,D113,PRECINCT 113 31 DISTRICT,564,175,47,347,439,786
JEFFERSON,D114,PRECINCT 114 31 DISTRICT,532,360,90,474,508,982
JEFFERSON,D115,PRECINCT 115 31 DISTRICT,826,512,141,604,875,1479
JEFFERSON,D116,PRECINCT 116 31 DISTRICT,727,467,126,605,715,1320
JEFFERSON,D117,PRECINCT 117 31 DISTRICT,502,361,83,439,507,946
JEFFERSON,D120,PRECINCT 120 31 DISTRICT,1006,568,190,814,950,1764
JEFFERSON,D121,PRECINCT 121 31 DISTRICT,483,322,91,406,490,896
JEFFERSON,D122,PRECINCT 122 31 DISTRICT,615,452,103,529,641,1170
JEFFERSON,D126,PRECINCT 126 31 DISTRICT,905,622,171,772,926,1698
JEFFERSON,D129,PRECINCT 129 31 DISTRICT,300,170,42,203,309,512
JEFFERSON,D130,PRECINCT 130 31 DISTRICT,584,331,86,432,569,1001
JEFFERSON,D131,PRECINCT 131 31 DISTRICT,372,203,51,293,333,626
JEFFERSON,D132,PRECINCT 132 31 DISTRICT,994,601,137,767,965,1732
JEFFERSON,D135,PRECINCT 135 31 DISTRICT,633,314,80,458,569,1027
JEFFERSON,D136,PRECINCT 136 31 DISTRICT,852,531,109,653,839,1492
JEFFERSON,D137,PRECINCT 137 31 DISTRICT,496,426,81,466,537,1003
JEFFERSON,D138,PRECINCT 138 31 DISTRICT,927,649,139,738,977,1715
JEFFERSON,D139,PRECINCT 139 31 DISTRICT,759,598,121,702,776,1478
JEFFERSON,D140,PRECINCT 140 31 DISTRICT,684,467,93,593,651,1244
JEFFERSON,D141,PRECINCT 141 31 DISTRICT,449,375,79,421,482,903
JEFFERSON,D142,PRECINCT 142 31 DISTRICT,309,277,68,304,350,654
JEFFERSON,D143,PRECINCT 143 31 DISTRICT,542,505,90,532,605,1137
JEFFERSON,D144,PRECINCT 144 31 DISTRICT,311,212,43,264,302,566
JEFFERSON,D145,PRECINCT 145 31 DISTRICT,228,144,42,196,218,414
JEFFERSON,E107,PRECINCT 107 32 DISTRICT,382,312,58,328,424,752
JEFFERSON,E139,PRECINCT 139 32 DISTRICT,720,512,178,637,773,1410
JEFFERSON,E141,PRECINCT 141 32 DISTRICT,432,391,77,408,492,900
JEFFERSON,E142,PRECINCT 142 32 DISTRICT,446,350,92,390,498,888
JEFFERSON,E143,PRECINCT 143 32 DISTRICT,867,648,197,761,951,1712
JEFFERSON,E144,PRECINCT 144 32 DISTRICT,612,442,131,563,622,1185
JEFFERSON,E145,PRECINCT 145 32 DISTRICT,570,471,127,570,598,1168
JEFFERSON,E147,PRECINCT 147 32 DISTRICT,259,294,43,278,318,596
JEFFERSON,E148,PRECINCT 148 32 DISTRICT,594,552,92,598,640,1238
JEFFERSON,E149,PRECINCT 149 32 DISTRICT,582,487,78,503,644,1147
JEFFERSON,E150,PRECINCT 150 32 DISTRICT,596,444,101,531,610,1141
JEFFERSON,E151,PRECINCT 151 32 DISTRICT,407,340,68,399,416,815
JEFFERSON,E152,PRECINCT 152 32 DISTRICT,530,569,64,538,625,1163
JEFFERSON,E154,PRECINCT 154 32 DISTRICT,452,389,77,429,489,918
JEFFERSON,E155,PRECINCT 155 32 DISTRICT,854,620,159,731,902,1633
JEFFERSON,E157,PRECINCT 157 32 DISTRICT,140,139,39,155,163,318
JEFFERSON,E158,PRECINCT 158 32 DISTRICT,331,254,45,311,319,630
JEFFERSON,E159,PRECINCT 159 32 DISTRICT,284,215,48,252,295,547
JEFFERSON,E160,PRECINCT 160 32 DISTRICT,434,337,80,369,482,851
JEFFERSON,E161,PRECINCT 161 32 DISTRICT,147,247,29,196,227,423
JEFFERSON,E162,PRECINCT 162 32 DISTRICT,267,257,74,281,317,598
JEFFERSON,E163,PRECINCT 163 32 DISTRICT,411,658,93,549,613,1162
JEFFERSON,E164,PRECINCT 164 32 DISTRICT,427,511,64,441,561,1002
JEFFERSON,E165,PRECINCT 165 32 DISTRICT,775,597,154,703,823,1526
JEFFERSON,E166,PRECINCT 166 32 DISTRICT,319,290,59,299,369,668
JEFFERSON,E167,PRECINCT 167 32 DISTRICT,840,532,174,754,792,1546
JEFFERSON,E168,PRECINCT 168 32 DISTRICT,395,397,84,394,482,876
JEFFERSON,E169,PRECINCT 169 32 DISTRICT,702,636,110,709,739,1448
JEFFERSON,E171,PRECINCT 171 32 DISTRICT,344,330,60,314,420,734
JEFFERSON,E172,PRECINCT 172 32 DISTRICT,587,476,125,549,639,1188
JEFFERSON,E173,PRECINCT 173 32 DISTRICT,542,256,99,398,499,897
JEFFERSON,E174,PRECINCT 174 32 DISTRICT,935,762,196,836,1057,1893
JEFFERSON,E175,PRECINCT 175 32 DISTRICT,395,302,75,353,419,772
JEFFERSON,E176,PRECINCT 176 32 DISTRICT,275,255,69,279,320,599
JEFFERSON,E177,PRECINCT 177 32 DISTRICT,186,148,24,157,201,358
JEFFERSON,F101,PRECINCT 101 33 DISTRICT,491,504,102,494,603,1097
JEFFERSON,F106,PRECINCT 106 33 DISTRICT,477,401,82,413,547,960
JEFFERSON,F109,PRECINCT 109 33 DISTRICT,555,1079,153,875,912,1787
JEFFERSON,F110,PRECINCT 110 33 DISTRICT,383,466,73,459,463,922
