county,precinct,office,district,party,candidate,eslate,escan,absentee_eslate,absentee_mail,absentee_walk_in,votes
Clark,Boonesboro,State House,73,REP,Les Yates,115,232,,,,
Clark,Hampton,State House,73,REP,Les Yates,73,300,,,,
Clark,Stoneybrook,State House,73,REP,Les Yates,150,342,,,,
Clark,Calmes,State House,73,REP,Les Yates,134,288,,,,
Clark,Forest Grove,State House,73,REP,Les Yates,129,402,,,,
Clark,Garner,State House,73,REP,Les Yates,75,77,,,,
Clark,Goodes,State House,73,REP,Les Yates,102,212,,,,
Clark,Pinchem,State House,73,REP,Les Yates,102,294,,,,
Clark,Ecton,State House,73,REP,Les Yates,160,299,,,,
Clark,Absentee,State House,73,DEM,Pat Banks,,,115,82,97,
Clark,Becknerville,State House,73,DEM,Pat Banks,58,218,,,,
Clark,Boonesboro,State House,73,DEM,Pat Banks,59,107,,,,
Clark,Hampton,State House,73,DEM,Pat Banks,62,162,,,,
Clark,Stoneybrook,State House,73,DEM,Pat Banks,74,128,,,,
Clark,Calmes,State House,73,DEM,Pat Banks,55,87,,,,
Clark,Forest Grove,State House,73,DEM,Pat Banks,52,164,,,,
Clark,Garner,State House,73,DEM,Pat Banks,53,62,,,,
Clark,Goodes,State House,73,DEM,Pat Banks,44,82,,,,
Clark,Pinchem,State House,73,DEM,Pat Banks,43,117,,,,
Clark,Ecton,State House,73,DEM,Pat Banks,73,122,,,,
Clark,Franklin,Straight Party,,REP,Republican,33,81,,,,
Clark,Kiddville,Straight Party,,REP,Republican,53,121,,,,
Clark,Wades Mill,Straight Party,,REP,Republican,54,132,,,,
Clark,Mt. Abbott,Straight Party,,REP,Republican,22,15,,,,
Clark,Renick,Straight Party,,REP,Republican,53,132,,,,
Clark,Vanmeter,Straight Party,,REP,Republican,40,107,,,,
Clark,Victory,Straight Party,,REP,Republican,34,72,,,,
Clark,McClure,Straight Party,,REP,Republican,26,47,,,,
Clark,Sphar,Straight Party,,REP,Republican,61,190,,,,
Clark,Sunset,Straight Party,,REP,Republican,30,37,,,,
Clark,City Hall,Straight Party,,REP,Republican,12,8,,,,
Clark,Franklin,Straight Party,,DEM,Democratic,14,56,,,,
Clark,Kiddville,Straight Party,,DEM,Democratic,15,54,,,,
Clark,Wades Mill,Straight Party,,DEM,Democratic,20,52,,,,
Clark,Mt. Abbott,Straight Party,,DEM,Democratic,13,11,,,,
Clark,Renick,Straight Party,,DEM,Democratic,46,136,,,,
Clark,Vanmeter,Straight Party,,DEM,Democratic,16,45,,,,
Clark,Victory,Straight Party,,DEM,Democratic,37,102,,,,
Clark,McClure,Straight Party,,DEM,Democratic,13,30,,,,
Clark,Sphar,Straight Party,,DEM,Democratic,47,140,,,,
Clark,Sunset,Straight Party,,DEM,Democratic,23,27,,,,
Clark,City Hall,Straight Party,,DEM,Democratic,47,45,,,,
Clark,Franklin,Straight Party,,LIB,Libertarian,0,3,,,,
Clark,Kiddville,Straight Party,,LIB,Libertarian,0,6,,,,
Clark,Wades Mill,Straight Party,,LIB,Libertarian,0,2,,,,
Clark,Mt. Abbott,Straight Party,,LIB,Libertarian,1,2,,,,
Clark,Renick,Straight Party,,LIB,Libertarian,4,6,,,,
Clark,Vanmeter,Straight Party,,LIB,Libertarian,2,4,,,,
Clark,Victory,Straight Party,,LIB,Libertarian,2,1,,,,
Clark,McClure,Straight Party,,LIB,Libertarian,0,3,,,,
Clark,Sphar,Straight Party,,LIB,Libertarian,0,10,,,,
Clark,Sunset,Straight Party,,LIB,Libertarian,0,4,,,,
Clark,City Hall,Straight Party,,LIB,Libertarian,1,0,,,,
Clark,Franklin,U.S. House,6,REP,Andy Barr,105,223,,,,
Clark,Kiddville,U.S. House,6,REP,Andy Barr,129,442,,,,
Clark,Wades Mill,U.S. House,6,REP,Andy Barr,142,356,,,,
Clark,Mt. Abbott,U.S. House,6,REP,Andy Barr,47,37,,,,
Clark,Renick,U.S. House,6,REP,Andy Barr,114,298,,,,
Clark,Vanmeter,U.S. House,6,REP,Andy Barr,114,230,,,,
Clark,Victory,U.S. House,6,REP,Andy Barr,83,193,,,,
Clark,McClure,U.S. House,6,REP,Andy Barr,90,140,,,,
Clark,Sphar,U.S. House,6,REP,Andy Barr,136,558,,,,
Clark,Sunset,U.S. House,6,REP,Andy Barr,84,139,,,,
Clark,City Hall,U.S. House,6,REP,Andy Barr,24,19,,,,
Clark,Franklin,U.S. House,6,DEM,Amy McGrath,74,115,,,,
Clark,Kiddville,U.S. House,6,DEM,Amy McGrath,42,152,,,,
Clark,Wades Mill,U.S. House,6,DEM,Amy McGrath,59,149,,,,
Clark,Mt. Abbott,U.S. House,6,DEM,Amy McGrath,22,22,,,,
Clark,Renick,U.S. House,6,DEM,Amy McGrath,97,265,,,,
Clark,Vanmeter,U.S. House,6,DEM,Amy McGrath,51,106,,,,
Clark,Victory,U.S. House,6,DEM,Amy McGrath,78,196,,,,
Clark,McClure,U.S. House,6,DEM,Amy McGrath,63,83,,,,
Clark,Sphar,U.S. House,6,DEM,Amy McGrath,94,336,,,,
Clark,Sunset,U.S. House,6,DEM,Amy McGrath,48,61,,,,
Clark,City Hall,U.S. House,6,DEM,Amy McGrath,86,79,,,,
Clark,Franklin,U.S. House,6,LIB,Frank Harris,1,5,,,,
Clark,Kiddville,U.S. House,6,LIB,Frank Harris,0,4,,,,
Clark,Wades Mill,U.S. House,6,LIB,Frank Harris,3,4,,,,
Clark,Mt. Abbott,U.S. House,6,LIB,Frank Harris,1,0,,,,
Clark,Renick,U.S. House,6,LIB,Frank Harris,2,10,,,,
Clark,Vanmeter,U.S. House,6,LIB,Frank Harris,1,1,,,,
Clark,Victory,U.S. House,6,LIB,Frank Harris,1,4,,,,
Clark,McClure,U.S. House,6,LIB,Frank Harris,1,2,,,,
Clark,Sphar,U.S. House,6,LIB,Frank Harris,0,8,,,,
Clark,Sunset,U.S. House,6,LIB,Frank Harris,4,1,,,,
Clark,City Hall,U.S. House,6,LIB,Frank Harris,2,1,,,,
Clark,Franklin,U.S. House,6,IND,Rikka L. Wallin,2,0,,,,
Clark,Kiddville,U.S. House,6,IND,Rikka L. Wallin,1,2,,,,
Clark,Wades Mill,U.S. House,6,IND,Rikka L. Wallin,1,1,,,,
Clark,Mt. Abbott,U.S. House,6,IND,Rikka L. Wallin,0,0,,,,
Clark,Renick,U.S. House,6,IND,Rikka L. Wallin,2,0,,,,
Clark,Vanmeter,U.S. House,6,IND,Rikka L. Wallin,0,0,,,,
Clark,Victory,U.S. House,6,IND,Rikka L. Wallin,0,2,,,,
Clark,McClure,U.S. House,6,IND,Rikka L. Wallin,1,0,,,,
Clark,Sphar,U.S. House,6,IND,Rikka L. Wallin,0,1,,,,
Clark,Sunset,U.S. House,6,IND,Rikka L. Wallin,0,0,,,,
Clark,City Hall,U.S. House,6,IND,Rikka L. Wallin,0,0,,,,
Clark,Franklin,U.S. House,6,IND,James Germalic,1,0,,,,
Clark,Kiddville,U.S. House,6,IND,James Germalic,0,1,,,,
Clark,Wades Mill,U.S. House,6,IND,James Germalic,0,1,,,,
Clark,Mt. Abbott,U.S. House,6,IND,James Germalic,0,0,,,,
Clark,Renick,U.S. House,6,IND,James Germalic,0,0,,,,
Clark,Vanmeter,U.S. House,6,IND,James Germalic,0,3,,,,
Clark,Victory,U.S. House,6,IND,James Germalic,0,2,,,,
Clark,McClure,U.S. House,6,IND,James Germalic,1,0,,,,
Clark,Sphar,U.S. House,6,IND,James Germalic,0,2,,,,
Clark,Sunset,U.S. House,6,IND,James Germalic,0,0,,,,
Clark,City Hall,U.S. House,6,IND,James Germalic,0,0,,,,
Clark,Franklin,State Senate,28,REP,Ralph Alvarado,110,218,,,,
Clark,Kiddville,State Senate,28,REP,Ralph Alvarado,120,421,,,,
Clark,Wades Mill,State Senate,28,REP,Ralph Alvarado,134,351,,,,
Clark,Mt. Abbott,State Senate,28,REP,Ralph Alvarado,42,37,,,,
Clark,Renick,State Senate,28,REP,Ralph Alvarado,111,311,,,,
Clark,Vanmeter,State Senate,28,REP,Ralph Alvarado,110,229,,,,
Clark,Victory,State Senate,28,REP,Ralph Alvarado,80,212,,,,
Clark,McClure,State Senate,28,REP,Ralph Alvarado,87,128,,,,
Clark,Sphar,State Senate,28,REP,Ralph Alvarado,132,544,,,,
Clark,Sunset,State Senate,28,REP,Ralph Alvarado,83,127,,,,
Clark,City Hall,State Senate,28,REP,Ralph Alvarado,26,21,,,,
Clark,Franklin,State Senate,28,DEM,Denise Gray,72,123,,,,
Clark,Kiddville,State Senate,28,DEM,Denise Gray,51,166,,,,
Clark,Wades Mill,State Senate,28,DEM,Denise Gray,71,157,,,,
Clark,Mt. Abbott,State Senate,28,DEM,Denise Gray,26,20,,,,
Clark,Renick,State Senate,28,DEM,Denise Gray,99,257,,,,
Clark,Vanmeter,State Senate,28,DEM,Denise Gray,51,109,,,,
Clark,Victory,State Senate,28,DEM,Denise Gray,80,179,,,,
Clark,McClure,State Senate,28,DEM,Denise Gray,65,92,,,,
Clark,Sphar,State Senate,28,DEM,Denise Gray,97,357,,,,
Clark,Sunset,State Senate,28,DEM,Denise Gray,51,70,,,,
Clark,City Hall,State Senate,28,DEM,Denise Gray,84,74,,,,
Clark,Franklin,State House,73,REP,Les Yates,59,116,,,,
Clark,Kiddville,State House,73,REP,Les Yates,32,152,,,,
Clark,Wades Mill,State House,73,REP,Les Yates,60,132,,,,
Clark,Mt. Abbott,State House,73,REP,Les Yates,24,20,,,,
Clark,Renick,State House,73,REP,Les Yates,94,262,,,,
Clark,Vanmeter,State House,73,REP,Les Yates,49,98,,,,
Clark,Victory,State House,73,REP,Les Yates,72,180,,,,
Clark,McClure,State House,73,REP,Les Yates,58,75,,,,
Clark,Sphar,State House,73,REP,Les Yates,87,321,,,,
Clark,Sunset,State House,73,REP,Les Yates,55,59,,,,
Clark,City Hall,State House,73,REP,Les Yates,85,73,,,,
Clark,Franklin,State House,73,DEM,Pat Banks,59,116,,,,
Clark,Kiddville,State House,73,DEM,Pat Banks,32,152,,,,
Clark,Wades Mill,State House,73,DEM,Pat Banks,60,132,,,,
Clark,Mt. Abbott,State House,73,DEM,Pat Banks,24,20,,,,
Clark,Renick,State House,73,DEM,Pat Banks,94,262,,,,
Clark,Vanmeter,State House,73,DEM,Pat Banks,49,98,,,,
Clark,Victory,State House,73,DEM,Pat Banks,72,180,,,,
Clark,McClure,State House,73,DEM,Pat Banks,58,75,,,,
Clark,Sphar,State House,73,DEM,Pat Banks,87,321,,,,
Clark,Sunset,State House,73,DEM,Pat Banks,55,59,,,,
Clark,City Hall,State House,73,DEM,Pat Banks,85,73,,,,
Clark,Fairfax,Straight Party,,REP,Republican,29,20,,,,
Clark,Mt. Vernon,Straight Party,,REP,Republican,30,66,,,,
Clark,North Winchester,Straight Party,,REP,Republican,8,7,,,,
Clark,South Park,Straight Party,,REP,Republican,30,68,,,,
Clark,Winchester,Straight Party,,REP,Republican,6,33,,,,
Clark,Fairfax,Straight Party,,DEM,Democratic,23,22,,,,
Clark,Mt. Vernon,Straight Party,,DEM,Democratic,25,63,,,,
Clark,North Winchester,Straight Party,,DEM,Democratic,41,53,,,,
Clark,South Park,Straight Party,,DEM,Democratic,30,60,,,,
Clark,Winchester,Straight Party,,DEM,Democratic,8,40,,,,
Clark,Fairfax,Straight Party,,LIB,Libertarian,2,4,,,,
Clark,Mt. Vernon,Straight Party,,LIB,Libertarian,0,4,,,,
Clark,North Winchester,Straight Party,,LIB,Libertarian,0,1,,,,
Clark,South Park,Straight Party,,LIB,Libertarian,2,8,,,,
Clark,Winchester,Straight Party,,LIB,Libertarian,0,0,,,,
Clark,Fairfax,U.S. House,6,REP,Andy Barr,70,56,,,,
Clark,Mt. Vernon,U.S. House,6,REP,Andy Barr,88,163,,,,
Clark,North Winchester,U.S. House,6,REP,Andy Barr,17,16,,,,
Clark,South Park,U.S. House,6,REP,Andy Barr,79,143,,,,
Clark,Winchester,U.S. House,6,REP,Andy Barr,28,139,,,,
Clark,Fairfax,U.S. House,6,DEM,Amy McGrath,48,37,,,,
Clark,Mt. Vernon,U.S. House,6,DEM,Amy McGrath,70,157,,,,
Clark,North Winchester,U.S. House,6,DEM,Amy McGrath,70,80,,,,
Clark,South Park,U.S. House,6,DEM,Amy McGrath,72,128,,,,
Clark,Winchester,U.S. House,6,DEM,Amy McGrath,28,127,,,,
Clark,Fairfax,U.S. House,6,LIB,Frank Harris,1,3,,,,
Clark,Mt. Vernon,U.S. House,6,LIB,Frank Harris,0,5,,,,
Clark,North Winchester,U.S. House,6,LIB,Frank Harris,2,0,,,,
Clark,South Park,U.S. House,6,LIB,Frank Harris,2,2,,,,
Clark,Winchester,U.S. House,6,LIB,Frank Harris,0,0,,,,
Clark,Fairfax,U.S. House,6,IND,Rikka L. Wallin,1,1,,,,
Clark,Mt. Vernon,U.S. House,6,IND,Rikka L. Wallin,2,2,,,,
Clark,North Winchester,U.S. House,6,IND,Rikka L. Wallin,1,0,,,,
Clark,South Park,U.S. House,6,IND,Rikka L. Wallin,3,0,,,,
Clark,Winchester,U.S. House,6,IND,Rikka L. Wallin,1,0,,,,
Clark,Fairfax,U.S. House,6,IND,James Germalic,0,0,,,,
Clark,Mt. Vernon,U.S. House,6,IND,James Germalic,0,0,,,,
Clark,North Winchester,U.S. House,6,IND,James Germalic,0,0,,,,
Clark,South Park,U.S. House,6,IND,James Germalic,0,0,,,,
Clark,Winchester,U.S. House,6,IND,James Germalic,0,0,,,,
Clark,Fairfax,State Senate,28,REP,Ralph Alvarado,74,52,,,,
Clark,Mt. Vernon,State Senate,28,REP,Ralph Alvarado,80,172,,,,
Clark,North Winchester,State Senate,28,REP,Ralph Alvarado,18,17,,,,
Clark,South Park,State Senate,28,REP,Ralph Alvarado,76,149,,,,
Clark,Winchester,State Senate,28,REP,Ralph Alvarado,22,136,,,,
Clark,Fairfax,State Senate,28,DEM,Denise Gray,45,42,,,,
Clark,Mt. Vernon,State Senate,28,DEM,Denise Gray,78,154,,,,
Clark,North Winchester,State Senate,28,DEM,Denise Gray,71,79,,,,
Clark,South Park,State Senate,28,DEM,Denise Gray,77,121,,,,
Clark,Winchester,State Senate,28,DEM,Denise Gray,33,126,,,,
Clark,Fairfax,State House,73,REP,Les Yates,63,51,,,,
Clark,Mt. Vernon,State House,73,REP,Les Yates,91,170,,,,
Clark,North Winchester,State House,73,REP,Les Yates,20,14,,,,
Clark,South Park,State House,73,REP,Les Yates,78,129,,,,
Clark,Winchester,State House,73,REP,Les Yates,32,135,,,,
Clark,Fairfax,State House,73,DEM,Pat Banks,52,39,,,,
Clark,Mt. Vernon,State House,73,DEM,Pat Banks,66,149,,,,
Clark,North Winchester,State House,73,DEM,Pat Banks,67,78,,,,
Clark,South Park,State House,73,DEM,Pat Banks,73,133,,,,
Clark,Winchester,State House,73,DEM,Pat Banks,25,118,,,,
